time,ROCR
2019-11-15,1.0275
2019-11-14,1.0263
2019-11-13,1.0226
2019-11-12,1.0181
2019-11-11,1.0108
2019-11-08,1.0156
2019-11-07,1.0062
2019-11-06,0.9962
2019-11-05,1.0114
2019-11-04,1.0025
2019-11-01,1.0212
2019-10-31,1.0245
2019-10-30,1.0537
2019-10-29,1.0474
2019-10-28,1.0416
2019-10-25,1.0242
2019-10-24,1.0018
2019-10-23,0.9774
2019-10-22,0.9633
2019-10-21,0.9920
2019-10-18,0.9837
2019-10-17,1.0042
2019-10-16,1.0157
2019-10-15,1.0435
2019-10-14,1.0177
2019-10-11,1.0113
2019-10-10,1.0207
2019-10-09,1.0267
2019-10-08,0.9898
2019-10-07,0.9863
2019-10-04,1.0028
2019-10-03,0.9766
2019-10-02,0.9662
2019-10-01,0.9977
2019-09-30,0.9992
2019-09-27,0.9877
2019-09-26,0.9892
2019-09-25,1.0061
2019-09-24,0.9999
2019-09-23,1.0206
2019-09-20,1.0154
2019-09-19,1.0258
2019-09-18,1.0176
2019-09-17,1.0096
2019-09-16,0.9913
2019-09-13,0.9872
2019-09-12,0.9819
2019-09-11,0.9890
2019-09-10,1.0003
2019-09-09,0.9975
2019-09-06,1.0071
2019-09-05,1.0331
2019-09-04,1.0139
2019-09-03,1.0044
2019-08-30,1.0335
2019-08-29,1.0025
2019-08-28,0.9767
2019-08-27,0.9889
2019-08-26,0.9786
2019-08-23,0.9799
2019-08-22,1.0307
2019-08-21,1.0359
2019-08-20,0.9903
2019-08-19,1.0193
2019-08-16,0.9885
2019-08-15,0.9625
2019-08-14,0.9904
2019-08-13,1.0290
2019-08-12,1.0271
2019-08-09,1.0059
2019-08-08,1.0060
2019-08-07,0.9927
2019-08-06,0.9597
2019-08-05,0.9375
2019-08-02,0.9686
2019-08-01,0.9848
2019-07-31,0.9684
2019-07-30,1.0076
2019-07-29,1.0188
2019-07-26,1.0345
2019-07-25,1.0276
2019-07-24,1.0327
2019-07-23,1.0161
2019-07-22,0.9966
2019-07-19,0.9836
2019-07-18,0.9857
2019-07-17,0.9885
2019-07-16,1.0045
2019-07-15,1.0142
2019-07-12,1.0134
2019-07-11,1.0068
2019-07-10,1.0093
2019-07-09,1.0057
2019-07-08,1.0224
2019-07-05,1.0217
2019-07-03,1.0264
2019-07-02,1.0236
2019-07-01,0.9848
2019-06-28,0.9780
2019-06-27,0.9796
2019-06-26,0.9870
2019-06-25,0.9872
2019-06-24,1.0371
2019-06-21,1.0341
2019-06-20,1.0350
2019-06-19,1.0319
2019-06-18,1.0232
2019-06-17,1.0019
2019-06-14,1.0080
2019-06-13,1.0352
2019-06-12,1.0450
2019-06-11,1.0726
2019-06-10,1.1065
2019-06-07,1.0624
2019-06-06,1.0166
2019-06-05,1.0071
2019-06-04,0.9762
2019-06-03,0.9493
2019-05-31,0.9802
2019-05-30,0.9848
2019-05-29,0.9846
2019-05-28,0.9995
2019-05-24,0.9857
2019-05-23,0.9787
2019-05-22,1.0131
2019-05-21,1.0174
2019-05-20,1.0233
2019-05-17,1.0074
2019-05-16,1.0273
2019-05-15,1.0041
2019-05-14,0.9937
2019-05-13,0.9625
2019-05-10,0.9863
2019-05-09,0.9944
2019-05-08,0.9815
2019-05-07,0.9611
2019-05-06,0.9875
2019-05-03,0.9924
2019-05-02,0.9772
2019-05-01,1.0230
2019-04-30,1.0411
2019-04-29,1.0486
2019-04-26,1.0528
2019-04-25,1.0606
2019-04-24,1.0351
2019-04-23,1.0363
2019-04-22,1.0232
2019-04-18,1.0253
2019-04-17,1.0131
2019-04-16,1.0125
2019-04-15,1.0093
2019-04-12,1.0088
2019-04-11,1.0081
2019-04-10,1.0018
2019-04-09,1.0008
2019-04-08,1.0076
2019-04-05,1.0165
2019-04-04,1.0208
2019-04-03,1.0274
2019-04-02,1.0109
2019-04-01,1.0116
2019-03-29,1.0076
2019-03-28,0.9726
