time,SlowD,SlowK
2019-11-18,16.8210,15.6045
2019-11-15,18.7710,15.8797
2019-11-14,20.9226,18.9788
2019-11-13,20.2101,21.4544
2019-11-12,17.4877,22.3346
2019-11-11,17.0001,16.8413
2019-11-08,18.9977,13.2871
2019-11-07,23.8735,20.8719
2019-11-06,26.9974,22.8341
2019-11-05,34.3237,27.9146
2019-11-04,40.8619,30.2434
2019-11-01,48.7470,44.8129
2019-10-31,56.4073,47.5292
2019-10-30,69.0253,53.8990
2019-10-29,79.4462,67.7938
2019-10-28,79.5192,85.3832
2019-10-25,69.6154,85.1616
2019-10-24,59.1452,68.0127
2019-10-23,58.5256,55.6719
2019-10-22,65.7097,53.7511
2019-10-21,77.0890,66.1538
2019-10-18,84.4997,77.2242
2019-10-17,85.5530,87.8889
2019-10-16,79.8421,88.3858
2019-10-15,69.1224,80.3842
2019-10-14,56.9720,70.7563
2019-10-11,46.2258,56.2266
2019-10-10,46.5202,43.9330
2019-10-09,54.4912,38.5177
2019-10-08,60.9375,57.1099
2019-10-07,57.9762,67.8460
2019-10-04,47.9303,57.8565
2019-10-03,40.0994,48.2260
2019-10-02,30.2218,37.7084
2019-10-01,23.9282,34.3639
2019-09-30,18.4322,18.5931
2019-09-27,16.6182,18.8276
2019-09-26,11.6949,17.8759
2019-09-25,12.1180,13.1511
2019-09-24,19.3218,4.0577
2019-09-23,39.6163,19.1453
2019-09-20,59.5632,34.7624
2019-09-19,79.0569,64.9411
2019-09-18,86.3618,78.9862
2019-09-17,89.3334,93.2435
2019-09-16,88.3651,86.8556
2019-09-13,89.6477,87.9010
2019-09-12,85.0176,90.3387
2019-09-11,77.2695,90.7034
2019-09-10,69.2832,74.0107
2019-09-09,67.6023,67.0942
2019-09-06,68.9897,66.7446
2019-09-05,70.6165,68.9682
2019-09-04,73.0033,71.2564
2019-09-03,69.0757,71.6250
2019-08-30,60.0613,76.1286
2019-08-29,43.0782,59.4736
2019-08-28,36.0660,44.5818
2019-08-27,41.0534,25.1792
2019-08-26,59.4934,38.4371
2019-08-23,73.6999,59.5438
2019-08-22,76.2567,80.4992
2019-08-21,67.8101,81.0567
2019-08-20,50.7407,67.2143
2019-08-19,42.3316,55.1594
2019-08-16,42.9653,29.8484
2019-08-15,60.7205,41.9868
2019-08-14,74.5607,57.0605
2019-08-13,79.1020,83.1141
2019-08-12,67.5100,83.5075
2019-08-09,46.7667,70.6844
2019-08-08,26.3478,48.3381
2019-08-07,13.4145,21.2776
2019-08-06,10.5620,9.4278
2019-08-05,14.1264,9.5381
2019-08-02,20.4829,12.7203
2019-08-01,34.3223,20.1209
2019-07-31,53.0778,28.6077
2019-07-30,75.5316,54.2382
2019-07-29,87.5099,76.3874
2019-07-26,89.5633,95.9691
2019-07-25,79.9377,90.1731
2019-07-24,71.0115,82.5477
2019-07-23,57.1556,67.0922
2019-07-22,51.4897,63.3945
2019-07-19,46.9981,40.9801
2019-07-18,53.6942,50.0946
2019-07-17,51.0886,49.9196
2019-07-16,42.7142,61.0685
2019-07-15,28.5742,42.2778
2019-07-12,18.4189,24.7963
2019-07-11,23.0153,18.6485
2019-07-10,38.0664,11.8119
2019-07-09,66.0764,38.5853
2019-07-08,84.5886,63.8020
2019-07-05,92.6301,95.8418
2019-07-03,82.2137,94.1220
2019-07-02,62.6783,87.9265
2019-07-01,41.8003,64.5926
2019-06-28,34.6606,35.5158
2019-06-27,47.6829,25.2924
2019-06-26,69.0512,43.1736
2019-06-25,86.2085,74.5828
2019-06-24,88.4768,89.3970
2019-06-21,77.9199,94.6456
2019-06-20,55.3070,81.3878
2019-06-19,37.8528,57.7263
2019-06-18,34.7748,26.8068
2019-06-17,51.1223,29.0254
2019-06-14,68.0927,48.4923
2019-06-13,80.2117,75.8493
2019-06-12,83.6593,79.9366
2019-06-11,88.1773,84.8493
2019-06-10,91.8218,86.1920
2019-06-07,86.2400,93.4906
2019-06-06,69.2207,95.7827
2019-06-05,41.8808,69.4467
2019-06-04,24.4046,42.4326
2019-06-03,14.0663,13.7631
2019-05-31,12.3340,17.0180
2019-05-30,8.3265,11.4177
2019-05-29,6.4446,8.5662
2019-05-28,8.9869,4.9954
2019-05-24,12.4920,5.7720
2019-05-23,20.5338,16.1934
2019-05-22,25.9677,15.5106
2019-05-21,36.4173,29.8974
2019-05-20,43.0002,32.4951
2019-05-17,48.6791,46.8596
2019-05-16,52.6659,49.6459
2019-05-15,51.7308,49.5318
2019-05-14,46.8008,58.8200
2019-05-13,31.5978,46.8405
2019-05-10,20.2681,34.7418
2019-05-09,15.2157,13.2111
2019-05-08,16.6921,12.8515
2019-05-07,16.6132,19.5844
2019-05-06,12.5633,17.6403
2019-05-03,14.9010,12.6149
2019-05-02,25.0638,7.4346
2019-05-01,41.7868,24.6533
2019-04-30,52.3216,43.1036
2019-04-29,60.1189,57.6035
2019-04-26,62.4113,56.2578
2019-04-25,64.3460,66.4954
2019-04-24,59.6032,64.4808
2019-04-23,58.5939,62.0619
2019-04-22,63.7869,52.2670
2019-04-18,74.7826,61.4528
2019-04-17,84.4079,77.6408
2019-04-16,88.1127,85.2544
2019-04-15,90.4342,90.3284
2019-04-12,90.1657,88.7554
2019-04-11,85.0261,92.2187
2019-04-10,76.8572,89.5230
2019-04-09,68.0026,73.3366
2019-04-08,66.3610,67.7119
2019-04-05,64.1885,62.9592
2019-04-04,60.7281,68.4120
2019-04-03,51.3019,61.1944
2019-04-02,44.3374,52.5780
2019-04-01,44.1541,40.1333
2019-03-29,51.5322,40.3008
2019-03-28,54.3779,52.0283
2019-03-27,52.6462,62.2675
2019-03-26,49.6453,48.8379
2019-03-25,55.3754,46.8334
2019-03-22,61.7291,53.2645
2019-03-21,65.2914,66.0284
2019-03-20,65.3364,65.8945
2019-03-19,67.2605,63.9514
2019-03-18,69.0895,66.1634
2019-03-15,66.2453,71.6668
2019-03-14,55.4979,69.4382
2019-03-13,43.8477,57.6310
2019-03-12,42.5755,39.4244
2019-03-11,45.9602,34.4876
2019-03-08,46.6161,53.8147
2019-03-07,32.7425,49.5785
2019-03-06,18.1278,36.4551
2019-03-05,10.5081,12.1940
2019-03-04,15.6484,5.7342
2019-03-01,23.4336,13.5960
2019-02-28,27.9301,27.6150
2019-02-27,23.7514,29.0897
2019-02-26,24.1289,27.0855
2019-02-25,31.5630,15.0789
2019-02-22,52.3425,30.2221
2019-02-21,69.8377,49.3879
2019-02-20,82.2925,77.4174
2019-02-19,82.4754,82.7078
2019-02-15,74.8779,86.7523
2019-02-14,60.1912,77.9660
2019-02-13,46.9358,59.9155
2019-02-12,48.2242,42.6920
2019-02-11,60.2559,38.2000
2019-02-08,78.1582,63.7806
2019-02-07,85.2098,78.7871
2019-02-06,85.7922,91.9069
2019-02-05,80.0562,84.9354
2019-02-04,77.6226,80.5343
2019-02-01,77.8735,74.6990
2019-01-31,79.7379,77.6345
2019-01-30,82.2310,81.2870
2019-01-29,81.5596,80.2923
2019-01-28,76.1863,85.1136
2019-01-25,68.6301,79.2729
2019-01-24,65.0223,64.1725
2019-01-23,69.4036,62.4448
2019-01-22,74.1304,68.4497
2019-01-18,72.5637,77.3162
2019-01-17,64.1890,76.6252
2019-01-16,50.3262,63.7496
2019-01-15,36.7030,52.1921
2019-01-14,27.5166,35.0368
2019-01-11,27.6039,22.8802
2019-01-10,38.6779,24.6328
2019-01-09,46.5857,35.2988
2019-01-08,52.9637,56.1021
2019-01-07,53.9799,48.3562
2019-01-04,66.3911,54.4327
2019-01-03,76.6968,59.1507
2019-01-02,81.1357,85.5898
2018-12-31,67.8352,85.3499
2018-12-28,46.2987,72.4673
2018-12-27,25.1413,45.6884
2018-12-26,14.7291,20.7402
2018-12-24,15.6214,8.9953
2018-12-21,21.1827,14.4519
2018-12-20,23.7294,23.4171
2018-12-19,22.2777,25.6791
2018-12-18,23.8820,22.0920
2018-12-17,29.4683,19.0619
2018-12-14,34.3542,30.4921
2018-12-13,31.0615,38.8510
2018-12-12,26.5759,33.7196
2018-12-11,26.5869,20.6138
2018-12-10,38.5581,25.3943
2018-12-07,54.0126,33.7527
2018-12-06,72.2858,56.5274
2018-12-04,84.3109,71.7576
2018-12-03,90.8847,88.5724
2018-11-30,87.9163,92.6027
2018-11-29,75.8073,91.4788
2018-11-28,55.9497,79.6675
2018-11-27,35.6194,56.2756
2018-11-26,20.3032,31.9060
2018-11-23,13.4067,18.6768
2018-11-21,13.6908,10.3270
2018-11-20,17.0149,11.2163
2018-11-19,19.1650,19.5292
2018-11-16,15.7666,20.2992
2018-11-15,17.9261,17.6666
2018-11-14,27.9161,9.3340
2018-11-13,49.4423,26.7777
2018-11-12,66.2571,47.6365
2018-11-09,75.6043,73.9127
2018-11-08,74.8107,77.2220
2018-11-07,75.9888,75.6781
2018-11-06,78.9942,71.5320
2018-11-05,83.9258,80.7561
2018-11-02,80.1586,84.6943
2018-11-01,68.3935,86.3269
2018-10-31,53.1118,69.4547
2018-10-30,39.5954,49.3990
2018-10-29,36.8290,40.4816
2018-10-26,36.3498,28.9056
2018-10-25,41.4823,41.1000
2018-10-24,39.3267,39.0440
2018-10-23,42.5948,44.3029
2018-10-22,49.0592,34.6333
2018-10-19,59.0505,48.8482
2018-10-18,57.5253,63.6961
2018-10-17,45.0655,64.6071
2018-10-16,28.7022,44.2725
2018-10-15,15.7596,26.3170
2018-10-12,9.2235,15.5171
2018-10-11,6.4433,5.4447
2018-10-10,7.3471,6.7089
2018-10-09,7.6074,7.1763
2018-10-08,11.4030,8.1561
2018-10-05,20.7588,7.4899
2018-10-04,38.6462,18.5631
2018-10-03,56.4889,36.2234
2018-10-02,69.8870,61.1522
2018-10-01,73.7116,72.0910
2018-09-28,75.4329,76.4176
2018-09-27,78.3244,72.6263
2018-09-26,83.3279,77.2547
2018-09-25,87.3965,85.0921
2018-09-24,87.7155,87.6369
2018-09-21,84.3012,89.4607
2018-09-20,81.1739,86.0489
2018-09-19,75.1889,77.3940
2018-09-18,69.6940,80.0790
2018-09-17,57.2744,68.0938
2018-09-14,44.1402,60.9092
2018-09-13,33.1978,42.8201
2018-09-12,28.4370,28.6912
2018-09-11,28.2566,28.0822
2018-09-10,25.3765,28.5377
2018-09-07,26.9816,28.1498
2018-09-06,36.7169,19.4418
2018-09-05,57.5777,33.3531
2018-09-04,72.5917,57.3558
2018-08-31,81.7906,82.0241
2018-08-30,81.1361,78.3951
2018-08-29,81.0940,84.9527
2018-08-28,78.4271,80.0604
2018-08-27,80.2517,78.2690
2018-08-24,81.9189,76.9520
2018-08-23,76.9890,85.5341
2018-08-22,59.5561,83.2706
2018-08-21,39.7185,62.1623
2018-08-20,23.8368,33.2353
2018-08-17,16.6730,23.7580
2018-08-16,9.2767,14.5173
2018-08-15,7.1223,11.7437
2018-08-14,10.5644,1.5691
2018-08-13,25.0490,8.0542
2018-08-10,44.8070,22.0699
2018-08-09,58.8162,45.0229
2018-08-08,60.1106,67.3283
2018-08-07,45.7251,64.0974
2018-08-06,30.6323,48.9060
2018-08-03,19.5405,24.1721
2018-08-02,22.8579,18.8188
2018-08-01,36.8610,15.6307
2018-07-31,60.8217,34.1242
2018-07-30,78.1043,60.8281
2018-07-27,77.6632,87.5129
2018-07-26,59.8268,85.9720
2018-07-25,37.6618,59.5047
2018-07-24,26.1308,34.0038
2018-07-23,25.6372,19.4769
2018-07-20,28.5020,24.9118
2018-07-19,26.4273,32.5228
2018-07-18,21.6050,28.0715
2018-07-17,21.5113,18.6876
2018-07-16,26.9141,18.0559
2018-07-13,37.1706,27.7904
2018-07-12,51.0113,34.8960
2018-07-11,69.8624,48.8254
2018-07-10,84.4102,69.3125
2018-07-09,90.4956,91.4492
2018-07-06,83.4052,92.4687
2018-07-05,69.2389,87.5688
