time,TRIX
2019-11-15,1.1103
2019-11-14,1.1959
2019-11-13,1.2798
2019-11-12,1.3317
2019-11-11,1.2694
2019-11-08,1.2086
2019-11-07,1.1916
2019-11-06,1.1841
2019-11-05,1.3168
2019-11-04,1.6010
2019-11-01,1.9250
2019-10-31,2.3136
2019-10-30,2.6345
2019-10-29,2.7989
2019-10-28,2.6240
2019-10-25,1.8932
2019-10-24,0.9210
2019-10-23,0.3765
2019-10-22,0.5183
2019-10-21,0.6749
2019-10-18,0.8531
2019-10-17,0.9237
2019-10-16,0.8470
2019-10-15,0.7179
2019-10-14,0.5263
2019-10-11,0.2951
2019-10-10,0.1591
2019-10-09,0.0303
2019-10-08,-0.1052
2019-10-07,-0.1518
2019-10-04,-0.1065
2019-10-03,0.0687
2019-10-02,0.1880
2019-10-01,0.1050
2019-09-30,-0.0360
2019-09-27,-0.1536
2019-09-26,-0.2935
2019-09-25,-0.3414
2019-09-24,-0.0547
2019-09-23,0.3517
2019-09-20,0.5136
2019-09-19,0.6882
2019-09-18,0.7813
2019-09-17,0.9198
2019-09-16,1.0223
2019-09-13,1.0991
2019-09-12,1.0423
2019-09-11,0.8584
2019-09-10,0.5879
2019-09-09,0.4576
2019-09-06,0.3485
2019-09-05,0.2574
2019-09-04,0.1070
2019-09-03,0.0439
2019-08-30,-0.1607
2019-08-29,-0.4111
2019-08-28,-0.5848
2019-08-27,-0.6253
2019-08-26,-0.6000
2019-08-23,-0.5355
2019-08-22,-0.4151
2019-08-21,-0.4698
2019-08-20,-0.5255
2019-08-19,-0.6649
2019-08-16,-0.7571
2019-08-15,-0.6452
2019-08-14,-0.4046
2019-08-13,-0.2393
2019-08-12,-0.3041
2019-08-09,-0.3027
2019-08-08,-0.4320
2019-08-07,-0.6100
2019-08-06,-0.6817
2019-08-05,-0.6655
2019-08-02,-0.5887
2019-08-01,-0.5765
2019-07-31,-0.5544
2019-07-30,-0.6104
2019-07-29,-0.5574
2019-07-26,-0.2275
2019-07-25,0.3641
2019-07-24,0.9174
2019-07-23,0.9181
2019-07-22,0.9807
2019-07-19,1.0794
2019-07-18,1.1078
2019-07-17,1.1456
2019-07-16,1.0819
2019-07-15,0.9548
2019-07-12,0.7406
2019-07-11,0.6185
2019-07-10,0.5595
2019-07-09,0.4925
2019-07-08,0.5513
2019-07-05,0.5541
2019-07-03,0.4499
2019-07-02,0.3033
2019-07-01,0.3064
2019-06-28,0.2653
2019-06-27,0.3000
2019-06-26,0.3832
2019-06-25,0.5607
2019-06-24,0.7437
2019-06-21,0.8802
2019-06-20,1.0585
2019-06-19,1.2275
2019-06-18,1.2100
2019-06-17,1.1455
2019-06-14,1.0419
2019-06-13,1.0784
2019-06-12,1.0707
2019-06-11,0.9991
2019-06-10,0.6178
2019-06-07,0.1721
2019-06-06,-0.2756
2019-06-05,-0.8476
2019-06-04,-1.2862
2019-06-03,-1.6133
2019-05-31,-1.6538
2019-05-30,-1.7913
2019-05-29,-1.9477
2019-05-28,-2.0608
2019-05-24,-2.0652
2019-05-23,-2.0002
2019-05-22,-1.8724
2019-05-21,-1.5916
2019-05-20,-1.3713
2019-05-17,-1.0487
2019-05-16,-0.7813
2019-05-15,-0.7388
2019-05-14,-0.6853
2019-05-13,-0.5436
2019-05-10,-0.2895
2019-05-09,-0.2045
2019-05-08,-0.1658
2019-05-07,-0.2177
2019-05-06,-0.4056
2019-05-03,-0.8005
2019-05-02,-1.1880
2019-05-01,-1.3454
2019-04-30,-1.2874
2019-04-29,-1.1999
2019-04-26,-1.0115
2019-04-25,-0.6500
2019-04-24,-0.4158
2019-04-23,-0.3027
2019-04-22,-0.2344
2019-04-18,-0.1716
2019-04-17,-0.2623
2019-04-16,-0.3317
2019-04-15,-0.3945
2019-04-12,-0.3267
2019-04-11,-0.2416
2019-04-10,-0.1517
2019-04-09,-0.1202
2019-04-08,0.0122
2019-04-05,0.1867
2019-04-04,0.3928
2019-04-03,0.6274
2019-04-02,0.4671
2019-04-01,0.2867
2019-03-29,-0.0101
2019-03-28,-0.2480
2019-03-27,-0.5062
2019-03-26,-0.6978
2019-03-25,-0.7396
2019-03-22,-0.6492
2019-03-21,-0.6077
2019-03-20,-0.6577
2019-03-19,-0.6267
2019-03-18,-0.4495
2019-03-15,-0.2737
2019-03-14,-0.2173
2019-03-13,-0.3853
2019-03-12,-0.5613
2019-03-11,-0.7040
2019-03-08,-0.9195
2019-03-07,-0.9652
2019-03-06,-0.8047
2019-03-05,-0.5172
2019-03-04,-0.1531
2019-03-01,0.1121
2019-02-28,0.1579
2019-02-27,-0.1761
2019-02-26,-0.4420
2019-02-25,-0.4844
2019-02-22,-0.4866
2019-02-21,-0.3746
2019-02-20,-0.1986
2019-02-19,-0.1430
2019-02-15,-0.1078
2019-02-14,-0.0654
2019-02-13,0.0413
2019-02-12,0.0983
2019-02-11,0.1200
2019-02-08,0.1624
2019-02-07,0.2949
2019-02-06,0.3500
2019-02-05,0.1991
2019-02-04,-0.0745
2019-02-01,-0.3261
2019-01-31,-0.6363
2019-01-30,-0.9437
2019-01-29,-1.2668
2019-01-28,-1.4221
2019-01-25,-1.4875
2019-01-24,-1.4105
2019-01-23,-1.0734
2019-01-22,-0.5118
2019-01-18,0.0740
2019-01-17,0.6089
2019-01-16,0.6274
2019-01-15,0.6420
2019-01-14,0.6648
2019-01-11,0.7176
2019-01-10,0.5237
2019-01-09,0.2567
2019-01-08,-0.0369
2019-01-07,-0.3746
2019-01-04,-0.6929
2019-01-03,-0.7394
2019-01-02,-0.5847
2018-12-31,-0.6287
2018-12-28,-0.9953
2018-12-27,-1.3567
2018-12-26,-1.4883
2018-12-24,-1.5569
2018-12-21,-1.1882
2018-12-20,-0.9200
2018-12-19,-0.4859
2018-12-18,-0.1126
2018-12-17,0.2929
2018-12-14,0.5823
2018-12-13,0.6503
2018-12-12,0.5825
2018-12-11,0.5913
2018-12-10,0.5667
2018-12-07,0.5338
2018-12-06,0.5189
2018-12-04,0.3876
2018-12-03,0.2313
2018-11-30,0.0585
2018-11-29,-0.0308
2018-11-28,-0.0443
2018-11-27,-0.1326
2018-11-26,-0.1583
2018-11-23,-0.1110
2018-11-21,0.1975
2018-11-20,0.3737
2018-11-19,0.4187
2018-11-16,0.3650
2018-11-15,0.2975
2018-11-14,0.3222
2018-11-13,0.4600
2018-11-12,0.7377
2018-11-09,1.1069
2018-11-08,1.2622
2018-11-07,1.4189
2018-11-06,1.6422
2018-11-05,1.9561
2018-11-02,2.2258
2018-11-01,2.3640
2018-10-31,2.4359
2018-10-30,2.4600
2018-10-29,2.3430
2018-10-26,1.8687
2018-10-25,1.1967
2018-10-24,0.5915
2018-10-23,0.2040
2018-10-22,-0.2497
2018-10-19,-0.2371
2018-10-18,-0.2523
2018-10-17,-0.4199
2018-10-16,-0.8006
2018-10-15,-1.2534
2018-10-12,-1.4520
2018-10-11,-1.5632
2018-10-10,-1.5035
2018-10-09,-1.3892
2018-10-08,-1.1550
2018-10-05,-0.6201
2018-10-04,-0.1637
2018-10-03,0.0539
2018-10-02,0.0942
2018-10-01,0.0526
2018-09-28,0.0449
2018-09-27,0.5764
2018-09-26,0.5227
2018-09-25,0.4185
2018-09-24,0.3937
2018-09-21,0.3461
2018-09-20,0.2576
2018-09-19,0.1294
2018-09-18,-0.0200
2018-09-17,-0.0627
2018-09-14,-0.3179
2018-09-13,-0.6461
2018-09-12,-0.9601
2018-09-11,-1.2836
2018-09-10,-1.4445
2018-09-07,-1.5474
2018-09-06,-1.3036
2018-09-05,-1.1737
2018-09-04,-0.9682
2018-08-31,-0.8183
2018-08-30,-0.7656
2018-08-29,-0.6848
2018-08-28,-0.6098
2018-08-27,-0.6256
2018-08-24,-0.7425
2018-08-23,-0.8931
2018-08-22,-0.9864
2018-08-21,-1.0191
2018-08-20,-0.8854
2018-08-17,-0.4210
2018-08-16,0.1771
2018-08-15,0.5597
2018-08-14,0.9826
2018-08-13,1.3504
2018-08-10,1.6474
2018-08-09,1.9323
2018-08-08,2.0906
2018-08-07,1.7892
2018-08-06,1.1949
2018-08-03,0.8037
2018-08-02,0.1117
2018-08-01,-0.6023
2018-07-31,-0.7000
2018-07-30,-0.7011
2018-07-27,-0.5720
2018-07-26,-0.5162
2018-07-25,-0.5415
2018-07-24,-0.5057
2018-07-23,-0.2802
2018-07-20,-0.1121
2018-07-19,-0.0900
2018-07-18,-0.1875
2018-07-17,-0.3542
2018-07-16,-0.4918
2018-07-13,-0.5038
2018-07-12,-0.6278
2018-07-11,-0.7461
2018-07-10,-0.9024
2018-07-09,-1.0579
2018-07-06,-1.0611
2018-07-05,-0.8303
2018-07-03,-0.4842
2018-07-02,-0.1264
2018-06-29,-0.0282
2018-06-28,-0.0283
2018-06-27,-0.0779
2018-06-26,-0.0020
2018-06-25,0.2250
2018-06-22,0.6767
2018-06-21,1.1949
2018-06-20,1.5761
2018-06-19,1.7998
2018-06-18,2.0424
2018-06-15,1.9806
2018-06-14,1.9387
2018-06-13,1.7799
2018-06-12,1.6332
2018-06-11,1.3835
2018-06-08,1.1671
2018-06-07,1.0088
2018-06-06,0.7317
2018-06-05,0.3739
2018-06-04,0.3183
2018-06-01,0.1372
2018-05-31,-0.0189
2018-05-30,-0.1519
2018-05-29,-0.4051
2018-05-25,-0.5551
2018-05-24,-0.6299
2018-05-23,-0.6705
2018-05-22,-0.6818
2018-05-21,-0.6140
2018-05-18,-0.5921
2018-05-17,-0.4154
2018-05-16,-0.2630
2018-05-15,-0.0473
2018-05-14,0.2456
2018-05-11,0.4411
2018-05-10,0.4908
2018-05-09,0.4407
2018-05-08,0.3283
2018-05-07,0.2409
2018-05-04,0.1496
2018-05-03,0.1916
2018-05-02,0.2936
2018-05-01,0.1160
2018-04-30,-0.0916
2018-04-27,-0.2557
2018-04-26,-0.4011
2018-04-25,-0.3844
2018-04-24,-0.2552
2018-04-23,-0.1094
2018-04-20,0.0536
2018-04-19,0.1157
2018-04-18,0.0813
2018-04-17,0.1860
2018-04-16,0.3923
2018-04-13,0.5409
2018-04-12,0.5603
2018-04-11,0.5883
2018-04-10,0.4178
2018-04-09,0.1033
2018-04-06,-0.1971
2018-04-05,-0.8254
