time,SlowD,SlowK
2019-11-18,19.8365,15.4321
2019-11-15,25.7975,11.3377
2019-11-14,34.9697,32.7398
2019-11-13,33.0587,33.3150
2019-11-12,31.7645,38.8541
2019-11-11,32.8285,27.0068
2019-11-08,36.1601,29.4327
2019-11-07,41.0807,42.0461
2019-11-06,37.4072,37.0015
2019-11-05,34.4573,44.1946
2019-11-04,29.6048,31.0257
2019-11-01,31.3969,28.1515
2019-10-31,37.3672,29.6370
2019-10-30,42.4990,36.4021
2019-10-29,42.5034,46.0624
2019-10-28,35.2991,45.0323
2019-10-25,28.6479,36.4153
2019-10-24,24.8138,24.4497
2019-10-23,26.5051,25.0788
2019-10-22,23.9227,24.9128
2019-10-21,28.0622,29.5238
2019-10-18,37.2381,17.3315
2019-10-17,58.0541,37.3314
2019-10-16,68.8123,57.0513
2019-10-15,66.2959,79.7794
2019-10-14,51.2446,69.6063
2019-10-11,39.2219,49.5021
2019-10-10,37.5985,34.6255
2019-10-09,40.9186,33.5381
2019-10-08,41.0180,44.6320
2019-10-07,31.0265,44.5858
2019-10-04,17.2724,33.8362
2019-10-03,6.9007,14.6574
2019-10-02,3.8540,3.3235
2019-10-01,6.6057,2.7211
2019-09-30,10.7136,5.5174
2019-09-27,22.4855,11.5786
2019-09-26,38.5349,15.0448
2019-09-25,60.7635,40.8331
2019-09-24,72.0314,59.7269
2019-09-23,76.9442,81.7304
2019-09-20,73.3529,74.6368
2019-09-19,69.5384,74.4654
2019-09-18,60.5875,70.9566
2019-09-17,48.2961,63.1931
2019-09-16,37.1918,47.6127
2019-09-13,28.0103,34.0824
2019-09-12,21.7758,29.8802
2019-09-11,16.0204,20.0682
2019-09-10,19.4737,15.3789
2019-09-09,28.9374,12.6140
2019-09-06,44.7053,30.4284
2019-09-05,55.7080,43.7697
2019-09-04,60.2378,59.9177
2019-09-03,52.7814,63.4364
2019-08-30,39.1039,57.3592
2019-08-29,23.9427,37.5485
2019-08-28,18.8753,22.4039
2019-08-27,26.6724,11.8758
2019-08-26,46.7775,22.3462
2019-08-23,69.0314,45.7952
2019-08-22,81.9798,72.1911
2019-08-21,84.5507,89.1080
2019-08-20,72.7223,84.6404
2019-08-19,61.6533,79.9036
2019-08-16,48.5392,53.6229
2019-08-15,51.6996,51.4335
2019-08-14,57.4547,40.5612
2019-08-13,68.2869,63.1043
2019-08-12,65.4584,68.6985
2019-08-09,52.4050,73.0580
2019-08-08,37.7376,54.6185
2019-08-07,33.9380,29.5385
2019-08-06,45.9023,29.0557
2019-08-05,63.2026,43.2199
2019-08-02,75.9070,65.4315
2019-08-01,76.4290,80.9565
2019-07-31,63.0874,81.3329
2019-07-30,45.0063,66.9975
2019-07-29,30.5666,40.9318
2019-07-26,28.8351,27.0897
2019-07-25,37.3418,23.6781
2019-07-24,50.3469,35.7375
2019-07-23,56.8426,52.6098
2019-07-22,51.4510,62.6934
2019-07-19,38.8099,55.2248
2019-07-18,28.3808,36.4349
2019-07-17,22.5623,24.7700
2019-07-16,19.1239,23.9376
2019-07-15,14.5635,18.9792
2019-07-12,13.3699,14.4548
2019-07-11,19.8744,10.2564
2019-07-10,32.5615,15.3984
2019-07-09,49.1826,33.9683
2019-07-08,60.5613,48.3177
2019-07-05,67.5659,65.2617
2019-07-03,69.1719,68.1044
2019-07-02,63.7360,69.3315
2019-07-01,52.6187,70.0797
2019-06-28,38.1800,51.7968
2019-06-27,33.9047,35.9797
2019-06-26,38.7221,26.7636
2019-06-25,51.2214,38.9708
2019-06-24,62.9312,50.4319
2019-06-21,71.5786,64.2615
2019-06-20,74.7651,74.1001
2019-06-19,75.7965,76.3744
2019-06-18,76.0971,73.8210
2019-06-17,74.7252,77.1940
2019-06-14,70.8547,77.2762
2019-06-13,71.0229,69.7053
2019-06-12,77.5640,65.5827
2019-06-11,87.4717,77.7808
2019-06-10,93.7164,89.3286
2019-06-07,95.9224,95.3058
2019-06-06,92.1686,96.5150
2019-06-05,85.8893,95.9464
2019-06-04,76.4899,84.0444
2019-06-03,70.9462,77.6772
2019-05-31,64.9001,67.7480
2019-05-30,59.3172,67.4134
2019-05-29,53.6732,59.5389
2019-05-28,51.4585,50.9992
2019-05-24,51.6185,50.4815
2019-05-23,45.2533,52.8948
2019-05-22,36.3647,51.4793
2019-05-21,27.4773,31.3859
2019-05-20,26.1891,26.2289
2019-05-17,22.2617,24.8172
2019-05-16,18.3918,27.5211
2019-05-15,13.7640,14.4467
2019-05-14,13.4824,13.2076
2019-05-13,13.4812,13.6379
2019-05-10,14.8322,13.6017
2019-05-09,26.4985,13.2041
2019-05-08,42.5813,17.6907
2019-05-07,63.8733,48.6006
2019-05-06,67.5459,61.4528
2019-05-03,64.0202,81.5666
2019-05-02,52.4991,59.6184
2019-05-01,51.5255,50.8756
2019-04-30,57.2498,47.0034
2019-04-29,67.0315,56.6974
2019-04-26,76.0318,68.0487
2019-04-25,78.3953,76.3483
2019-04-24,73.7901,83.6985
2019-04-23,65.9488,75.1392
2019-04-22,61.1216,62.5327
2019-04-18,58.7758,60.1745
2019-04-17,50.3800,60.6577
2019-04-16,40.5973,55.4953
2019-04-15,30.4414,34.9871
2019-04-12,35.4715,31.3095
2019-04-11,46.9246,25.0275
2019-04-10,66.3489,50.0776
2019-04-09,76.4609,65.6687
2019-04-08,81.7369,83.3003
2019-04-05,82.8796,80.4137
2019-04-04,83.2588,81.4967
2019-04-03,81.8858,86.7283
2019-04-02,70.2739,81.5515
2019-04-01,53.4639,77.3775
2019-03-29,30.8601,51.8927
2019-03-28,15.3954,31.1216
2019-03-27,6.7456,9.5659
2019-03-26,13.0767,5.4986
2019-03-25,26.5972,5.1722
2019-03-22,44.0200,28.5593
2019-03-21,47.7286,46.0601
2019-03-20,47.3236,57.4406
2019-03-19,48.0505,39.6849
2019-03-18,60.1153,44.8452
2019-03-15,68.8324,59.6214
2019-03-14,66.9616,75.8794
2019-03-13,53.5640,70.9964
2019-03-12,36.8014,54.0089
2019-03-11,25.6497,35.6867
2019-03-08,23.1288,20.7086
2019-03-07,31.5742,20.5536
2019-03-06,46.1136,28.1240
2019-03-05,62.1864,46.0448
