timestamp,open,high,low,close
2020-03-13,17.5705,17.6396,17.3804,17.4101
2020-03-12,17.7085,17.8441,17.3164,17.5697
2020-03-11,17.7965,17.8832,17.6046,17.7108
2020-03-10,17.8990,17.9912,17.6636,17.7965
2020-03-09,17.9398,18.0774,17.8447,17.9708
2020-03-08,17.8076,17.9527,17.8076,17.9330
2020-03-07,17.8045,17.8045,17.8045,17.8045
2020-03-06,17.7072,17.8890,17.6154,17.8076
2020-03-05,17.5588,17.7247,17.4812,17.7057
2020-03-04,17.7048,17.7216,17.4489,17.5558
2020-03-03,17.4271,17.7499,17.3630,17.7018
2020-03-02,17.3710,17.5787,17.2150,17.4211
2020-03-01,17.3097,17.3559,17.2483,17.3506
2020-02-28,17.3942,17.5689,17.1672,17.3165
2020-02-27,17.1887,17.5321,17.0750,17.3934
2020-02-26,17.2691,17.3633,17.0958,17.1894
2020-02-25,17.2408,17.3631,17.1888,17.2729
2020-02-24,17.2716,17.3734,17.1674,17.2355
2020-02-23,17.3026,17.3588,17.3026,17.3457
2020-02-21,17.2833,17.4576,17.1857,17.3681
2020-02-20,17.3457,17.3819,17.2204,17.2841
2020-02-19,17.3415,17.3661,17.2570,17.3163
2020-02-18,17.3639,17.4200,17.2337,17.2846
2020-02-17,17.3462,17.4865,17.2995,17.3233
2020-02-16,17.4865,17.5065,17.4279,17.4988
2020-02-15,17.4603,17.4603,17.4603,17.4603
2020-02-14,17.4873,17.5081,17.3628,17.4587
2020-02-13,17.5540,17.5849,17.4289,17.4880
2020-02-12,17.5602,17.6419,17.4841,17.5017
2020-02-11,17.5183,17.6251,17.4662,17.5670
2020-02-10,17.5927,17.6846,17.5007,17.5045
2020-02-09,17.5996,17.6065,17.5789,17.5904
2020-02-08,17.5927,17.5927,17.5927,17.5927
2020-02-07,17.6686,17.6778,17.4635,17.5980
2020-02-06,17.6717,17.6809,17.5950,17.6671
2020-02-05,17.7032,17.7147,17.6134,17.6701
2020-02-04,17.7647,17.7954,17.5633,17.6685
2020-02-03,17.6452,17.8031,17.5971,17.7754
2020-02-02,17.6688,17.6864,17.6414,17.6490
2020-01-31,17.6471,17.7382,17.5336,17.6727
2020-01-30,17.5621,17.6593,17.4840,17.5649
2020-01-29,17.6441,17.6556,17.5185,17.5399
2020-01-28,17.6011,17.6556,17.5537,17.6456
2020-01-27,17.6532,17.7047,17.5728,17.5981
2020-01-26,17.6694,17.7039,17.6011,17.6640
2020-01-24,17.7347,17.7647,17.6287,17.6855
2020-01-23,17.7715,17.8316,17.6594,17.7339
2020-01-22,17.8270,17.8432,17.7099,17.7483
2020-01-21,17.7992,17.8771,17.7376,17.7406
2020-01-20,17.7884,17.8323,17.7276,17.7675
2020-01-19,17.7884,17.8291,17.7869,17.8222
2020-01-17,17.8652,17.8675,17.7754,17.7838
2020-01-16,17.8783,17.9688,17.7964,17.8598
2020-01-15,17.9080,17.9946,17.7951,17.8775
2020-01-14,17.9496,17.9729,17.8470,17.8778
2020-01-13,17.8098,17.9939,17.7982,17.9520
2020-01-12,17.9436,17.9908,17.8021,17.8558
2020-01-10,17.8795,17.9537,17.7530,17.9405
2020-01-09,17.9305,17.9498,17.8139,17.8818
2020-01-08,17.9031,18.0357,17.8362,17.8446
2020-01-07,18.0126,18.1077,17.8839,17.9085
2020-01-06,18.0005,18.0522,17.8561,18.0134
2020-01-05,18.0052,18.0152,17.9890,18.0028
2020-01-03,17.9743,18.0090,17.7818,17.9944
2020-01-02,18.0011,18.1185,17.8392,17.8484
2020-01-01,17.9980,18.1038,17.9772,18.0026
2019-12-31,18.0301,18.2504,17.9787,17.9980
2019-12-30,18.2106,18.2723,17.9696,18.0115
2019-12-29,18.2059,18.2075,18.1911,18.2067
2019-12-27,18.0292,18.2231,17.9366,18.1934
2019-12-26,18.0377,18.1229,18.0075,18.0292
2019-12-25,18.0591,18.1073,18.0434,18.0848
2019-12-24,18.0794,18.1327,17.9965,18.0591
2019-12-23,17.9938,18.1803,17.9713,18.0786
2019-12-22,18.1638,18.1795,18.1552,18.1599
2019-12-21,18.1622,18.1622,18.1622,18.1622
2019-12-20,18.2657,18.2665,17.9783,18.1607
2019-12-19,18.2791,18.3420,18.1202,18.1911
2019-12-18,18.2578,18.4104,18.0566,18.1381
2019-12-17,18.2625,18.3601,18.1808,18.2601
2019-12-16,18.2751,18.3270,18.1519,18.2562
2019-12-15,18.2720,18.2799,18.2696,18.2704
2019-12-14,18.2633,18.2633,18.2633,18.2633
2019-12-13,18.2278,18.3742,18.1146,18.2602
2019-12-12,18.1985,18.3758,18.0958,18.2270
2019-12-11,18.1798,18.2560,18.0998,18.1961
2019-12-10,18.1020,18.1892,18.0511,18.1413
2019-12-09,17.9840,18.1803,17.9778,18.1020
2019-12-08,18.1211,18.1488,18.1125,18.1410
2019-12-06,18.2218,18.2321,17.9630,17.9879
2019-12-05,18.1957,18.2358,18.0245,18.0603
2019-12-04,18.1411,18.2771,18.0837,18.1518
2019-12-03,18.1618,18.2587,18.0297,18.1419
2019-12-02,17.9669,18.2501,17.9443,18.1633
2019-12-01,17.9716,18.1319,17.9661,18.1256
2019-11-29,17.9013,18.1209,17.8966,17.9552
2019-11-28,17.9100,18.0471,17.8404,17.9044
2019-11-27,18.0398,18.1158,17.8211,17.9092
2019-11-26,18.0378,18.1315,17.9283,18.0398
2019-11-25,17.9166,18.1392,17.8956,18.0869
