time,ROCR
2019-11-15,1.0177
2019-11-14,0.9885
2019-11-13,1.0670
2019-11-12,1.0321
2019-11-11,0.9861
2019-11-08,1.0120
2019-11-07,1.0376
2019-11-06,1.0214
2019-11-05,1.0403
2019-11-04,1.0420
2019-11-01,1.0485
2019-10-31,1.0177
2019-10-30,1.0682
2019-10-29,1.0758
2019-10-28,1.0375
2019-10-25,1.0183
2019-10-24,0.9686
2019-10-23,0.9468
2019-10-22,0.9153
2019-10-21,0.9501
2019-10-18,0.9418
2019-10-17,0.9927
2019-10-16,1.0021
2019-10-15,1.0236
2019-10-14,1.0170
2019-10-11,1.0192
2019-10-10,1.0363
2019-10-09,1.0769
2019-10-08,1.0683
2019-10-07,1.0585
2019-10-04,1.0730
2019-10-03,1.0255
2019-10-02,0.9675
2019-10-01,0.9885
2019-09-30,0.9650
2019-09-27,0.9452
2019-09-26,0.9501
2019-09-25,0.9471
2019-09-24,0.9193
2019-09-23,0.9759
2019-09-20,0.9835
2019-09-19,0.9775
2019-09-18,0.9683
2019-09-17,0.9677
2019-09-16,0.9202
2019-09-13,0.9184
2019-09-12,0.9298
2019-09-11,0.9402
2019-09-10,0.9484
2019-09-09,0.9605
2019-09-06,0.9650
2019-09-05,0.9775
2019-09-04,0.9390
2019-09-03,0.9339
2019-08-30,0.9516
2019-08-29,0.9323
2019-08-28,0.9455
2019-08-27,0.9986
2019-08-26,1.0100
2019-08-23,1.0249
2019-08-22,1.0537
2019-08-21,1.0273
2019-08-20,0.9732
2019-08-19,0.9945
2019-08-16,0.9688
2019-08-15,0.9601
2019-08-14,0.9871
2019-08-13,1.0462
2019-08-12,1.0280
2019-08-09,0.9989
2019-08-08,0.9930
2019-08-07,0.9766
2019-08-06,0.9678
2019-08-05,0.9634
2019-08-02,0.9963
2019-08-01,1.0254
2019-07-31,0.9802
2019-07-30,1.0131
2019-07-29,1.0131
2019-07-26,1.0226
2019-07-25,1.0166
2019-07-24,1.0677
2019-07-23,1.0475
2019-07-22,1.0176
2019-07-19,1.0164
2019-07-18,0.9886
2019-07-17,0.9747
2019-07-16,0.9601
2019-07-15,0.9922
2019-07-12,0.9984
2019-07-11,1.0085
2019-07-10,1.0067
2019-07-09,1.0157
2019-07-08,1.0143
2019-07-05,1.0196
2019-07-03,1.0282
2019-07-02,1.0348
2019-07-01,0.9924
2019-06-28,0.9594
2019-06-27,0.9457
2019-06-26,0.9571
2019-06-25,0.9663
2019-06-24,0.9924
2019-06-21,1.0362
2019-06-20,1.0406
2019-06-19,1.0155
2019-06-18,1.0154
2019-06-17,0.9945
2019-06-14,0.9873
2019-06-13,1.0089
2019-06-12,1.0189
2019-06-11,1.0308
2019-06-10,1.0918
2019-06-07,1.0542
2019-06-06,1.0175
2019-06-05,1.0523
2019-06-04,1.0254
2019-06-03,0.9921
2019-05-31,1.0295
2019-05-30,1.0222
2019-05-29,0.9862
2019-05-28,0.9865
2019-05-24,0.9680
2019-05-23,0.9892
2019-05-22,0.9606
2019-05-21,0.9876
2019-05-20,0.9937
2019-05-17,0.9713
2019-05-16,0.9553
2019-05-15,1.0099
2019-05-14,1.0021
2019-05-13,0.9678
2019-05-10,1.0139
2019-05-09,1.0319
2019-05-08,1.0545
2019-05-07,1.0228
2019-05-06,1.0633
2019-05-03,1.0590
2019-05-02,1.0527
2019-05-01,1.0296
2019-04-30,1.0461
2019-04-29,1.0628
2019-04-26,1.0877
2019-04-25,1.0607
2019-04-24,1.0411
2019-04-23,1.0262
2019-04-22,1.0053
2019-04-18,1.0093
2019-04-17,0.9989
2019-04-16,1.0344
2019-04-15,1.0471
2019-04-12,1.0409
2019-04-11,1.0250
2019-04-10,1.0284
2019-04-09,1.0087
2019-04-08,1.0018
2019-04-05,0.9940
2019-04-04,0.9984
2019-04-03,1.0158
2019-04-02,0.9797
2019-04-01,1.0019
2019-03-29,1.0242
2019-03-28,0.9689
2019-03-27,0.9939
2019-03-26,1.1183
2019-03-25,1.1015
2019-03-22,1.1000
2019-03-21,1.1224
2019-03-20,1.0952
2019-03-19,1.0049
2019-03-18,0.9982
2019-03-15,1.0120
2019-03-14,1.0185
2019-03-13,1.0092
2019-03-12,1.0107
2019-03-11,0.9919
2019-03-08,0.9714
2019-03-07,0.9820
2019-03-06,0.9402
2019-03-05,0.9397
2019-03-04,0.9549
2019-03-01,0.9745
2019-02-28,1.0052
2019-02-27,1.0230
2019-02-26,0.9073
2019-02-25,0.9405
2019-02-22,0.9357
2019-02-21,0.9101
2019-02-20,0.9568
2019-02-19,1.1301
2019-02-15,1.0936
2019-02-14,1.1069
2019-02-13,1.0873
2019-02-12,1.0441
2019-02-11,1.0052
2019-02-08,1.0082
2019-02-07,0.9886
2019-02-06,1.0265
2019-02-05,1.0716
2019-02-04,1.0527
2019-02-01,1.0337
2019-01-31,1.0525
2019-01-30,1.0452
2019-01-29,1.0188
2019-01-28,1.0082
2019-01-25,1.0251
2019-01-24,1.0229
2019-01-23,1.0101
2019-01-22,1.0260
2019-01-18,1.0296
2019-01-17,1.0402
2019-01-16,1.0362
2019-01-15,1.0566
2019-01-14,1.0403
2019-01-11,1.1023
2019-01-10,1.1730
2019-01-09,1.0813
2019-01-08,1.0617
2019-01-07,1.0673
2019-01-04,1.0182
2019-01-03,0.9525
2019-01-02,1.0965
