time,PPO
2019-11-15,2.0944
2019-11-14,2.0804
2019-11-13,2.0450
2019-11-12,2.1841
2019-11-11,2.0868
2019-11-08,1.9445
2019-11-07,1.6973
2019-11-06,1.4963
2019-11-05,1.3559
2019-11-04,1.0867
2019-11-01,0.9863
2019-10-31,0.9048
2019-10-30,0.9088
2019-10-29,0.8072
2019-10-28,0.7210
2019-10-25,0.5475
2019-10-24,0.3881
2019-10-23,0.1706
2019-10-22,0.1592
2019-10-21,0.2657
2019-10-18,0.1671
2019-10-17,-0.0022
2019-10-16,-0.0609
2019-10-15,-0.0236
2019-10-14,-0.1427
2019-10-11,-0.1308
2019-10-10,-0.1604
2019-10-09,-0.2235
2019-10-08,-0.1077
2019-10-07,0.0592
2019-10-04,0.2700
2019-10-03,0.3659
2019-10-02,0.4482
2019-10-01,0.5273
2019-09-30,0.6459
2019-09-27,0.5896
2019-09-26,0.4623
2019-09-25,0.3167
2019-09-24,0.2318
2019-09-23,0.3712
2019-09-20,0.5800
2019-09-19,0.6241
2019-09-18,0.3878
2019-09-17,0.4246
2019-09-16,0.4600
2019-09-13,0.3410
2019-09-12,0.3023
2019-09-11,0.2560
2019-09-10,0.1998
2019-09-09,0.2804
2019-09-06,0.3426
2019-09-05,0.3103
2019-09-04,0.2017
2019-09-03,0.0144
2019-08-30,-0.2782
2019-08-29,-0.5795
2019-08-28,-0.6228
2019-08-27,-0.7127
2019-08-26,-0.6680
2019-08-23,-0.4919
2019-08-22,-0.4617
2019-08-21,-0.6070
2019-08-20,-0.9585
2019-08-19,-1.0258
2019-08-16,-1.0606
2019-08-15,-1.1149
2019-08-14,-0.8265
2019-08-13,-0.4687
2019-08-12,-0.2574
2019-08-09,-0.0266
2019-08-08,0.1624
2019-08-07,0.2513
2019-08-06,0.4307
2019-08-05,0.5680
2019-08-02,0.7682
2019-08-01,0.8137
2019-07-31,0.8849
2019-07-30,1.0017
2019-07-29,1.0093
2019-07-26,0.9651
2019-07-25,0.9130
2019-07-24,0.8285
2019-07-23,0.8225
2019-07-22,0.8808
2019-07-19,0.9957
2019-07-18,1.1399
2019-07-17,1.2184
2019-07-16,1.1818
2019-07-15,1.1647
2019-07-12,1.1772
2019-07-11,1.2165
2019-07-10,1.6214
2019-07-09,2.0952
2019-07-08,2.5045
2019-07-05,2.7595
2019-07-03,3.0030
2019-07-02,3.0513
2019-07-01,3.1015
2019-06-28,3.1756
2019-06-27,3.2092
2019-06-26,3.2992
2019-06-25,3.4500
2019-06-24,3.4840
2019-06-21,3.1141
2019-06-20,2.7302
2019-06-19,2.2106
2019-06-18,1.5565
2019-06-17,1.0520
2019-06-14,0.8100
2019-06-13,0.5289
2019-06-12,0.3312
2019-06-11,0.0873
2019-06-10,-0.2056
2019-06-07,-0.3369
2019-06-06,-0.5274
2019-06-05,-0.7174
2019-06-04,-0.6888
2019-06-03,-0.5119
2019-05-31,-0.3868
2019-05-30,-0.3580
2019-05-29,-0.5055
2019-05-28,-0.3261
2019-05-24,-0.2851
2019-05-23,-0.1977
2019-05-22,-0.0769
2019-05-21,0.1565
2019-05-20,0.4709
2019-05-17,0.6513
2019-05-16,0.8820
2019-05-15,1.2928
2019-05-14,1.7334
2019-05-13,2.2306
2019-05-10,2.7451
2019-05-09,2.8307
2019-05-08,3.0280
2019-05-07,3.1181
2019-05-06,3.2165
2019-05-03,3.1464
2019-05-02,2.9861
2019-05-01,2.9032
2019-04-30,2.7611
2019-04-29,2.4970
2019-04-26,2.1480
2019-04-25,1.8173
2019-04-24,1.5522
2019-04-23,1.4385
2019-04-22,1.3255
2019-04-18,1.3604
2019-04-17,1.3582
2019-04-16,1.4331
2019-04-15,1.4957
2019-04-12,1.5537
2019-04-11,1.6084
2019-04-10,1.7228
2019-04-09,1.8269
2019-04-08,1.9035
2019-04-05,2.1745
2019-04-04,2.2707
2019-04-03,2.3923
2019-04-02,2.4790
2019-04-01,2.5018
2019-03-29,2.4566
2019-03-28,2.4999
2019-03-27,2.5963
2019-03-26,2.6060
2019-03-25,2.3989
2019-03-22,2.2373
2019-03-21,2.2026
2019-03-20,2.0361
2019-03-19,2.0749
2019-03-18,2.1143
2019-03-15,2.1337
2019-03-14,2.2032
2019-03-13,2.2979
2019-03-12,2.3914
2019-03-11,2.5805
2019-03-08,2.6232
2019-03-07,2.5154
2019-03-06,2.6159
2019-03-05,2.5872
2019-03-04,2.3819
2019-03-01,2.1814
2019-02-28,1.9565
2019-02-27,1.6613
2019-02-26,1.3177
2019-02-25,0.9916
2019-02-22,0.7829
2019-02-21,0.7061
2019-02-20,0.6865
2019-02-19,0.5014
2019-02-15,0.3735
2019-02-14,0.3727
2019-02-13,0.2095
2019-02-12,0.2465
2019-02-11,0.4512
2019-02-08,0.8170
2019-02-07,1.0690
2019-02-06,1.2398
2019-02-05,1.5855
2019-02-04,1.7245
2019-02-01,1.8912
2019-01-31,2.3995
2019-01-30,2.4440
2019-01-29,2.3405
2019-01-28,2.3652
2019-01-25,2.3421
2019-01-24,2.1515
2019-01-23,1.8219
2019-01-22,1.3298
2019-01-18,0.5303
2019-01-17,-0.0364
2019-01-16,-0.4595
2019-01-15,-0.8426
2019-01-14,-1.3067
2019-01-11,-1.6645
2019-01-10,-2.6998
2019-01-09,-3.3924
2019-01-08,-3.8242
2019-01-07,-4.0476
2019-01-04,-4.0746
2019-01-03,-4.1580
2019-01-02,-3.6728
2018-12-31,-3.0831
2018-12-28,-2.4932
2018-12-27,-1.9953
2018-12-26,-1.7434
2018-12-24,-1.6480
2018-12-21,-0.8533
2018-12-20,-0.3608
2018-12-19,0.2720
2018-12-18,0.6205
2018-12-17,0.8228
2018-12-14,1.1329
2018-12-13,1.1577
2018-12-12,0.9973
2018-12-11,0.6373
2018-12-10,0.3087
2018-12-07,-0.1192
2018-12-06,-0.0957
2018-12-04,0.0257
2018-12-03,-0.0147
2018-11-30,-0.4329
2018-11-29,-0.4338
2018-11-28,-0.6182
2018-11-27,-0.6860
2018-11-26,-0.3801
2018-11-23,-0.0243
2018-11-21,0.0633
2018-11-20,0.1221
2018-11-19,0.2560
2018-11-16,0.1794
2018-11-15,0.1500
2018-11-14,-0.0849
2018-11-13,-0.4312
2018-11-12,-0.5682
2018-11-09,-0.6440
2018-11-08,-1.3152
2018-11-07,-1.7153
2018-11-06,-2.0052
2018-11-05,-2.2063
2018-11-02,-2.3671
2018-11-01,-2.3037
2018-10-31,-2.1940
2018-10-30,-2.3953
2018-10-29,-2.3265
2018-10-26,-2.5243
2018-10-25,-2.8073
2018-10-24,-2.6249
2018-10-23,-2.3537
2018-10-22,-2.1891
2018-10-19,-2.0796
2018-10-18,-1.7387
2018-10-17,-1.3532
2018-10-16,-1.0076
2018-10-15,-0.7025
2018-10-12,-0.2178
2018-10-11,0.1380
2018-10-10,0.6831
2018-10-09,1.1222
2018-10-08,1.2678
2018-10-05,1.4311
2018-10-04,1.4031
2018-10-03,1.5219
2018-10-02,1.4907
2018-10-01,1.5935
2018-09-28,1.6736
2018-09-27,1.7312
2018-09-26,1.7904
2018-09-25,1.6956
2018-09-24,1.4684
2018-09-21,1.2691
2018-09-20,1.0658
2018-09-19,1.0666
2018-09-18,1.2380
2018-09-17,1.2918
2018-09-14,1.3705
2018-09-13,1.2719
2018-09-12,1.1630
2018-09-11,1.0378
2018-09-10,0.8705
2018-09-07,0.7574
2018-09-06,0.6553
2018-09-05,0.6067
2018-09-04,0.6480
2018-08-31,0.4791
2018-08-30,0.2165
2018-08-29,0.0724
2018-08-28,-0.0661
2018-08-27,-0.0818
2018-08-24,0.0422
2018-08-23,0.2694
2018-08-22,0.4590
2018-08-21,0.5818
2018-08-20,0.7799
2018-08-17,0.8860
2018-08-16,0.9077
2018-08-15,0.9913
2018-08-14,1.0141
2018-08-13,1.1481
2018-08-10,1.5164
2018-08-09,2.0005
2018-08-08,2.2365
2018-08-07,2.4703
2018-08-06,2.6489
2018-08-03,2.7104
2018-08-02,2.8751
2018-08-01,3.0688
2018-07-31,3.2608
2018-07-30,3.4264
2018-07-27,3.4943
2018-07-26,3.2573
2018-07-25,2.9870
2018-07-24,2.6409
2018-07-23,2.4009
2018-07-20,1.9813
2018-07-19,1.5975
2018-07-18,1.3555
2018-07-17,0.9758
2018-07-16,0.5377
2018-07-13,0.0829
2018-07-12,-0.3304
2018-07-11,-0.7347
2018-07-10,-0.8530
2018-07-09,-0.8838
2018-07-06,-0.7678
2018-07-05,-0.7087
2018-07-03,-0.5506
2018-07-02,-0.4345
2018-06-29,-0.2521
2018-06-28,-0.0677
2018-06-27,0.1987
2018-06-26,0.4886
2018-06-25,0.8061
2018-06-22,1.0995
2018-06-21,1.4002
2018-06-20,1.6374
2018-06-19,1.7715
2018-06-18,1.8901
2018-06-15,1.8370
2018-06-14,1.8638
2018-06-13,1.7988
2018-06-12,1.7722
2018-06-11,1.7628
2018-06-08,1.8382
2018-06-07,1.8115
2018-06-06,1.7674
2018-06-05,1.6034
2018-06-04,1.3440
2018-06-01,1.2533
2018-05-31,1.2959
2018-05-30,1.4572
2018-05-29,1.4950
2018-05-25,1.6086
2018-05-24,1.5769
2018-05-23,1.4359
2018-05-22,1.3291
2018-05-21,1.2609
2018-05-18,1.1372
2018-05-17,1.0015
2018-05-16,1.0745
2018-05-15,0.9309
2018-05-14,1.0673
2018-05-11,1.0557
2018-05-10,0.7986
2018-05-09,0.6043
2018-05-08,0.7612
2018-05-07,0.9912
2018-05-04,1.1874
2018-05-03,1.5431
2018-05-02,1.9158
2018-05-01,1.9636
2018-04-30,2.1219
2018-04-27,2.2857
2018-04-26,2.0707
2018-04-25,1.9942
2018-04-24,1.8306
2018-04-23,1.5072
2018-04-20,1.2887
2018-04-19,1.0962
2018-04-18,0.5897
2018-04-17,-0.1395
2018-04-16,-0.5925
2018-04-13,-1.0349
2018-04-12,-1.3930
2018-04-11,-1.3642
2018-04-10,-1.8595
2018-04-09,-2.1452
2018-04-06,-2.0757
2018-04-05,-1.9587
2018-04-04,-1.9869
2018-04-03,-1.9086
2018-04-02,-1.6844
2018-03-29,-1.3376
2018-03-28,-1.0655
2018-03-27,-0.5417
2018-03-26,-0.0140
2018-03-23,0.0902
2018-03-22,0.5366
2018-03-21,0.8498
2018-03-20,1.0928
