time,ROCR
2019-11-15,1.0495
2019-11-14,1.0934
2019-11-13,1.0654
2019-11-12,1.0340
2019-11-11,0.9851
2019-11-08,0.9396
2019-11-07,0.9113
2019-11-06,0.9245
2019-11-05,0.9455
2019-11-04,0.9476
2019-11-01,0.9978
2019-10-31,0.9698
2019-10-30,1.0740
2019-10-29,1.0428
2019-10-28,1.0163
2019-10-25,1.0099
2019-10-24,0.9759
2019-10-23,0.9181
2019-10-22,0.8660
2019-10-21,0.9286
2019-10-18,0.9547
2019-10-17,1.0212
2019-10-16,1.0312
2019-10-15,1.1126
2019-10-14,1.0551
2019-10-11,1.0063
2019-10-10,0.9966
2019-10-09,1.0112
2019-10-08,0.9931
2019-10-07,1.0470
2019-10-04,1.0704
2019-10-03,1.0397
2019-10-02,0.9865
2019-10-01,1.0601
2019-09-30,0.9949
2019-09-27,0.9588
2019-09-26,0.9635
2019-09-25,0.9655
2019-09-24,0.8986
2019-09-23,0.9270
2019-09-20,0.9424
2019-09-19,0.9113
2019-09-18,0.9377
2019-09-17,0.9750
2019-09-16,0.9422
2019-09-13,0.8893
2019-09-12,0.9081
2019-09-11,0.8991
2019-09-10,0.8784
2019-09-09,0.9307
2019-09-06,0.9712
2019-09-05,0.9947
2019-09-04,0.9496
2019-09-03,0.9696
2019-08-30,1.0069
2019-08-29,1.0082
2019-08-28,1.0127
2019-08-27,1.0854
2019-08-26,1.0943
2019-08-23,1.0669
2019-08-22,1.1067
2019-08-21,1.1050
2019-08-20,1.0155
2019-08-19,0.9866
2019-08-16,0.9697
2019-08-15,0.9812
2019-08-14,1.0337
2019-08-13,1.1099
2019-08-12,1.1411
2019-08-09,1.1137
2019-08-08,1.0481
2019-08-07,1.0737
2019-08-06,1.0584
2019-08-05,1.0053
2019-08-02,0.9871
2019-08-01,1.0241
2019-07-31,0.9645
2019-07-30,0.9518
2019-07-29,0.9537
2019-07-26,1.0198
2019-07-25,1.0066
2019-07-24,1.0131
2019-07-23,1.0404
2019-07-22,1.0346
2019-07-19,1.0644
2019-07-18,1.0513
2019-07-17,1.0198
2019-07-16,0.9857
2019-07-15,1.0094
2019-07-12,0.9882
2019-07-11,1.0053
2019-07-10,1.0226
2019-07-09,1.0568
2019-07-08,1.0695
2019-07-05,1.0424
2019-07-03,1.0841
2019-07-02,1.0983
2019-07-01,0.9771
2019-06-28,0.9183
2019-06-27,0.9175
2019-06-26,0.8838
2019-06-25,0.9337
2019-06-24,1.0196
2019-06-21,1.0713
2019-06-20,1.0685
2019-06-19,1.0544
2019-06-18,0.9918
2019-06-17,0.9971
2019-06-14,1.0002
2019-06-13,1.0334
2019-06-12,1.0602
2019-06-11,1.1194
2019-06-10,1.1575
2019-06-07,1.1097
2019-06-06,1.0722
2019-06-05,1.0728
2019-06-04,0.9702
2019-06-03,0.9607
2019-05-31,1.0121
2019-05-30,0.9930
2019-05-29,0.9995
2019-05-28,1.0570
2019-05-24,1.0086
2019-05-23,0.9770
2019-05-22,1.0562
2019-05-21,1.0777
2019-05-20,1.0654
2019-05-17,1.0567
2019-05-16,1.0667
2019-05-15,1.0101
2019-05-14,0.9786
2019-05-13,0.9445
2019-05-10,0.9803
2019-05-09,1.0199
2019-05-08,1.0667
2019-05-07,1.0623
2019-05-06,1.1760
2019-05-03,1.1878
2019-05-02,1.1670
2019-05-01,1.1153
2019-04-30,1.0899
2019-04-29,1.0067
2019-04-26,1.0071
2019-04-25,1.0088
2019-04-24,1.0205
2019-04-23,1.0248
2019-04-22,1.0440
2019-04-18,1.0461
2019-04-17,1.0511
2019-04-16,1.0561
2019-04-15,1.0888
2019-04-12,1.0924
2019-04-11,1.0834
2019-04-10,1.0067
2019-04-09,1.0124
2019-04-08,0.9719
2019-04-05,0.9517
2019-04-04,0.9572
2019-04-03,1.0252
2019-04-02,0.9858
2019-04-01,1.0228
2019-03-29,1.0396
2019-03-28,0.9924
2019-03-27,0.9937
2019-03-26,1.0113
2019-03-25,0.9790
2019-03-22,0.9649
2019-03-21,0.9845
2019-03-20,0.9797
2019-03-19,0.9981
2019-03-18,1.0268
2019-03-15,1.0855
2019-03-14,1.1139
2019-03-13,1.0968
2019-03-12,1.0798
2019-03-11,1.0747
2019-03-08,0.9908
2019-03-07,0.9883
2019-03-06,0.9903
2019-03-05,1.0133
2019-03-04,0.9945
2019-03-01,1.0430
2019-02-28,1.0598
2019-02-27,1.0557
2019-02-26,1.0206
2019-02-25,1.0522
2019-02-22,1.0403
2019-02-21,1.0375
2019-02-20,1.0208
2019-02-19,1.0469
2019-02-15,1.0127
2019-02-14,1.0275
2019-02-13,0.9909
2019-02-12,1.0114
2019-02-11,0.9978
2019-02-08,1.0314
2019-02-07,1.0198
2019-02-06,1.0688
2019-02-05,1.1048
2019-02-04,1.0885
2019-02-01,1.0477
2019-01-31,1.0635
2019-01-30,1.0372
2019-01-29,1.0053
2019-01-28,1.0064
2019-01-25,1.0325
2019-01-24,1.0010
2019-01-23,1.0149
2019-01-22,1.0482
2019-01-18,1.0602
2019-01-17,1.0635
2019-01-16,1.0648
2019-01-15,1.0609
2019-01-14,1.0326
2019-01-11,1.0824
2019-01-10,1.1424
2019-01-09,1.0801
2019-01-08,1.0505
2019-01-07,1.0819
2019-01-04,1.0427
2019-01-03,0.9968
2019-01-02,1.1553
2018-12-31,1.1310
2018-12-28,1.0450
2018-12-27,0.9941
2018-12-26,0.9689
2018-12-24,0.9186
2018-12-21,0.8733
2018-12-20,0.7929
2018-12-19,0.8320
2018-12-18,0.8689
2018-12-17,0.8558
2018-12-14,0.9543
2018-12-13,1.0265
2018-12-12,1.0658
2018-12-11,0.9890
2018-12-10,0.9924
2018-12-07,0.9855
2018-12-06,1.0463
2018-12-04,1.0397
2018-12-03,1.0827
2018-11-30,1.1324
2018-11-29,1.1239
2018-11-28,1.1162
2018-11-27,1.0801
2018-11-26,0.9564
2018-11-23,0.8982
2018-11-21,0.9289
2018-11-20,0.9681
2018-11-19,0.9868
2018-11-16,1.0718
2018-11-15,1.0037
2018-11-14,0.9634
2018-11-13,0.9847
2018-11-12,0.9611
2018-11-09,0.9681
2018-11-08,1.0360
2018-11-07,1.0727
2018-11-06,1.0913
2018-11-05,1.0975
2018-11-02,1.0948
2018-11-01,1.0537
2018-10-31,1.1299
2018-10-30,0.9771
2018-10-29,0.9563
2018-10-26,1.0463
2018-10-25,1.0164
2018-10-24,0.8901
2018-10-23,0.9063
2018-10-22,0.9902
2018-10-19,0.9399
2018-10-18,1.0498
2018-10-17,1.0559
2018-10-16,1.0400
2018-10-15,0.9659
2018-10-12,0.9286
2018-10-11,0.8622
2018-10-10,0.8121
2018-10-09,0.8954
2018-10-08,0.8597
2018-10-05,0.8853
2018-10-04,0.9055
2018-10-03,0.9889
2018-10-02,0.9720
2018-10-01,1.0076
2018-09-28,1.0182
2018-09-27,0.9837
2018-09-26,0.9842
2018-09-25,0.9928
2018-09-24,1.0557
2018-09-21,1.0436
2018-09-20,1.0750
2018-09-19,1.0749
2018-09-18,1.0983
2018-09-17,1.0809
2018-09-14,1.1005
2018-09-13,1.1593
2018-09-12,1.0940
2018-09-11,1.0097
2018-09-10,0.9757
2018-09-07,0.9712
2018-09-06,0.9241
2018-09-05,0.9653
2018-09-04,1.0160
2018-08-31,1.0362
2018-08-30,1.0532
2018-08-29,1.0546
2018-08-28,1.0866
2018-08-27,1.0594
2018-08-24,1.0247
2018-08-23,0.9880
2018-08-22,0.9907
2018-08-21,0.9242
2018-08-20,0.9517
2018-08-17,0.9194
2018-08-16,0.9503
2018-08-15,0.9735
2018-08-14,1.0191
2018-08-13,1.0058
2018-08-10,1.0518
2018-08-09,1.0175
2018-08-08,1.0465
2018-08-07,1.0251
2018-08-06,0.9592
2018-08-03,0.8859
2018-08-02,0.8451
2018-08-01,0.7847
2018-07-31,0.8210
2018-07-30,0.8547
2018-07-27,0.9325
2018-07-26,0.9915
2018-07-25,1.0194
2018-07-24,0.9961
2018-07-23,1.0478
2018-07-20,1.0335
2018-07-19,1.0254
2018-07-18,1.0590
2018-07-17,1.0630
2018-07-16,1.0435
