time,PPO
2019-11-15,-20.0357
2019-11-14,-22.0148
2019-11-13,-23.9096
2019-11-12,-21.0267
2019-11-11,-18.3543
2019-11-08,-16.3007
2019-11-07,-14.0723
2019-11-06,-11.7012
2019-11-05,-9.8329
2019-11-04,-7.9695
2019-11-01,-5.8211
2019-10-31,-3.8940
2019-10-30,-2.0210
2019-10-29,-0.4621
2019-10-28,1.1886
2019-10-25,0.3761
2019-10-24,-0.6516
2019-10-23,-1.7602
2019-10-22,-2.5044
2019-10-21,-3.1115
2019-10-18,-4.0497
2019-10-17,-5.1464
2019-10-16,-5.8560
2019-10-15,-6.3129
2019-10-14,-6.7538
2019-10-11,-6.9037
2019-10-10,-7.0476
2019-10-09,-6.9502
2019-10-08,-6.5991
2019-10-07,-5.9791
2019-10-04,-5.4322
2019-10-03,-4.4711
2019-10-02,-3.1717
2019-10-01,-1.7348
2019-09-30,-0.4452
2019-09-27,0.7618
2019-09-26,1.8575
2019-09-25,2.6389
2019-09-24,3.2177
2019-09-23,3.5275
2019-09-20,3.8892
2019-09-19,3.6691
2019-09-18,2.8339
2019-09-17,2.1076
2019-09-16,1.2181
2019-09-13,-0.1356
2019-09-12,-1.6671
2019-09-11,-2.9851
2019-09-10,-4.3078
2019-09-09,-5.0856
2019-09-06,-5.4297
2019-09-05,-5.6859
2019-09-04,-6.1687
2019-09-03,-7.1964
2019-08-30,-7.9534
2019-08-29,-8.4955
2019-08-28,-8.4435
2019-08-27,-8.2406
2019-08-26,-7.9389
2019-08-23,-7.4697
2019-08-22,-6.9404
2019-08-21,-6.5903
2019-08-20,-6.4082
2019-08-19,-6.2087
2019-08-16,-6.3042
2019-08-15,-6.1149
2019-08-14,-5.7239
2019-08-13,-4.3757
2019-08-12,-3.8478
2019-08-09,-3.6312
2019-08-08,-3.3249
2019-08-07,-3.2490
2019-08-06,-3.1051
2019-08-05,-2.8886
2019-08-02,-2.5899
2019-08-01,-2.3869
2019-07-31,-1.9166
2019-07-30,-1.1679
2019-07-29,-0.5755
2019-07-26,-0.8043
2019-07-25,-0.3795
2019-07-24,0.1850
2019-07-23,0.5032
2019-07-22,1.1914
2019-07-19,1.5857
2019-07-18,1.9296
2019-07-17,2.3691
2019-07-16,3.2701
2019-07-15,3.9291
2019-07-12,4.6980
2019-07-11,5.4931
2019-07-10,5.8001
2019-07-09,5.9170
2019-07-08,5.9608
2019-07-05,6.1539
2019-07-03,6.1866
2019-07-02,6.3277
2019-07-01,6.2300
2019-06-28,6.4095
2019-06-27,5.9975
2019-06-26,5.8235
2019-06-25,5.1542
2019-06-24,4.6832
2019-06-21,4.1192
2019-06-20,3.3772
2019-06-19,3.0582
2019-06-18,2.5466
2019-06-17,2.0449
2019-06-14,1.2162
2019-06-13,0.5407
2019-06-12,-0.3599
2019-06-11,-0.9477
2019-06-10,-1.5040
2019-06-07,-1.2697
2019-06-06,-1.4537
2019-06-05,-1.6651
2019-06-04,-1.8858
2019-06-03,-2.2512
2019-05-31,-2.5547
2019-05-30,-3.1118
2019-05-29,-3.5806
2019-05-28,-3.3631
2019-05-24,-2.8477
2019-05-23,-2.5493
2019-05-22,-2.1043
2019-05-21,-1.5998
2019-05-20,-0.9775
2019-05-17,-0.6014
2019-05-16,0.1147
2019-05-15,0.1817
2019-05-14,-0.0251
2019-05-13,0.0059
2019-05-10,0.4948
2019-05-09,0.5732
2019-05-08,0.3975
2019-05-07,-0.0105
2019-05-06,-0.6858
2019-05-03,-1.0824
2019-05-02,-1.3856
2019-05-01,-1.7369
2019-04-30,-2.2749
2019-04-29,-2.0553
2019-04-26,-1.7182
2019-04-25,-1.4101
2019-04-24,-1.2219
2019-04-23,-1.4176
2019-04-22,-1.5243
2019-04-18,-1.3627
2019-04-17,-1.2453
2019-04-16,-1.3626
2019-04-15,-1.5289
2019-04-12,-1.7681
2019-04-11,-2.1228
2019-04-10,-2.7423
2019-04-09,-3.4963
2019-04-08,-4.0856
2019-04-05,-4.8839
2019-04-04,-5.6703
2019-04-03,-6.1769
2019-04-02,-5.9474
2019-04-01,-5.9933
2019-03-29,-6.0768
2019-03-28,-5.8111
2019-03-27,-5.2918
2019-03-26,-5.0079
2019-03-25,-5.0997
2019-03-22,-5.1545
2019-03-21,-4.8855
2019-03-20,-4.3182
2019-03-19,-3.7816
2019-03-18,-3.1984
2019-03-15,-2.9679
2019-03-14,-2.7284
2019-03-13,-2.3246
2019-03-12,-2.0020
2019-03-11,-1.9015
2019-03-08,-1.7652
2019-03-07,-1.2168
2019-03-06,-0.3617
2019-03-05,0.1206
2019-03-04,0.3717
2019-03-01,0.6892
2019-02-28,0.7437
2019-02-27,0.7193
2019-02-26,1.2310
2019-02-25,1.4591
2019-02-22,1.8753
2019-02-21,2.0307
2019-02-20,2.3075
2019-02-19,2.3005
2019-02-15,2.0994
2019-02-14,1.8975
2019-02-13,1.3964
2019-02-12,1.4667
2019-02-11,1.7776
2019-02-08,2.0237
2019-02-07,1.3239
2019-02-06,0.7774
2019-02-05,0.8542
2019-02-04,1.0612
2019-02-01,1.1445
2019-01-31,1.3803
2019-01-30,1.6998
2019-01-29,1.9935
2019-01-28,2.6453
2019-01-25,2.8409
2019-01-24,3.1300
2019-01-23,3.3137
2019-01-22,3.1918
2019-01-18,2.4852
2019-01-17,1.8877
2019-01-16,1.5186
2019-01-15,1.3615
2019-01-14,0.9715
2019-01-11,0.3815
2019-01-10,-0.9896
2019-01-09,-2.1801
2019-01-08,-3.1682
2019-01-07,-4.0285
2019-01-04,-4.3059
2019-01-03,-4.5554
2019-01-02,-4.0677
2018-12-31,-3.7694
2018-12-28,-3.3607
2018-12-27,-3.0428
2018-12-26,-3.0340
2018-12-24,-3.4400
2018-12-21,-2.9527
2018-12-20,-2.8483
2018-12-19,-2.3193
2018-12-18,-2.4984
2018-12-17,-2.8184
2018-12-14,-3.2226
2018-12-13,-3.9990
2018-12-12,-4.4074
2018-12-11,-5.2524
2018-12-10,-6.0724
2018-12-07,-6.8033
2018-12-06,-6.9724
2018-12-04,-6.5075
2018-12-03,-5.6724
2018-11-30,-5.7544
2018-11-29,-6.2602
2018-11-28,-7.1992
2018-11-27,-7.8270
2018-11-26,-7.8777
2018-11-23,-8.0990
2018-11-21,-8.5807
2018-11-20,-8.9400
2018-11-19,-8.7838
2018-11-16,-8.8677
2018-11-15,-9.3687
2018-11-14,-10.4230
2018-11-13,-12.0571
2018-11-12,-13.2459
2018-11-09,-13.7778
2018-11-08,-13.4598
2018-11-07,-12.9849
2018-11-06,-12.5778
2018-11-05,-12.2173
2018-11-02,-11.7635
2018-11-01,-11.2478
2018-10-31,-10.6290
2018-10-30,-10.4546
2018-10-29,-9.8744
2018-10-26,-9.2982
2018-10-25,-8.6842
2018-10-24,-7.6953
2018-10-23,-7.5262
2018-10-22,-7.2922
2018-10-19,-7.2151
2018-10-18,-6.7350
2018-10-17,-6.1858
2018-10-16,-5.8455
2018-10-15,-5.3038
2018-10-12,-4.4693
2018-10-11,-3.7032
2018-10-10,-2.8743
2018-10-09,-2.5573
2018-10-08,-2.5419
2018-10-05,-2.3413
2018-10-04,-2.2943
2018-10-03,-1.7843
2018-10-02,-1.6094
2018-10-01,-1.1074
2018-09-28,-0.6721
2018-09-27,-0.3465
2018-09-26,0.2491
2018-09-25,0.5719
2018-09-24,1.0899
2018-09-21,1.4408
2018-09-20,1.7884
2018-09-19,2.4284
2018-09-18,3.0725
2018-09-17,3.3918
2018-09-14,3.8414
2018-09-13,4.0305
2018-09-12,4.1977
2018-09-11,4.3426
2018-09-10,4.4133
2018-09-07,4.4571
2018-09-06,4.4164
2018-09-05,4.5545
2018-09-04,4.3166
2018-08-31,3.7363
2018-08-30,2.9374
2018-08-29,2.3122
2018-08-28,2.5010
2018-08-27,2.7746
2018-08-24,3.0238
2018-08-23,3.1427
2018-08-22,3.2859
2018-08-21,3.5474
2018-08-20,3.8110
2018-08-17,4.1970
2018-08-16,4.5613
2018-08-15,4.7509
2018-08-14,5.1681
2018-08-13,5.9548
2018-08-10,7.0801
