time,MFI
2019-11-15,-0.0000
2019-11-14,21.1191
2019-11-13,29.9463
2019-11-12,32.9052
2019-11-11,48.6659
2019-11-08,72.5044
2019-11-07,41.5774
2019-11-06,41.2599
2019-11-05,43.1952
2019-11-04,23.2217
2019-11-01,20.1435
2019-10-31,41.2665
2019-10-30,62.8180
2019-10-29,81.1568
2019-10-28,100.0000
2019-10-25,79.5054
2019-10-24,55.8901
2019-10-23,62.7679
2019-10-22,45.7710
2019-10-21,51.3482
2019-10-18,43.2528
2019-10-17,36.8558
2019-10-16,16.6521
2019-10-15,24.4163
2019-10-14,21.6782
2019-10-11,25.1866
2019-10-10,48.9084
2019-10-09,83.9304
2019-10-08,56.8385
2019-10-07,37.0350
2019-10-04,34.1717
2019-10-03,18.7630
2019-10-02,13.2256
2019-10-01,15.2171
2019-09-30,15.5467
2019-09-27,17.1562
2019-09-26,16.6644
2019-09-25,-0.0000
2019-09-24,14.1967
2019-09-23,31.3751
2019-09-20,48.2115
2019-09-19,69.1259
2019-09-18,83.7971
2019-09-17,83.7730
2019-09-16,61.1956
2019-09-13,62.9088
2019-09-12,71.7264
2019-09-11,86.3418
2019-09-10,87.4044
2019-09-09,100.0000
2019-09-06,88.0396
2019-09-05,86.1443
2019-09-04,59.1912
2019-09-03,34.8150
2019-08-30,15.2733
2019-08-29,13.4554
2019-08-28,-0.0000
2019-08-27,-0.0000
2019-08-26,16.9415
2019-08-23,16.6324
2019-08-22,34.0314
2019-08-21,29.3375
2019-08-20,28.7434
2019-08-19,27.0649
2019-08-16,29.6538
2019-08-15,14.7274
2019-08-14,34.9926
2019-08-13,42.4085
2019-08-12,40.6978
2019-08-09,39.1665
2019-08-08,62.9080
2019-08-07,41.8791
2019-08-06,40.6222
2019-08-05,21.4456
2019-08-02,19.6180
2019-08-01,-0.0000
2019-07-31,16.5860
2019-07-30,30.7071
2019-07-29,50.0565
2019-07-26,56.4501
2019-07-25,59.0724
2019-07-24,36.5238
2019-07-23,48.6071
2019-07-22,53.9480
2019-07-19,43.0703
2019-07-18,27.4524
2019-07-17,23.7466
2019-07-16,21.5324
2019-07-15,9.9173
2019-07-12,10.7345
2019-07-11,29.4996
2019-07-10,65.8473
2019-07-09,53.8423
2019-07-08,62.0087
2019-07-05,78.3454
2019-07-03,78.1149
2019-07-02,43.4412
2019-07-01,65.1607
2019-06-28,49.3505
2019-06-27,22.1722
2019-06-26,31.3274
2019-06-25,41.7024
2019-06-24,39.9764
2019-06-21,54.5890
2019-06-20,85.0270
2019-06-19,59.3609
2019-06-18,39.1005
2019-06-17,19.3837
2019-06-14,27.8671
2019-06-13,50.3252
2019-06-12,69.9205
2019-06-11,84.4901
2019-06-10,100.0000
2019-06-07,71.4381
2019-06-06,47.8131
2019-06-05,34.3583
2019-06-04,15.8444
2019-06-03,13.7974
2019-05-31,16.2043
2019-05-30,18.0588
2019-05-29,41.1588
2019-05-28,63.3363
2019-05-24,45.8125
2019-05-23,43.9696
2019-05-22,65.8144
2019-05-21,38.8495
2019-05-20,44.2468
2019-05-17,35.6665
2019-05-16,32.7461
2019-05-15,17.1563
2019-05-14,32.4100
2019-05-13,14.9382
2019-05-10,16.7969
2019-05-09,38.6202
2019-05-08,30.1188
2019-05-07,15.2778
2019-05-06,13.0602
2019-05-03,44.1989
2019-05-02,54.3636
2019-05-01,69.5430
2019-04-30,82.0082
2019-04-29,100.0000
2019-04-26,100.0000
2019-04-25,100.0000
2019-04-24,100.0000
2019-04-23,100.0000
2019-04-22,92.1759
2019-04-18,90.9153
2019-04-17,66.7652
2019-04-16,60.7182
2019-04-15,38.4474
2019-04-12,39.7653
2019-04-11,11.8965
2019-04-10,34.1318
2019-04-09,38.4805
2019-04-08,40.0705
2019-04-05,37.4504
2019-04-04,57.6434
2019-04-03,34.0408
2019-04-02,16.0423
2019-04-01,31.6625
2019-03-29,28.8764
2019-03-28,13.0213
2019-03-27,12.2587
2019-03-26,48.6119
2019-03-25,50.7139
2019-03-22,64.0373
2019-03-21,68.2980
2019-03-20,73.4642
2019-03-19,38.0134
2019-03-18,42.8875
2019-03-15,40.6592
2019-03-14,41.0940
2019-03-13,40.0484
2019-03-12,39.6134
2019-03-11,36.9441
2019-03-08,21.7634
2019-03-07,38.6390
2019-03-06,62.0507
2019-03-05,81.7335
2019-03-04,82.0018
2019-03-01,83.6276
2019-02-28,62.8649
2019-02-27,38.5065
2019-02-26,41.1388
2019-02-25,17.8898
2019-02-22,54.4625
2019-02-21,69.8289
2019-02-20,82.0500
2019-02-19,69.6813
2019-02-15,68.0111
2019-02-14,42.8821
2019-02-13,41.8228
2019-02-12,18.9506
2019-02-11,17.4017
2019-02-08,45.2371
2019-02-07,60.2570
2019-02-06,61.3144
2019-02-05,81.9426
2019-02-04,74.1779
2019-02-01,75.3461
2019-01-31,77.6475
2019-01-30,76.3710
2019-01-29,64.3619
2019-01-28,74.5536
2019-01-25,70.6133
2019-01-24,64.6724
2019-01-23,46.9636
2019-01-22,72.4313
2019-01-18,89.0017
2019-01-17,89.6312
2019-01-16,90.7426
2019-01-15,100.0000
2019-01-14,100.0000
2019-01-11,100.0000
2019-01-10,93.5355
2019-01-09,88.5615
2019-01-08,81.8735
2019-01-07,64.2553
2019-01-04,62.4110
2019-01-03,65.3599
2019-01-02,63.8127
2018-12-31,42.7406
2018-12-28,38.1143
2018-12-27,16.9325
2018-12-26,16.5023
2018-12-24,-0.0000
2018-12-21,-0.0000
2018-12-20,-0.0000
2018-12-19,-0.0000
2018-12-18,22.3934
2018-12-17,48.5015
2018-12-14,49.3117
2018-12-13,67.0193
2018-12-12,58.1179
2018-12-11,40.1526
2018-12-10,45.2862
2018-12-07,56.5190
2018-12-06,40.2876
2018-12-04,63.3320
2018-12-03,66.4433
2018-11-30,37.3928
2018-11-29,36.0798
2018-11-28,58.1799
2018-11-27,31.4949
2018-11-26,28.0960
2018-11-23,47.7905
2018-11-21,56.7210
2018-11-20,30.6615
2018-11-19,31.5868
2018-11-16,30.4511
2018-11-15,16.3981
2018-11-14,-0.0000
2018-11-13,41.9857
2018-11-12,59.0713
2018-11-09,69.0349
2018-11-08,81.8996
2018-11-07,100.0000
2018-11-06,100.0000
2018-11-05,76.2278
2018-11-02,49.9418
2018-11-01,36.5326
2018-10-31,38.3117
2018-10-30,17.6900
2018-10-29,13.6003
2018-10-26,11.4731
2018-10-25,9.9489
2018-10-24,-0.0000
2018-10-23,-0.0000
2018-10-22,-0.0000
2018-10-19,22.2640
2018-10-18,31.3183
2018-10-17,33.4304
2018-10-16,38.2627
2018-10-15,60.9194
2018-10-12,42.3031
2018-10-11,22.9749
2018-10-10,45.0315
2018-10-09,65.9613
2018-10-08,62.8008
2018-10-05,63.7859
2018-10-04,57.8712
2018-10-03,33.3019
2018-10-02,18.0827
2018-10-01,41.7837
2018-09-28,44.5264
2018-09-27,43.1159
2018-09-26,69.9754
2018-09-25,48.4023
2018-09-24,52.3114
2018-09-21,53.8481
2018-09-20,49.7160
2018-09-19,32.6464
2018-09-18,41.8791
2018-09-17,19.8624
2018-09-14,15.2441
2018-09-13,37.0289
2018-09-12,38.1528
2018-09-11,69.6692
2018-09-10,83.6794
2018-09-07,83.9405
2018-09-06,71.2471
2018-09-05,86.7496
2018-09-04,60.3368
2018-08-31,59.0276
2018-08-30,63.0924
2018-08-29,78.7725
2018-08-28,78.6697
2018-08-27,100.0000
2018-08-24,100.0000
2018-08-23,100.0000
2018-08-22,100.0000
2018-08-21,100.0000
2018-08-20,95.1080
2018-08-17,89.4678
2018-08-16,87.4505
2018-08-15,85.1496
2018-08-14,48.2265
