time,SAR

2019-11-08,98.1490

2019-11-07,97.6584

2019-11-06,97.5236

2019-11-05,97.3875

2019-11-04,97.2500

2019-11-01,109.4387

2019-10-31,109.5618

2019-10-30,109.6862

2019-10-29,109.8118

2019-10-28,109.9387

2019-10-25,110.0669

2019-10-24,110.1963

2019-10-23,110.3271

2019-10-22,110.4592

2019-10-21,110.5926

2019-10-18,110.7274

2019-10-17,110.8635

2019-10-16,111.0010

2019-10-15,111.1399

2019-10-14,111.2802

2019-10-11,111.4220

2019-10-10,111.5651

2019-10-09,111.7097

2019-10-08,111.8558

2019-10-07,112.0033

2019-10-04,112.1523

2019-10-03,112.3029

2019-10-02,112.4549

2019-10-01,112.6085

2019-09-30,112.7636

2019-09-27,112.9203

2019-09-26,113.0786

2019-09-25,113.2385

2019-09-24,113.4000

2019-09-23,100.9072

2019-09-20,100.6523

2019-09-19,100.3921

2019-09-18,100.1266

2019-09-17,99.8557

2019-09-16,99.5793

2019-09-13,99.2973

2019-09-12,99.0095

2019-09-11,98.7158

2019-09-10,98.4161

2019-09-09,98.1103

2019-09-06,97.7983

2019-09-05,97.4799

2019-09-04,97.1550

2019-09-03,96.8234

2019-08-30,96.4851

2019-08-29,96.1399

2019-08-28,95.7877

2019-08-27,95.4283

2019-08-26,95.0615

2019-08-23,94.6872

2019-08-22,94.3053

2019-08-21,93.9157

2019-08-20,93.5180

2019-08-19,93.3990

2019-08-16,103.7855

2019-08-15,105.3375

2019-08-14,106.8999

2019-08-13,108.6753

2019-08-12,110.3804

2019-08-09,111.9110

2019-08-08,113.3096

2019-08-07,114.8464

2019-08-06,116.2018

2019-08-05,117.4755

2019-08-02,118.1511

2019-08-01,118.6459

2019-07-31,118.9749

2019-07-30,119.2076

2019-07-29,119.4476

2019-07-26,119.6949

2019-07-25,119.9499

2019-07-24,120.2128

2019-07-23,120.4838

2019-07-22,120.7632

2019-07-19,120.9502

2019-07-18,121.1410

2019-07-17,121.2324

2019-07-16,121.3246

2019-07-15,121.4178

2019-07-12,121.5119

2019-07-11,121.6070

2019-07-10,121.7030

2019-07-09,121.8000

2019-07-08,112.0645

2019-07-05,111.6589

2019-07-03,111.2363

2019-07-02,110.7962

2019-07-01,110.3377

2019-06-28,110.0057

2019-06-27,109.6635

2019-06-26,109.3108

2019-06-25,108.9471

2019-06-24,108.5721

2019-06-21,108.1856

2019-06-20,107.7871

2019-06-19,107.5554

2019-06-18,107.3190

2019-06-17,107.2173

2019-06-14,107.1145

2019-06-13,107.0107

2019-06-12,106.9059

2019-06-11,106.8000

2019-06-10,115.8192

2019-06-07,117.5372

2019-06-06,119.5824

2019-06-05,122.0171

2019-06-04,124.9156

2019-06-03,128.3662

2019-05-31,131.8279

2019-05-30,135.2136

2019-05-29,138.6703

2019-05-28,142.1299

2019-05-24,146.0613

2019-05-23,150.5287

2019-05-22,154.6999

2019-05-21,158.8710

2019-05-20,163.5055

2019-05-17,167.1249

2019-05-16,168.6123

2019-05-15,170.2290

2019-05-14,171.9863

2019-05-13,173.8964

2019-05-10,175.4038

2019-05-09,177.0246

2019-05-08,178.2006

2019-05-07,179.1585

2019-05-06,180.1669

2019-05-03,180.9155

2019-05-02,181.6953

2019-05-01,182.5076

2019-04-30,183.3538

2019-04-29,183.9533

2019-04-26,184.5714

2019-04-25,184.9415

2019-04-24,185.1187

2019-04-23,185.2976

2019-04-22,185.4784

2019-04-18,185.6610

2019-04-17,185.8455

2019-04-16,186.0318

2019-04-15,186.2200

2019-04-12,167.8459

2019-04-11,166.6731

2019-04-10,165.4254

2019-04-09,164.0981

2019-04-08,162.6860

2019-04-05,161.6448

2019-04-04,160.8496

2019-04-03,160.3522

2019-04-02,160.0706

2019-04-01,159.9297

2019-03-29,159.7874

2019-03-28,159.6436

2019-03-27,159.4984

2019-03-26,159.3517

2019-03-25,159.2036

2019-03-22,159.0539

2019-03-21,158.9027

2019-03-20,158.7500

2019-03-19,158.5958

2019-03-18,158.4400

2019-03-15,171.3897

2019-03-14,171.7902

2019-03-13,172.2031

2019-03-12,172.6288

2019-03-11,173.0676

2019-03-08,173.5200

2019-03-07,173.5200

2019-03-06,173.7058

2019-03-05,174.1779

2019-03-04,174.6647

2019-03-01,174.9517

2019-02-28,175.2446

2019-02-27,175.5435

2019-02-26,175.8484

2019-02-25,175.9681

2019-02-22,176.0890

2019-02-21,166.6652

2019-02-20,166.5700

2019-02-19,175.8060

2019-02-15,175.9945

2019-02-14,176.1868

2019-02-13,176.3831

2019-02-12,176.5833

2019-02-11,176.7877

2019-02-08,176.8900

2019-02-07,166.1108

2019-02-06,165.1735

2019-02-05,164.1546

2019-02-04,163.2981

2019-02-01,162.5454

2019-01-31,161.7447

2019-01-30,161.0852

2019-01-29,160.3910

2019-01-28,159.6602

2019-01-25,158.8910

2019-01-24,158.5200

2019-01-23,158.2303

2019-01-22,157.3859

2019-01-18,156.4970

2019-01-17,155.8789

2019-01-16,155.2352

2019-01-15,154.7804

2019-01-14,154.5014

2019-01-11,154.2167

2019-01-10,153.9263

2019-01-09,153.7800

2019-01-08,164.4900

2019-01-07,165.7086

2019-01-04,167.3353

2019-01-03,169.1837

2019-01-02,170.9849

2018-12-31,173.0088

2018-12-28,175.2828

2018-12-27,177.8379

2018-12-26,180.7088

2018-12-24,183.5375

2018-12-21,186.2363

2018-12-20,188.5324

2018-12-19,190.6800

2018-12-18,192.1781

2018-12-17,193.4753

2018-12-14,194.2764

2018-12-13,195.1108

2018-12-12,195.9800

2018-12-11,196.8854

2018-12-10,197.8286

2018-12-07,198.5451

2018-12-06,199.2838

2018-12-04,199.7729

2018-12-03,200.2719

2018-11-30,200.7812

2018-11-29,201.3008

2018-11-28,201.8310

2018-11-27,202.3720

2018-11-26,202.9241

2018-11-23,203.4875

2018-11-21,204.0623

2018-11-20,204.6489

2018-11-19,204.9091

2018-11-16,205.1719

2018-11-15,205.4374

2018-11-14,205.7055

2018-11-13,205.9764

2018-11-12,206.2500

2018-11-09,180.7534

2018-11-08,180.2330

2018-11-07,179.7021

2018-11-06,179.1603

2018-11-05,178.6074

2018-11-02,178.0433

2018-11-01,177.8000

2018-10-31,202.7912

2018-10-30,205.5680

2018-10-29,208.2846

2018-10-26,210.5180

2018-10-25,212.5125

2018-10-24,214.6571

2018-10-23,216.3666

2018-10-22,217.8070

2018-10-19,219.3231

2018-10-18,220.9191

2018-10-17,222.5990

2018-10-16,224.3674

2018-10-15,226.2288

2018-10-12,228.1882

2018-10-11,230.2508

2018-10-10,231.8362

2018-10-09,232.8768

2018-10-08,233.9496

2018-10-05,234.5973

2018-10-04,234.8800

2018-10-03,212.6453

2018-10-02,212.1915

2018-10-01,211.7285

2018-09-28,211.2560

2018-09-27,210.7739

2018-09-26,210.2819

2018-09-25,209.7799

2018-09-24,209.2677

2018-09-21,208.7450

2018-09-20,208.5000

2018-09-19,230.0505

2018-09-18,230.2682

2018-09-17,230.4880

2018-09-14,230.7101

2018-09-13,230.9345

2018-09-12,231.1611

2018-09-11,231.3900

2018-09-10,209.9772

2018-09-07,209.7609

2018-09-06,209.5424

2018-09-05,209.3217

2018-09-04,209.0988

2018-08-31,208.8736

2018-08-30,208.6462

2018-08-29,208.4165

2018-08-28,208.1844

2018-08-27,207.9500

2018-08-24,228.8379

2018-08-23,231.1588

2018-08-22,233.7376

2018-08-21,236.6029

2018-08-20,239.7865

2018-08-17,243.3239

2018-08-16,247.2544

2018-08-15,251.6215

2018-08-14,255.3750

2018-08-13,258.7636

2018-08-10,261.9443

2018-08-09,264.6471

2018-08-08,266.9296

2018-08-07,268.7075

2018-08-06,270.0219

2018-08-03,271.3769

2018-08-02,272.7738

2018-08-01,273.7153

2018-07-31,274.0000

2018-07-30,247.9303

2018-07-27,247.1240

2018-07-26,246.2928

2018-07-25,245.4358

2018-07-24,244.5524

2018-07-23,243.6417

2018-07-20,242.7028

2018-07-19,241.7348

2018-07-18,240.7369

2018-07-17,239.7081

2018-07-16,238.6476

2018-07-13,237.5542

2018-07-12,236.8482

2018-07-11,236.5655

2018-07-10,236.2800

2018-07-09,265.2431

2018-07-06,266.4499

2018-07-05,267.7070

2018-07-03,269.0164

2018-07-02,270.3804

2018-06-29,271.3881

2018-06-28,272.4269

2018-06-27,273.0506

2018-06-26,273.3289

2018-06-25,273.6100

2018-06-22,245.7273

2018-06-21,244.5655

2018-06-20,243.3553

2018-06-19,242.0947

2018-06-18,240.7815

2018-06-15,239.4137

2018-06-14,238.3653

2018-06-13,237.6610

2018-06-12,236.9422

2018-06-11,236.6100

2018-06-08,269.1660

2018-06-07,270.1729

2018-06-06,271.2109

2018-06-05,272.2810

2018-06-04,273.3842

2018-06-01,274.5216

2018-05-31,275.6941

2018-05-30,276.9029

2018-05-29,278.1491

2018-05-25,279.4338

2018-05-24,280.7582

2018-05-23,282.1236

2018-05-22,283.0276

2018-05-21,283.9500

2018-05-18,284.2200

2018-05-17,248.6834

2018-05-16,244.7348

2018-05-15,241.3697

2018-05-14,237.6718

2018-05-11,234.7311

2018-05-10,232.1216

2018-05-09,230.0593

2018-05-08,228.2735

2018-05-07,227.0641

2018-05-04,225.8042

2018-05-03,224.4919

2018-05-02,223.1249

2018-05-01,221.7010

2018-04-30,220.2177

2018-04-27,218.6726

2018-04-26,218.0001

2018-04-25,217.3069

2018-04-24,216.5922

2018-04-23,215.8554

2018-04-20,215.0959

2018-04-19,214.3128

2018-04-18,213.7904

2018-04-17,213.5560

2018-04-16,234.7201

2018-04-13,236.5604

2018-04-12,238.5608

2018-04-11,240.7351

2018-04-10,243.0985

2018-04-09,245.6674

2018-04-06,248.4597

2018-04-05,251.4948

2018-04-04,254.7939

2018-04-03,257.7056

2018-04-02,260.8364

2018-03-29,263.4330

2018-03-28,265.7084

2018-03-27,267.2504

2018-03-26,268.4229

2018-03-23,269.6316

2018-03-22,270.3645

2018-03-21,270.5800

2018-03-20,248.0054

2018-03-19,246.0424

2018-03-16,243.9087

2018-03-15,241.5895

2018-03-14,239.0686

2018-03-13,236.3284

2018-03-12,233.3500

2018-03-09,230.7721

2018-03-08,228.9065

2018-03-07,226.9218

2018-03-06,224.8104

2018-03-05,223.0867

2018-03-02,221.2724

2018-03-01,219.3625

2018-02-28,217.3521

2018-02-27,215.2359

2018-02-26,213.5253

2018-02-23,212.3060

2018-02-22,211.0490

2018-02-21,209.7530

2018-02-20,208.9574

2018-02-16,208.1455

2018-02-15,207.7400

2018-02-14,245.7185

2018-02-13,248.5771

2018-02-12,251.6509

2018-02-09,254.9560

2018-02-08,257.7175

2018-02-07,259.9131

2018-02-06,262.2243

2018-02-05,263.7929

2018-02-02,264.7628

2018-02-01,265.2811

2018-01-31,265.5243

2018-01-30,265.7700

2018-01-29,246.3890

2018-01-26,245.1520

2018-01-25,243.8359

2018-01-24,242.4359

2018-01-23,240.9464

2018-01-22,239.3620

2018-01-19,237.6763

2018-01-18,235.8831

2018-01-17,233.9755

2018-01-16,231.9460

2018-01-12,230.6284

2018-01-11,229.6134

2018-01-10,228.5560

2018-01-09,227.4546

2018-01-08,226.6379

2018-01-05,226.1775

2018-01-04,225.7076

2018-01-03,225.5000

2018-01-02,244.3621

2017-12-29,244.7471

2017-12-28,245.1399

2017-12-27,245.5407

2017-12-26,245.9497

2017-12-22,246.3670

2017-12-21,246.7929

2017-12-20,247.2274

2017-12-19,247.6709

2017-12-18,248.1233

2017-12-15,248.5850

2017-12-14,249.0562

2017-12-13,249.5369

2017-12-12,250.0274

2017-12-11,250.5280

2017-12-08,251.0388

2017-12-07,251.5600

2017-12-06,252.0918

2017-12-05,252.6345

2017-12-04,252.9000

2017-12-01,227.5836

2017-11-30,227.3279

2017-11-29,227.0696

2017-11-28,226.8087

2017-11-27,226.5451

2017-11-24,226.2789

2017-11-22,226.0100

2017-11-21,254.1418

2017-11-20,255.6224

2017-11-17,257.1810

2017-11-16,258.8215

2017-11-15,260.5485

2017-11-14,261.7371

2017-11-13,262.9754

2017-11-10,263.9198

2017-11-09,264.8934

2017-11-08,265.8971

2017-11-07,266.9318

2017-11-06,267.9986

2017-11-03,269.0983

2017-11-02,270.2321

2017-11-01,271.4009

2017-10-31,272.6059

2017-10-30,273.8481

2017-10-27,274.6261

2017-10-26,274.7972

2017-10-25,274.9700

2017-10-24,261.5110

2017-10-23,259.1500

2017-10-20,259.1500

2017-10-19,258.8888

2017-10-18,256.0509

2017-10-17,252.7122

2017-10-16,249.3982

2017-10-13,247.1177

2017-10-12,244.8919

2017-10-11,242.3626

2017-10-10,239.8503

2017-10-09,238.2470

2017-10-06,237.0282

2017-10-05,235.6889

2017-10-04,234.2172

2017-10-03,232.5998

2017-10-02,230.8226

2017-09-29,229.3289

2017-09-28,228.3225

2017-09-27,227.2403

2017-09-26,226.0766

2017-09-25,224.8254

2017-09-22,223.4800

2017-09-21,222.3981

2017-09-20,221.2471

2017-09-19,220.0227

2017-09-18,218.7201

2017-09-15,217.6443

2017-09-14,216.7548

2017-09-13,215.8282

2017-09-12,215.1446

2017-09-11,214.7394

2017-09-08,214.3259

2017-09-07,214.1294

2017-09-06,213.9310

2017-09-05,213.7305

2017-09-01,213.5280

2017-08-31,230.7107

2017-08-30,231.0614

2017-08-29,231.4192

2017-08-28,231.5730

2017-08-25,231.7282

2017-08-24,231.8851

2017-08-23,232.0435

2017-08-22,232.2036

2017-08-21,232.3652

2017-08-18,232.5285

2017-08-17,232.6934

2017-08-16,232.8600

2017-08-15,233.0283

2017-08-14,233.1983

2017-08-11,233.3700

2017-08-10,219.3755

2017-08-09,216.9059

2017-08-08,214.0004

2017-08-07,211.3405

2017-08-04,208.2476

2017-08-03,204.9972

2017-08-02,201.2611

2017-08-01,196.9668

2017-07-31,192.0308

2017-07-28,187.4532

2017-07-27,185.2104

2017-07-26,183.4304

2017-07-25,181.8658

2017-07-24,180.1465

2017-07-21,179.0114

2017-07-20,177.9690

2017-07-19,177.0511

2017-07-18,176.2760

2017-07-17,175.4600

2017-07-14,174.8958

2017-07-13,174.4602

2017-07-12,174.1929

2017-07-11,174.0610

2017-07-10,173.9278

2017-07-07,173.7932

2017-07-06,173.6573

2017-07-05,173.5200

2017-07-03,183.5683

2017-06-30,184.0971

2017-06-29,184.6538

2017-06-28,185.2398

2017-06-27,185.8566

2017-06-26,186.5059

2017-06-23,187.1894

2017-06-22,187.9088

2017-06-21,188.6661

2017-06-20,189.4633

2017-06-19,190.3024

2017-06-16,191.1857

2017-06-15,192.1155

2017-06-14,192.7786

2017-06-13,193.2592

2017-06-12,193.5847

2017-06-09,193.7400

2017-06-08,182.6375

2017-06-07,182.1749

2017-06-06,181.6931

2017-06-05,181.1911

2017-06-02,180.6682

2017-06-01,180.1236

2017-05-31,179.5562

2017-05-30,178.9652

2017-05-26,178.3496

2017-05-25,177.8792

2017-05-24,177.3942

2017-05-23,176.8942

2017-05-22,176.3788

2017-05-19,176.0525

2017-05-18,175.7194

2017-05-17,175.3796

2017-05-16,175.0329

2017-05-15,174.9021

2017-05-12,174.7700

2017-05-11,188.0580

2017-05-10,188.1922

2017-05-09,188.3278

2017-05-08,188.4647

2017-05-05,188.6031

2017-05-04,175.7905

2017-05-03,174.9727

2017-05-02,174.1027

2017-05-01,173.1772

2017-04-28,172.1925

2017-04-27,171.1450

2017-04-26,170.2579

2017-04-25,169.5395

2017-04-24,169.1795

2017-04-21,168.8084

2017-04-20,168.4257

2017-04-19,168.0313

2017-04-18,167.8551

2017-04-17,167.6754

2017-04-13,167.4920

2017-04-12,167.3048

2017-04-11,167.1139

2017-04-10,166.9190

2017-04-07,166.7202

2017-04-06,166.5173

2017-04-05,166.3103

2017-04-04,166.0990

2017-04-03,166.0000

2017-03-31,175.1624

2017-03-30,175.9591

2017-03-29,176.8251

2017-03-28,177.7664

2017-03-27,178.7896

2017-03-24,179.6582

2017-03-23,180.5921

2017-03-22,181.4118

2017-03-21,181.9983

2017-03-20,182.4807

2017-03-17,182.9832

2017-03-16,183.5067

2017-03-15,184.0520

2017-03-14,184.4482

2017-03-13,184.8567

2017-03-10,185.2778

2017-03-09,185.7120

2017-03-08,186.1596

2017-03-07,186.6210

2017-03-06,186.9249

2017-03-03,187.2350

2017-03-02,187.5514

2017-03-01,187.8743

2017-02-28,188.2038

2017-02-27,188.5400

2017-02-24,188.5400

2017-02-23,180.3083

2017-02-22,179.4559

2017-02-21,178.7345

2017-02-17,177.9417

2017-02-16,177.0706

2017-02-15,176.3237

2017-02-14,175.5118

2017-02-13,174.7645

2017-02-10,174.1648

2017-02-09,173.6749

2017-02-08,173.2863

2017-02-07,172.8816

2017-02-06,172.4600

2017-02-03,172.4600

2017-02-02,172.1712

2017-02-01,171.7200

2017-01-31,171.7200

2017-01-30,171.3909

2017-01-27,170.9072

2017-01-26,170.4033

2017-01-25,169.8785

2017-01-24,169.3317

2017-01-23,168.7622

2017-01-20,168.1690

2017-01-19,167.5510

2017-01-18,166.9073

2017-01-17,166.2368

2017-01-13,165.5383

2017-01-12,164.8107

2017-01-11,164.0529

2017-01-10,163.2634

2017-01-09,162.7544

2017-01-06,162.4466

2017-01-05,162.1324

2017-01-04,162.0200

2017-01-03,172.3575

2016-12-30,172.4619

2016-12-29,172.5673

2016-12-28,172.6739

2016-12-27,172.7815

2016-12-23,172.8902

2016-12-22,173.0000

2016-12-21,162.2511

2016-12-20,161.9187

2016-12-19,161.5759

2016-12-16,161.2226

2016-12-15,160.8584

2016-12-14,160.4829

2016-12-13,160.0957

2016-12-12,159.8712

2016-12-09,159.6420

2016-12-08,159.5400

2016-12-07,169.8328

2016-12-06,170.3745

2016-12-05,170.9447

2016-12-02,171.5450

2016-12-01,171.5450

2016-11-30,171.8611

2016-11-29,172.5096

2016-11-28,173.1922

2016-11-25,173.9108

2016-11-23,174.6671

2016-11-22,175.4633

2016-11-21,176.3014

2016-11-18,177.1835

2016-11-17,178.1122

2016-11-16,179.0896

2016-11-15,180.1186

2016-11-14,181.2016

2016-11-11,182.3417

2016-11-10,183.1893

2016-11-09,183.7395

2016-11-08,184.1015

2016-11-07,184.4709

2016-11-04,184.8479

2016-11-03,185.0231

2016-11-02,185.2000

2016-11-01,172.1549

2016-10-31,172.0231

2016-10-28,171.8900

2016-10-27,183.3882

2016-10-26,184.1221

2016-10-25,184.9029

2016-10-24,185.7335

2016-10-21,186.6171

2016-10-20,187.5571

2016-10-19,188.5572

2016-10-18,189.6210

2016-10-17,190.7528

2016-10-14,191.9568

2016-10-13,193.2377

2016-10-12,194.2128

2016-10-11,194.9904

2016-10-10,195.4890

2016-10-07,196.0030

2016-10-06,196.3167

2016-10-05,196.6369

2016-10-04,196.9635

2016-10-03,197.2969

2016-09-30,197.6370

2016-09-29,197.8000

2016-09-28,184.3819

2016-09-27,183.2151

2016-09-26,181.9469

2016-09-23,180.5684

2016-09-22,179.0700

2016-09-21,177.7721

2016-09-20,176.8078

2016-09-19,175.7819

2016-09-16,174.6905

2016-09-15,173.5295

2016-09-14,172.2943

2016-09-13,170.9803

2016-09-12,169.5825

2016-09-09,168.0954

2016-09-08,166.5134

2016-09-07,164.8305

2016-09-06,163.5405

2016-09-02,162.8680

2016-09-01,162.3728

2016-08-31,161.8622

2016-08-30,161.3359

2016-08-29,160.7933

2016-08-26,160.2339

2016-08-25,159.6573

2016-08-24,159.0627

2016-08-23,158.4498

2016-08-22,157.8180

2016-08-19,157.1666

2016-08-18,156.7863

2016-08-17,156.6027

2016-08-16,156.4173

2016-08-15,156.2300

2016-08-12,171.1794

2016-08-11,171.3304

2016-08-10,171.4830

2016-08-09,171.6370

2016-08-08,171.7927

2016-08-05,171.9499

2016-08-04,172.1087

2016-08-03,172.2690

2016-08-02,172.4311

2016-08-01,172.5947

2016-07-29,172.7600

2016-07-28,157.2605

2016-07-27,157.1039

2016-07-26,156.9458

2016-07-25,156.7860

2016-07-22,156.6247

2016-07-21,156.4617

2016-07-20,156.2971

2016-07-19,156.1308

2016-07-18,155.9628

2016-07-15,155.7931

2016-07-14,155.6218

2016-07-13,155.4486

2016-07-12,155.2738

2016-07-11,169.8434

2016-07-08,170.6103

2016-07-07,171.4175

2016-07-06,172.2671

2016-07-05,173.1615

2016-07-01,174.1030

2016-06-30,175.0940

2016-06-29,176.1371

2016-06-28,177.2352

2016-06-27,178.3911

2016-06-24,179.2403

2016-06-23,179.8622

2016-06-22,180.5034

2016-06-21,181.1644

2016-06-20,181.8458

2016-06-17,182.5484

2016-06-16,183.2726

2016-06-15,184.0193

2016-06-14,184.7890

2016-06-13,185.2949

2016-06-10,185.5100

2016-06-09,164.3460

2016-06-08,163.6915

2016-06-07,163.0167

2016-06-06,162.3210

2016-06-03,161.6038

2016-06-02,160.8645

2016-06-01,160.1022

2016-05-31,159.3164

2016-05-27,158.7866

2016-05-26,158.5843

2016-05-25,158.3800

2016-05-24,179.8571

2016-05-23,181.2280

2016-05-20,182.6863

2016-05-19,184.2378

2016-05-18,185.8883

2016-05-17,187.6442

2016-05-16,189.5121

2016-05-13,191.4992

2016-05-12,193.6132

2016-05-11,195.3234

2016-05-10,196.5827

2016-05-09,197.8945

2016-05-06,198.7108

2016-05-05,199.5524

2016-05-04,200.4200

2016-05-03,201.0000

2016-05-02,201.0000

2016-04-29,184.4400

2016-04-28,184.4400

2016-04-27,184.2281

2016-04-26,183.9572

2016-04-25,183.6808

2016-04-22,183.3988

2016-04-21,183.1110

2016-04-20,182.8174

2016-04-19,182.5177

2016-04-18,182.2120

2016-04-15,181.9000

2016-04-14,181.5816

2016-04-13,181.4400

2016-04-12,192.7904

2016-04-11,193.0220

2016-04-08,193.2584

2016-04-07,193.4996

2016-04-06,193.6142

2016-04-05,193.7300

2016-04-04,185.8707

2016-04-01,185.2659

2016-03-31,183.7722

2016-03-30,182.2700

2016-03-29,181.0300

2016-03-28,181.0300

2016-03-24,180.4877

2016-03-23,179.2171

2016-03-22,177.7732

2016-03-21,176.1324

2016-03-18,174.4555

2016-03-17,173.0006

2016-03-16,171.3840

2016-03-15,169.5878

2016-03-14,167.5920

2016-03-11,165.9833

2016-03-10,164.5905

2016-03-09,163.0766

2016-03-08,161.4311

2016-03-07,159.6425

2016-03-04,157.6984

2016-03-03,155.5852

2016-03-02,153.2883

2016-03-01,151.2227

2016-02-29,149.5891

2016-02-26,147.8512

2016-02-25,146.7146

2016-02-24,145.5182

2016-02-23,144.2589

2016-02-22,142.9333

2016-02-19,141.9721

2016-02-18,140.9710

2016-02-17,140.2371

2016-02-16,139.7554

2016-02-12,139.6100

2016-02-11,149.8100

2016-02-10,151.8901

2016-02-09,154.9601

2016-02-08,157.9415

2016-02-05,160.8964

2016-02-04,163.0000

2016-02-03,163.7137

2016-02-02,165.4032

2016-02-01,167.1715

2016-01-29,169.2276

2016-01-28,171.6184

2016-01-27,173.7400

2016-01-26,174.7700

