time,TRIX
2019-11-15,-1.9848
2019-11-14,-1.2383
2019-11-13,-0.5117
2019-11-12,-0.2521
2019-11-11,-0.1921
2019-11-08,-0.4204
2019-11-07,-0.7951
2019-11-06,-0.6913
2019-11-05,-0.6157
2019-11-04,-0.5738
2019-11-01,-0.4896
2019-10-31,-0.2322
2019-10-30,0.0687
2019-10-29,0.3776
2019-10-28,0.5691
2019-10-25,0.4802
2019-10-24,0.2339
2019-10-23,-0.0923
2019-10-22,-0.5242
2019-10-21,-0.8924
2019-10-18,-1.1597
2019-10-17,-1.4470
2019-10-16,-1.7796
2019-10-15,-1.8550
2019-10-14,-1.8085
2019-10-11,-1.4080
2019-10-10,-1.0217
2019-10-09,-0.8351
2019-10-08,-1.0463
2019-10-07,-1.2324
2019-10-04,-1.3634
2019-10-03,-1.5949
2019-10-02,-1.7786
2019-10-01,-1.6228
2019-09-30,-1.3557
2019-09-27,-1.1784
2019-09-26,-1.0658
2019-09-25,-0.9678
2019-09-24,-0.6993
2019-09-23,-0.2200
2019-09-20,0.1707
2019-09-19,0.6344
2019-09-18,0.9367
2019-09-17,0.8508
2019-09-16,0.7957
2019-09-13,0.8124
2019-09-12,0.8736
2019-09-11,0.9948
2019-09-10,0.8671
2019-09-09,0.5648
2019-09-06,0.0762
2019-09-05,-0.6225
2019-09-04,-1.1901
2019-09-03,-1.5413
2019-08-30,-1.9074
2019-08-29,-2.0722
2019-08-28,-2.2606
2019-08-27,-2.3586
2019-08-26,-2.3036
2019-08-23,-2.3396
2019-08-22,-2.2356
2019-08-21,-2.0620
2019-08-20,-1.9262
2019-08-19,-1.6683
2019-08-16,-1.1680
2019-08-15,-0.6317
2019-08-14,-0.0090
2019-08-13,0.0133
2019-08-12,-0.2625
2019-08-09,-0.4371
2019-08-08,-0.6566
2019-08-07,-0.8811
2019-08-06,-1.0287
2019-08-05,-1.1430
2019-08-02,-1.1106
2019-08-01,-1.1138
2019-07-31,-0.8894
2019-07-30,-0.7590
2019-07-29,-0.6390
2019-07-26,-0.5472
2019-07-25,-0.5964
2019-07-24,-0.6855
2019-07-23,-0.8137
2019-07-22,-0.9346
2019-07-19,-0.9910
2019-07-18,-1.1170
2019-07-17,-1.2736
2019-07-16,-1.4308
2019-07-15,-1.3619
2019-07-12,-1.0945
2019-07-11,-0.6615
2019-07-10,-0.4495
2019-07-09,-0.3399
2019-07-08,-0.2557
2019-07-05,-0.2103
2019-07-03,-0.2544
2019-07-02,-0.3792
2019-07-01,-0.4249
2019-06-28,-0.5096
2019-06-27,-0.5508
2019-06-26,-0.5572
2019-06-25,-0.4053
2019-06-24,-0.1949
2019-06-21,-0.0042
2019-06-20,0.1691
2019-06-19,0.0089
2019-06-18,-0.0620
2019-06-17,-0.0473
2019-06-14,0.0192
2019-06-13,0.1459
2019-06-12,0.1623
2019-06-11,0.0114
2019-06-10,-0.2591
2019-06-07,-0.6589
2019-06-06,-0.9418
2019-06-05,-1.1386
2019-06-04,-1.2293
2019-06-03,-1.1929
2019-05-31,-0.8641
2019-05-30,-0.6002
2019-05-29,-0.4441
2019-05-28,-0.3189
2019-05-24,-0.3731
2019-05-23,-0.4280
2019-05-22,-0.5434
2019-05-21,-0.7747
2019-05-20,-0.8705
2019-05-17,-0.8064
2019-05-16,-0.8212
2019-05-15,-0.8272
2019-05-14,-0.7814
2019-05-13,-0.6091
2019-05-10,-0.2766
2019-05-09,-0.1536
2019-05-08,0.0796
2019-05-07,0.3070
2019-05-06,0.6273
2019-05-03,0.8897
2019-05-02,1.2297
2019-05-01,1.6099
2019-04-30,1.7633
2019-04-29,1.8067
2019-04-26,1.6232
2019-04-25,1.5181
2019-04-24,1.4101
2019-04-23,1.1080
2019-04-22,0.6704
2019-04-18,0.0470
2019-04-17,-0.2994
2019-04-16,-0.4949
2019-04-15,-0.5588
2019-04-12,-0.5316
2019-04-11,-0.5658
2019-04-10,-0.3905
2019-04-09,-0.3655
2019-04-08,-0.3012
2019-04-05,-0.3358
2019-04-04,-0.4344
2019-04-03,-0.5533
2019-04-02,-0.6715
2019-04-01,-0.7354
2019-03-29,-0.7100
2019-03-28,-0.6808
2019-03-27,-0.5042
2019-03-26,-0.3366
2019-03-25,-0.2593
2019-03-22,-0.1002
2019-03-21,0.0382
2019-03-20,0.0145
2019-03-19,-0.0803
2019-03-18,-0.1049
2019-03-15,-0.0876
2019-03-14,-0.0709
2019-03-13,-0.0278
2019-03-12,-0.0419
2019-03-11,-0.0886
2019-03-08,-0.0260
