time,AROONOSC
2017-11-10,40.0000
2017-11-09,20.0000
2017-11-08,-100.0000
2017-11-07,-80.0000
2017-11-06,40.0000
2017-11-03,60.0000
2017-11-02,60.0000
2017-11-01,100.0000
2017-10-31,80.0000
2017-10-30,-40.0000
2017-10-27,-60.0000
2017-10-26,-80.0000
2017-10-25,-80.0000
2017-10-24,-60.0000
2017-10-23,-100.0000
2017-10-20,-80.0000
2017-10-19,-100.0000
2017-10-18,-60.0000
2017-10-17,-100.0000
2017-10-16,-80.0000
2017-10-13,40.0000
2017-10-12,60.0000
2017-10-11,80.0000
2017-10-10,100.0000
2017-10-09,-20.0000
2017-10-06,-40.0000
2017-10-05,20.0000
