timestamp,open,high,low,close
2020-03-13,246.2420,246.3256,245.6548,245.6871
2020-03-12,246.7257,247.2909,245.1001,246.1660
2020-03-11,247.5047,247.8241,245.3615,246.8852
2020-03-10,246.6691,248.3055,246.1848,247.8241
2020-03-09,247.9880,248.9175,246.7851,248.5573
2020-03-08,248.0640,248.0640,247.9044,247.9044
2020-03-06,247.3420,248.4691,246.3982,247.9044
2020-03-05,247.1467,248.1856,246.2355,247.5776
2020-03-04,248.5136,249.1627,246.2316,247.2227
2020-03-03,245.1584,249.2009,245.0001,248.5900
2020-03-02,246.6260,247.0655,244.3264,245.1584
2020-03-01,246.8609,246.8609,246.8609,246.8609
2020-02-28,247.6675,250.3488,245.9570,247.3459
2020-02-27,247.5325,250.1034,245.8776,247.6675
2020-02-26,248.9692,250.0267,246.5417,247.5325
2020-02-25,248.9692,250.3834,248.5562,249.5353
2020-02-24,249.3789,250.9063,248.3955,248.7244
2020-02-23,250.2132,250.2132,250.2132,250.2132
2020-02-21,250.1362,251.6761,248.9344,250.2132
2020-02-20,250.3674,250.7908,249.1305,250.1362
2020-02-19,250.9706,251.1091,249.2121,249.9441
2020-02-18,250.4026,251.5169,249.4535,250.0246
2020-02-17,250.0276,251.6607,249.6984,249.9434
2020-02-16,251.8225,251.8225,251.8225,251.8225
2020-02-15,251.8225,251.8225,251.8225,251.8225
2020-02-14,251.8225,252.3233,250.1530,251.8225
2020-02-13,251.9220,252.6239,250.8250,252.3233
2020-02-12,251.3515,252.5853,251.0728,251.4169
2020-02-11,251.1444,252.6490,250.3216,251.4169
2020-02-10,251.2099,252.5292,250.5692,251.1772
2020-02-09,251.2099,251.2099,251.2099,251.2099
2020-02-08,251.2099,251.2099,251.2099,251.2099
2020-02-07,251.2099,251.7469,249.1574,251.2099
2020-02-06,251.0084,251.7852,250.2043,251.2099
2020-02-05,251.0876,251.9954,250.4333,251.7984
2020-02-04,251.8321,252.6997,249.2121,251.6157
2020-02-03,250.2609,252.2284,249.8672,251.8321
2020-02-02,250.2609,250.2609,250.2609,250.2609
2020-01-31,250.9637,251.6680,249.7836,250.8791
2020-01-30,250.6544,251.6550,249.2884,249.7836
2020-01-29,251.7843,251.8226,250.1913,251.0672
2020-01-28,251.0151,252.1140,250.4862,252.1140
2020-01-27,251.9988,252.6597,250.6829,251.0993
2020-01-26,251.5726,251.9988,251.5726,251.9988
2020-01-24,251.9471,252.7857,251.2259,252.6213
2020-01-23,251.8210,252.8703,251.1416,252.7387
2020-01-22,252.6852,253.1704,251.2633,251.4929
2020-01-21,251.7832,253.2320,251.1744,251.5040
2020-01-20,251.7504,252.6597,251.2399,251.8226
2020-01-17,252.2496,252.2496,251.9962,252.1651
2020-01-16,252.0806,253.5947,251.2415,252.2496
2020-01-15,253.0982,254.1696,251.5883,252.7872
2020-01-14,252.8186,254.0652,252.4251,253.3412
2020-01-13,251.6241,254.3187,251.5398,253.1501
2020-01-12,253.6233,253.6233,251.7852,251.7852
2020-01-10,252.9034,253.6233,251.2866,253.6233
2020-01-09,253.7276,254.3187,252.0782,253.7361
2020-01-08,252.6626,254.7058,252.4089,252.5780
2020-01-07,252.9912,255.0562,252.4935,252.6626
2020-01-06,253.4817,254.0291,251.3771,252.9912
2020-01-05,253.4817,253.4817,253.4817,253.4817
2020-01-03,253.3198,253.9828,251.4613,253.4817
2020-01-02,253.0682,254.7001,251.5455,251.5455
2020-01-01,252.9912,254.2514,252.9912,253.0682
2019-12-31,253.6483,256.3756,252.9912,252.9912
2019-12-30,256.4209,257.3239,252.5699,253.7255
2019-12-27,255.6912,256.9802,254.0450,256.4209
2019-12-26,255.3562,257.1386,255.1595,255.6912
2019-12-25,256.4335,256.6962,256.0118,256.4335
2019-12-24,256.0977,257.7574,255.3435,256.4335
2019-12-23,254.5367,257.8295,254.4513,256.9412
2019-12-22,257.1476,257.1476,257.1476,257.1476
2019-12-21,257.0693,257.0693,257.0693,257.0693
2019-12-20,256.9831,257.7432,254.5367,257.7432
2019-12-19,257.8356,258.6076,255.7698,256.0977
2019-12-18,257.1677,258.7413,255.1011,256.0194
2019-12-17,257.4186,258.7900,256.3804,257.4186
2019-12-16,258.3796,258.8200,256.3804,257.4186
2019-12-13,256.3679,258.9301,256.1961,258.3796
2019-12-12,256.9180,258.7664,256.1180,256.3679
2019-12-11,257.2366,258.1630,256.5813,256.9180
2019-12-10,256.9175,258.1316,256.2617,256.9180
2019-12-09,256.1118,258.4025,255.3562,257.6461
2019-12-08,257.9529,258.3475,257.9529,258.3475
2019-12-07,255.6912,257.9231,255.6912,257.9231
2019-12-06,257.7373,258.5861,255.4419,255.6912
2019-12-05,258.7177,258.7177,255.5276,255.5276
2019-12-04,256.8969,259.0796,256.3724,258.0926
2019-12-03,257.0718,259.1180,255.4344,256.9831
2019-12-02,255.7619,259.2112,255.5901,257.4094
2019-12-01,255.8400,258.1003,255.8400,258.1003
2019-11-29,255.6760,258.9276,255.6760,255.9259
2019-11-28,256.6589,257.2366,255.8400,255.9259
2019-11-27,256.7443,258.6202,255.5981,256.7451
2019-11-26,256.6262,258.6280,255.4344,256.9952
2019-11-25,255.0284,258.3139,254.8572,257.4869
2019-11-22,255.0284,257.5114,255.0284,256.9709
2019-11-21,256.5116,257.6681,255.1140,255.1996
2019-11-20,256.3396,257.5600,255.5857,256.5898
2019-11-19,256.0118,257.5929,255.6840,256.5898
