time,TRIX
2019-11-15,-1.4036
2019-11-14,-1.1329
2019-11-13,-0.7408
2019-11-12,-0.3040
2019-11-11,-0.4601
2019-11-08,-0.4615
2019-11-07,-0.4637
2019-11-06,-0.4940
2019-11-05,-0.4929
2019-11-04,-0.5521
2019-11-01,-0.5564
2019-10-31,-0.5721
2019-10-30,-0.4589
2019-10-29,-0.3609
2019-10-28,-0.3278
2019-10-25,-0.2767
2019-10-24,-0.2622
2019-10-23,-0.2940
2019-10-22,-0.2217
2019-10-21,-0.1753
2019-10-18,-0.2357
2019-10-17,-0.2065
2019-10-16,-0.2129
2019-10-15,-0.2579
2019-10-14,-0.4719
2019-10-11,-0.7653
2019-10-10,-1.0584
2019-10-09,-1.2520
2019-10-08,-1.3932
2019-10-07,-1.5249
2019-10-04,-1.6696
2019-10-03,-1.8428
2019-10-02,-1.8359
2019-10-01,-1.5287
2019-09-30,-1.1716
2019-09-27,-0.7859
2019-09-26,-0.3858
2019-09-25,-0.0449
2019-09-24,0.0740
2019-09-23,0.1470
2019-09-20,-0.0708
2019-09-19,-0.2522
2019-09-18,-0.4531
2019-09-17,-0.6286
2019-09-16,-0.8391
2019-09-13,-0.9430
2019-09-12,-0.9578
2019-09-11,-0.8588
2019-09-10,-0.6575
2019-09-09,-0.3609
2019-09-06,-0.0708
2019-09-05,0.0195
2019-09-04,0.0546
2019-09-03,0.0584
2019-08-30,0.0733
2019-08-29,0.0657
2019-08-28,0.1174
2019-08-27,0.2783
2019-08-26,0.6029
2019-08-23,0.9144
2019-08-22,1.2697
2019-08-21,1.3655
2019-08-20,1.2223
2019-08-19,0.9955
2019-08-16,0.5899
2019-08-15,0.2787
2019-08-14,0.0851
2019-08-13,0.3182
2019-08-12,0.3489
2019-08-09,0.4465
2019-08-08,0.3849
2019-08-07,0.2387
2019-08-06,0.2237
2019-08-05,0.3893
2019-08-02,0.5595
2019-08-01,0.3987
2019-07-31,0.1012
2019-07-30,-0.0810
2019-07-29,-0.2495
2019-07-26,-0.3204
2019-07-25,-0.3098
2019-07-24,-0.2595
2019-07-23,-0.2879
2019-07-22,-0.3377
2019-07-19,-0.4569
2019-07-18,-0.5885
2019-07-17,-0.6643
2019-07-16,-0.6841
2019-07-15,-0.6553
2019-07-12,-0.5592
2019-07-11,-0.3968
2019-07-10,-0.1083
2019-07-09,0.0772
2019-07-08,0.2015
2019-07-05,0.2701
2019-07-03,0.2513
2019-07-02,0.2338
2019-07-01,0.1530
2019-06-28,0.0862
2019-06-27,0.1051
2019-06-26,0.1541
2019-06-25,0.3745
2019-06-24,0.6012
2019-06-21,0.6684
2019-06-20,0.7427
2019-06-19,0.7957
2019-06-18,0.7765
2019-06-17,0.8578
2019-06-14,1.0532
2019-06-13,1.1813
2019-06-12,1.2979
2019-06-11,1.5105
2019-06-10,1.6942
2019-06-07,1.7558
2019-06-06,1.6861
2019-06-05,1.4811
2019-06-04,1.1688
2019-06-03,0.7521
2019-05-31,0.3591
2019-05-30,-0.0126
2019-05-29,-0.4666
2019-05-28,-0.5839
2019-05-24,-0.7177
2019-05-23,-0.8099
2019-05-22,-0.8736
