time,SlowD,SlowK
2019-11-18,84.5999,92.5159
2019-11-15,76.9314,84.6580
2019-11-14,73.0255,76.6258
2019-11-13,71.2694,69.5103
2019-11-12,74.3138,72.9403
2019-11-11,76.6933,71.3576
2019-11-08,81.8105,78.6434
2019-11-07,85.9694,80.0789
2019-11-06,88.5853,86.7092
2019-11-05,89.2127,91.1202
2019-11-04,86.5162,87.9266
2019-11-01,86.5255,88.5911
2019-10-31,85.4064,83.0309
2019-10-30,86.1934,87.9545
2019-10-29,83.5531,85.2339
2019-10-28,78.1951,85.3920
2019-10-25,73.8602,80.0334
2019-10-24,68.8390,69.1599
2019-10-23,70.5846,72.3872
2019-10-22,70.4436,64.9699
2019-10-21,77.2308,74.3967
2019-10-18,80.1354,71.9642
2019-10-17,82.8445,85.3315
2019-10-16,78.7277,83.1106
2019-10-15,74.1290,80.0915
2019-10-14,66.0408,72.9810
2019-10-11,59.2554,69.3146
2019-10-10,54.5907,55.8267
2019-10-09,55.0353,52.6249
2019-10-08,51.1533,55.3205
2019-10-07,39.0981,57.1603
2019-10-04,27.4324,40.9791
2019-10-03,22.9151,19.1549
2019-10-02,29.8634,22.1633
2019-10-01,34.6486,27.4271
2019-09-30,36.0959,39.9998
2019-09-27,30.6217,36.5190
2019-09-26,23.7552,31.7690
2019-09-25,24.1540,23.5769
2019-09-24,32.8652,15.9196
2019-09-23,49.7552,32.9654
2019-09-20,60.9487,49.7105
2019-09-19,67.7958,66.5897
2019-09-18,70.6464,66.5460
2019-09-17,77.2915,70.2519
2019-09-16,83.2671,75.1414
2019-09-13,88.4569,86.4812
2019-09-12,89.1179,88.1786
2019-09-11,89.8189,90.7108
2019-09-10,90.5878,88.4643
2019-09-09,88.6862,90.2818
2019-09-06,85.1403,93.0173
2019-09-05,80.2647,82.7596
2019-09-04,77.7804,79.6442
2019-09-03,71.0474,78.3904
2019-08-30,59.0983,75.3067
2019-08-29,43.8856,59.4452
2019-08-28,39.5675,42.5431
2019-08-27,46.5278,29.6686
2019-08-26,64.3170,46.4909
2019-08-23,76.6712,63.4239
2019-08-22,79.0283,83.0362
2019-08-21,68.9800,83.5535
2019-08-20,49.5173,70.4952
2019-08-19,37.9470,52.8911
2019-08-16,35.8953,25.1657
2019-08-15,52.1794,35.7843
2019-08-14,65.9439,46.7359
2019-08-13,73.8984,74.0179
2019-08-12,66.9831,77.0779
2019-08-09,49.5826,70.5994
2019-08-08,32.4354,53.2721
2019-08-07,18.7783,24.8763
2019-08-06,16.9133,19.1578
2019-08-05,21.0021,12.3009
2019-08-02,35.1718,19.2812
2019-08-01,54.1303,31.4243
2019-07-31,70.8129,54.8100
2019-07-30,81.8338,76.1566
2019-07-29,86.0783,81.4721
2019-07-26,84.2011,87.8727
2019-07-25,70.2574,88.8901
2019-07-24,50.3350,75.8404
2019-07-23,31.5728,46.0418
2019-07-22,27.9622,29.1230
2019-07-19,35.0112,19.5536
2019-07-18,56.1918,35.2099
2019-07-17,75.9374,50.2700
2019-07-16,88.6233,83.0954
2019-07-15,86.1621,94.4467
2019-07-12,75.8982,88.3278
2019-07-11,69.8776,75.7117
2019-07-10,72.4090,63.6550
2019-07-09,83.0806,70.2661
2019-07-08,90.0065,83.3060
2019-07-05,88.4685,95.6697
2019-07-03,75.0061,91.0439
2019-07-02,54.3366,78.6920
2019-07-01,31.0539,55.2824
2019-06-28,18.6302,29.0355
2019-06-27,22.2350,8.8438
2019-06-26,42.8146,18.0114
2019-06-25,64.6628,39.8498
2019-06-24,80.5713,70.5828
2019-06-21,80.5754,83.5558
2019-06-20,70.8737,87.5753
2019-06-19,58.5182,70.5952
2019-06-18,54.3268,54.4506
2019-06-17,59.6425,50.5088
2019-06-14,68.4182,58.0210
2019-06-13,77.6315,70.3977
2019-06-12,84.5574,76.8360
2019-06-11,90.7302,85.6608
2019-06-10,94.5879,91.1754
2019-06-07,87.6519,95.3545
2019-06-06,68.2826,97.2338
2019-06-05,40.8370,70.3674
2019-06-04,22.5969,37.2467
2019-06-03,15.3924,14.8970
2019-05-31,16.0572,15.6469
2019-05-30,16.9121,15.6333
2019-05-29,22.3183,16.8913
2019-05-28,30.7338,18.2117
2019-05-24,40.1981,31.8520
2019-05-23,47.6123,42.1376
2019-05-22,53.6117,46.6046
2019-05-21,60.7824,54.0947
2019-05-20,62.4388,60.1358
2019-05-17,53.7281,68.1168
2019-05-16,41.8840,59.0638
2019-05-15,32.3807,34.0036
2019-05-14,32.5215,32.5845
2019-05-13,29.8593,30.5540
2019-05-10,31.6980,34.4261
2019-05-09,39.2341,24.5979
2019-05-08,50.8659,36.0701
2019-05-07,54.3114,57.0344
2019-05-06,51.3671,59.4931
2019-05-03,53.7184,46.4068
2019-05-02,68.4982,48.2014
2019-05-01,81.2351,66.5471
2019-04-30,87.1692,90.7463
2019-04-29,84.5959,86.4118
2019-04-26,81.5870,84.3494
2019-04-25,76.6183,83.0264
2019-04-24,67.0283,77.3853
2019-04-23,61.3757,69.4431
2019-04-22,61.8309,54.2566
2019-04-18,72.1389,60.4275
2019-04-17,79.4231,70.8086
2019-04-16,82.3451,85.1805
2019-04-15,75.7642,82.2801
2019-04-12,73.3204,79.5746
2019-04-11,73.9964,65.4379
2019-04-10,84.0370,74.9488
2019-04-09,89.5429,81.6024
2019-04-08,92.6406,95.5596
2019-04-05,91.6138,91.4667
2019-04-04,92.9188,90.8954
2019-04-03,89.1859,92.4792
2019-04-02,77.2216,95.3816
2019-04-01,59.0527,79.6970
2019-03-29,42.6403,56.5861
2019-03-28,31.0992,40.8750
2019-03-27,29.7492,30.4598
2019-03-26,33.1907,21.9627
2019-03-25,45.0820,36.8250
2019-03-22,52.0830,40.7843
2019-03-21,63.8297,57.6368
2019-03-20,73.9615,57.8279
2019-03-19,83.8342,76.0244
2019-03-18,88.4614,88.0322
2019-03-15,88.4259,87.4459
2019-03-14,81.0313,89.9061
2019-03-13,63.8872,87.9259
2019-03-12,39.3960,65.2620
2019-03-11,24.8790,38.4739
2019-03-08,23.6073,14.4521
2019-03-07,37.7895,21.7109
2019-03-06,48.3683,34.6587
2019-03-05,55.3654,56.9990
2019-03-04,53.0443,53.4473
2019-03-01,55.3807,55.6499
2019-02-28,60.9480,50.0356
2019-02-27,70.0854,60.4565
2019-02-26,78.8183,72.3520
