time,ATR

2019-11-04,12.6071

2019-11-01,12.5889

2019-10-31,14.0661

2019-10-30,16.0826

2019-10-29,17.8982

2019-10-28,19.1328

2019-10-25,19.3560

2019-10-24,15.7225

2019-10-23,7.0906

2019-10-22,7.6658

2019-10-21,7.7122

2019-10-18,7.3103

2019-10-17,7.2129

2019-10-16,7.7586

2019-10-15,8.4032

2019-10-14,9.0340

2019-10-11,8.4376

2019-10-10,8.9620

2019-10-09,9.2774

2019-10-08,9.7843

2019-10-07,9.8704

2019-10-04,9.8355

2019-10-03,10.6168

2019-10-02,8.5586

2019-10-01,9.3832

2019-09-30,10.0240

2019-09-27,10.5625

2019-09-26,10.7081

2019-09-25,9.4076

2019-09-24,9.1046

2019-09-23,6.5357

2019-09-20,6.6796

2019-09-19,6.1520

2019-09-18,6.5775

2019-09-17,6.7719

2019-09-16,7.1574

2019-09-13,7.3817

2019-09-12,8.3322

2019-09-11,8.1402

2019-09-10,7.0178

2019-09-09,7.1222

2019-09-06,7.3253

2019-09-05,8.0391

2019-09-04,7.7688

2019-09-03,7.3986

2019-08-30,7.8007

2019-08-29,7.0684

2019-08-28,6.8830

2019-08-27,7.3687

2019-08-26,7.5184

2019-08-23,8.4930

2019-08-22,7.8287

2019-08-21,7.9909

2019-08-20,7.9237

2019-08-19,8.7671

2019-08-16,8.9864

2019-08-15,9.5829

2019-08-14,9.4762

2019-08-13,7.9752

2019-08-12,7.8565

2019-08-09,8.0657

2019-08-08,8.7946

2019-08-07,9.2057

2019-08-06,9.5649

2019-08-05,10.2686

2019-08-02,10.6958

2019-08-01,11.6097

2019-07-31,11.3271

2019-07-30,11.6514

2019-07-29,11.7693

2019-07-26,12.2278

2019-07-25,13.2823

2019-07-24,6.7704

2019-07-23,6.4855

2019-07-22,6.6118

2019-07-19,6.2761

2019-07-18,6.2401

2019-07-17,6.8352

2019-07-16,7.0614

2019-07-15,7.4268

2019-07-12,6.8927

2019-07-11,6.9209

2019-07-10,7.2305

2019-07-09,6.8181

2019-07-08,7.5926

2019-07-05,8.3803

2019-07-03,9.3129

2019-07-02,7.3862

2019-07-01,7.5002

2019-06-28,6.9616

2019-06-27,7.6096

2019-06-26,8.1244

2019-06-25,7.8731

2019-06-24,8.3788

2019-06-21,9.2635

2019-06-20,9.9094

2019-06-19,9.7493

2019-06-18,10.5091

2019-06-17,10.0914

2019-06-14,9.4317

2019-06-13,10.2271

2019-06-12,10.9364

2019-06-11,10.0755

2019-06-10,10.5894

2019-06-07,10.1267

2019-06-06,10.8222

2019-06-05,9.9252

2019-06-04,10.0493

2019-06-03,8.8091

2019-05-31,8.5893

2019-05-30,9.2817

2019-05-29,10.2933

2019-05-28,11.0292

2019-05-24,11.9990

2019-05-23,12.1912

2019-05-22,11.9277

2019-05-21,11.5847

2019-05-20,11.6396

2019-05-17,10.6045

2019-05-16,8.4032

2019-05-15,9.1415

2019-05-14,9.6293

2019-05-13,10.1642

2019-05-10,8.9502

2019-05-09,9.6953

2019-05-08,10.1449

2019-05-07,11.0811

2019-05-06,10.8239

2019-05-03,11.0674

2019-05-02,10.5542

2019-05-01,9.9128

2019-04-30,10.2648

2019-04-29,11.0285

2019-04-26,10.8332

2019-04-25,9.4165

2019-04-24,8.5381

2019-04-23,8.8426

2019-04-22,8.5908

2019-04-18,8.0435

2019-04-17,8.7818

2019-04-16,9.4135

2019-04-15,9.1969

2019-04-12,8.9338

2019-04-11,9.8872

2019-04-10,9.7440

2019-04-09,10.6625

2019-04-08,11.9806

2019-04-05,12.2958

2019-04-04,12.8722

2019-04-03,8.2853

2019-04-02,7.7843

2019-04-01,8.3403

2019-03-29,8.0866

2019-03-28,8.6933

2019-03-27,9.4916

2019-03-26,9.9645

2019-03-25,9.9956

2019-03-22,9.9770

2019-03-21,9.9663

2019-03-20,10.4579

2019-03-19,10.9049

2019-03-18,11.1711

2019-03-15,11.2763

2019-03-14,10.2054

2019-03-13,10.9818

2019-03-12,11.4047

2019-03-11,11.7909

2019-03-08,12.0487

2019-03-07,12.6359

2019-03-06,13.1823

2019-03-05,14.6973

2019-03-04,14.5566

2019-03-01,14.1408

2019-02-28,10.6810

2019-02-27,11.0537

2019-02-26,9.2084

2019-02-25,8.2005

2019-02-22,8.2021

2019-02-21,8.9352

2019-02-20,7.9840

2019-02-19,8.1550

2019-02-15,8.6752

2019-02-14,9.7865

2019-02-13,10.4406

2019-02-12,11.2558

2019-02-11,11.9272

2019-02-08,11.7090

2019-02-07,12.3837

2019-02-06,11.9247

2019-02-05,12.7519

2019-02-04,13.3921

2019-02-01,13.3851

2019-01-31,13.5832

2019-01-30,12.5880

2019-01-29,12.8500

2019-01-28,14.3733

2019-01-25,15.5391

2019-01-24,17.1775

2019-01-23,17.8726

2019-01-22,18.0333

2019-01-18,19.4166

2019-01-17,12.3757

2019-01-16,13.6321

2019-01-15,14.9152

2019-01-14,15.0440

2019-01-11,15.4900

2019-01-10,16.9525

2019-01-09,17.7906

2019-01-08,19.2302

2019-01-07,19.7903

2019-01-04,19.9754

2019-01-03,20.5592

2019-01-02,22.5140

2018-12-31,19.6425

2018-12-28,21.0656

2018-12-27,21.3046

2018-12-26,20.4832

2018-12-24,17.3885

2018-12-21,15.5918

2018-12-20,16.7276

2018-12-19,15.6343

2018-12-18,15.2253

2018-12-17,14.5666

2018-12-14,12.7508

2018-12-13,12.5535

2018-12-12,12.9819

2018-12-11,14.5398

2018-12-10,15.1901

2018-12-07,15.7726

2018-12-06,14.2557

2018-12-04,13.6646

2018-12-03,12.9108

2018-11-30,12.2585

2018-11-29,11.9894

2018-11-28,12.9067

2018-11-27,14.6159

2018-11-26,15.4049

2018-11-23,13.9511

2018-11-21,14.2789

2018-11-20,13.9312

2018-11-19,12.4341

2018-11-16,12.0751

2018-11-15,12.4488

2018-11-14,13.1761

2018-11-13,13.9801

2018-11-12,14.1201

2018-11-09,12.6076

2018-11-08,13.5670

2018-11-07,14.6050

2018-11-06,15.6613

2018-11-05,16.3991

2018-11-02,16.4314

2018-11-01,18.4667

2018-10-31,19.8066

2018-10-30,21.5332

2018-10-29,23.0065

2018-10-26,23.5932

2018-10-25,21.1859

2018-10-24,18.3574

2018-10-23,18.2692

2018-10-22,13.5915

2018-10-19,14.6756

2018-10-18,14.3045

2018-10-17,15.6856

2018-10-16,15.3758

2018-10-15,14.7735

2018-10-12,16.2811

2018-10-11,17.8564

2018-10-10,19.0149

2018-10-09,19.3336

2018-10-08,20.1145

2018-10-05,20.4531

2018-10-04,20.1089

2018-10-03,20.8536

2018-10-02,22.8095

2018-10-01,24.0893

2018-09-28,18.4442

2018-09-27,11.3139

2018-09-26,12.1299

2018-09-25,11.9374

2018-09-24,12.8968

2018-09-21,13.7712

2018-09-20,15.9115

2018-09-19,16.7269

2018-09-18,16.0336

2018-09-17,13.2570

2018-09-14,13.3863

2018-09-13,14.0313

