time,TRIX
2019-11-15,-0.0622
2019-11-14,-0.0583
2019-11-13,0.0076
2019-11-12,0.0778
2019-11-11,0.1716
2019-11-08,0.2529
2019-11-07,0.3228
2019-11-06,0.3890
2019-11-05,0.4036
2019-11-04,0.3236
2019-11-01,0.2355
2019-10-31,0.2144
2019-10-30,0.2917
2019-10-29,0.3540
2019-10-28,0.4087
2019-10-25,0.4542
2019-10-24,0.5069
2019-10-23,0.4720
2019-10-22,0.4361
2019-10-21,0.4656
2019-10-18,0.4229
2019-10-17,0.4056
2019-10-16,0.3607
2019-10-15,0.2670
2019-10-14,0.1565
2019-10-11,0.0746
2019-10-10,-0.0173
2019-10-09,-0.0434
2019-10-08,-0.0204
2019-10-07,0.0688
2019-10-04,0.0684
2019-10-03,0.0622
2019-10-02,0.1525
2019-10-01,0.2969
2019-09-30,0.3534
2019-09-27,0.3492
2019-09-26,0.3505
2019-09-25,0.3113
2019-09-24,0.3046
2019-09-23,0.4132
2019-09-20,0.5505
2019-09-19,0.6898
2019-09-18,0.8054
2019-09-17,0.8823
2019-09-16,0.8663
2019-09-13,0.7756
2019-09-12,0.6240
2019-09-11,0.4582
2019-09-10,0.3693
2019-09-09,0.3307
2019-09-06,0.2714
2019-09-05,0.1459
2019-09-04,-0.0063
2019-09-03,-0.0283
2019-08-30,-0.0388
2019-08-29,-0.1512
2019-08-28,-0.2463
2019-08-27,-0.2089
2019-08-26,-0.1377
2019-08-23,-0.0614
2019-08-22,-0.0196
2019-08-21,-0.1181
2019-08-20,-0.2547
2019-08-19,-0.3711
2019-08-16,-0.5523
2019-08-15,-0.6355
2019-08-14,-0.6124
2019-08-13,-0.6398
2019-08-12,-0.7615
2019-08-09,-0.7954
2019-08-08,-0.8631
2019-08-07,-0.9661
2019-08-06,-0.9584
2019-08-05,-0.8320
2019-08-02,-0.5947
2019-08-01,-0.4193
2019-07-31,-0.2924
2019-07-30,-0.2634
2019-07-29,-0.2965
2019-07-26,-0.3552
2019-07-25,-0.3405
2019-07-24,-0.2145
2019-07-23,-0.0461
2019-07-22,-0.0958
2019-07-19,-0.0777
2019-07-18,-0.0133
2019-07-17,0.0761
2019-07-16,0.1471
2019-07-15,0.1706
2019-07-12,0.1415
2019-07-11,0.1309
2019-07-10,0.2157
2019-07-09,0.2876
2019-07-08,0.3599
2019-07-05,0.4132
2019-07-03,0.3974
2019-07-02,0.3127
2019-07-01,0.2254
