timestamp,open,high,low,close
2020-03-13,0.1033,0.1035,0.1026,0.1026
2020-03-12,0.1045,0.1045,0.1033,0.1033
2020-03-11,0.1058,0.1058,0.1045,0.1045
2020-03-10,0.1076,0.1076,0.1058,0.1058
2020-03-09,0.1076,0.1076,0.1076,0.1076
2020-03-08,0.1076,0.1076,0.1076,0.1076
2020-03-07,0.1076,0.1076,0.1076,0.1076
2020-03-06,0.1088,0.1088,0.1074,0.1076
2020-03-05,0.1083,0.1089,0.1083,0.1088
2020-03-04,0.1076,0.1083,0.1075,0.1083
2020-03-03,0.1081,0.1081,0.1075,0.1076
2020-03-02,0.1091,0.1094,0.1080,0.1081
2020-03-01,0.1091,0.1091,0.1091,0.1091
2020-02-28,0.1096,0.1097,0.1091,0.1091
2020-02-27,0.1092,0.1098,0.1092,0.1096
2020-02-26,0.1095,0.1095,0.1090,0.1092
2020-02-25,0.1097,0.1098,0.1095,0.1095
2020-02-24,0.1100,0.1100,0.1096,0.1097
2020-02-23,0.1100,0.1100,0.1100,0.1100
2020-02-21,0.1099,0.1101,0.1099,0.1100
2020-02-20,0.1098,0.1100,0.1096,0.1099
2020-02-19,0.1100,0.1100,0.1096,0.1098
2020-02-18,0.1102,0.1103,0.1099,0.1100
2020-02-17,0.1099,0.1102,0.1098,0.1102
2020-02-16,0.1098,0.1098,0.1098,0.1098
2020-02-15,0.1098,0.1098,0.1098,0.1098
2020-02-14,0.1100,0.1101,0.1098,0.1098
2020-02-13,0.1095,0.1100,0.1094,0.1100
2020-02-12,0.1098,0.1100,0.1095,0.1095
2020-02-11,0.1100,0.1102,0.1097,0.1098
2020-02-10,0.1095,0.1100,0.1095,0.1100
2020-02-09,0.1095,0.1095,0.1095,0.1095
2019-10-28,0.1073,0.1075,0.1070,0.1071
2019-10-27,0.1073,0.1073,0.1073,0.1073
