timestamp,open,high,low,close
2020-03-06,0.1407,0.1417,0.1407,0.1407
2020-03-05,0.1421,0.1432,0.1421,0.1421
2020-03-04,0.1434,0.1446,0.1430,0.1430
2020-03-03,0.1433,0.1433,0.1422,0.1433
2020-03-02,0.1425,0.1436,0.1425,0.1436
2020-02-28,0.1445,0.1456,0.1445,0.1445
2020-02-27,0.1449,0.1461,0.1447,0.1447
2020-02-26,0.1462,0.1474,0.1455,0.1455
2020-02-25,0.1460,0.1471,0.1455,0.1455
2020-02-24,0.1469,0.1469,0.1458,0.1458
2020-02-21,0.1459,0.1470,0.1459,0.1459
2020-02-20,0.1468,0.1479,0.1468,0.1468
2020-02-19,0.1465,0.1478,0.1465,0.1466
2020-02-18,0.1463,0.1474,0.1463,0.1474
2020-02-17,0.1464,0.1475,0.1464,0.1464
2020-02-14,0.1461,0.1472,0.1460,0.1460
2020-02-13,0.1455,0.1472,0.1455,0.1457
2020-02-11,0.1447,0.1458,0.1447,0.1447
2020-02-10,0.1444,0.1460,0.1444,0.1449
2020-02-07,0.1445,0.1456,0.1441,0.1441
2020-02-06,0.1438,0.1451,0.1438,0.1440
2020-02-05,0.1437,0.1449,0.1437,0.1438
2020-02-04,0.1433,0.1444,0.1431,0.1431
2020-02-03,0.1431,0.1443,0.1431,0.1431
2020-01-31,0.1430,0.1445,0.1425,0.1425
2020-01-30,0.1439,0.1450,0.1433,0.1433
2020-01-29,0.1439,0.1453,0.1439,0.1452
2020-01-28,0.1442,0.1455,0.1441,0.1441
2020-01-27,0.1435,0.1447,0.1435,0.1436
2020-01-24,0.1434,0.1445,0.1433,0.1433
2020-01-23,0.1429,0.1442,0.1429,0.1429
2020-01-22,0.1429,0.1440,0.1429,0.1429
2020-01-21,0.1427,0.1439,0.1427,0.1428
2020-01-20,0.1432,0.1443,0.1429,0.1429
2020-01-17,0.1429,0.1430,0.1429,0.1430
2020-01-16,0.1423,0.1435,0.1421,0.1421
2020-01-15,0.1419,0.1431,0.1417,0.1429
2020-01-14,0.1424,0.1435,0.1418,0.1420
2020-01-13,0.1418,0.1432,0.1418,0.1418
2020-01-10,0.1429,0.1440,0.1421,0.1422
2020-01-09,0.1428,0.1440,0.1427,0.1438
2020-01-08,0.1426,0.1437,0.1425,0.1425
2020-01-07,0.1418,0.1432,0.1418,0.1421
2020-01-06,0.1412,0.1424,0.1412,0.1412
2020-01-03,0.1414,0.1425,0.1413,0.1413
2020-01-02,0.1403,0.1415,0.1403,0.1404
2019-12-31,0.1406,0.1419,0.1406,0.1407
2019-12-30,0.1412,0.1423,0.1408,0.1409
2019-12-27,0.1416,0.1427,0.1414,0.1415
2019-12-26,0.1436,0.1436,0.1420,0.1420
2019-12-24,0.1424,0.1435,0.1423,0.1423
2019-12-23,0.1427,0.1438,0.1421,0.1421
2019-12-20,0.1426,0.1437,0.1424,0.1425
2019-12-19,0.1436,0.1437,0.1420,0.1422
2019-12-18,0.1420,0.1436,0.1420,0.1421
2019-12-17,0.1422,0.1433,0.1418,0.1418
2019-12-16,0.1425,0.1436,0.1423,0.1423
2019-12-13,0.1424,0.1441,0.1424,0.1429
2019-12-12,0.1428,0.1440,0.1425,0.1427
2019-12-11,0.1431,0.1445,0.1431,0.1434
2019-12-10,0.1436,0.1447,0.1434,0.1434
2019-12-09,0.1438,0.1449,0.1438,0.1438
2019-12-06,0.1435,0.1449,0.1435,0.1438
2019-12-05,0.1446,0.1446,0.1433,0.1433
2019-12-04,0.1436,0.1448,0.1434,0.1437
2019-12-03,0.1435,0.1446,0.1435,0.1435
2019-12-02,0.1439,0.1450,0.1435,0.1447
2019-11-29,0.1446,0.1457,0.1446,0.1446
2019-11-27,0.1445,0.1457,0.1444,0.1446
2019-11-26,0.1444,0.1455,0.1442,0.1453
2019-11-25,0.1446,0.1457,0.1440,0.1440
2019-11-22,0.1438,0.1452,0.1437,0.1441
2019-11-21,0.1434,0.1450,0.1434,0.1439
2019-11-20,0.1438,0.1450,0.1438,0.1438
2019-11-19,0.1446,0.1447,0.1435,0.1436
2019-11-18,0.1451,0.1451,0.1438,0.1449
2019-11-15,0.1457,0.1457,0.1438,0.1449
2019-11-14,0.1463,0.1463,0.1457,0.1457
2019-11-13,0.1449,0.1462,0.1449,0.1460
2019-11-12,0.1449,0.1461,0.1449,0.1460
2019-11-11,0.1458,0.1458,0.1447,0.1447
2019-11-08,0.1458,0.1460,0.1457,0.1459
2019-11-07,0.1454,0.1457,0.1443,0.1457
2019-11-06,0.1452,0.1453,0.1452,0.1453
2019-11-05,0.1451,0.1454,0.1440,0.1453
2019-11-04,0.1443,0.1445,0.1432,0.1445
2019-10-31,0.1445,0.1446,0.1441,0.1441
2019-10-30,0.1451,0.1452,0.1435,0.1449
2019-10-29,0.1454,0.1454,0.1448,0.1448
2019-10-28,0.1455,0.1455,0.1453,0.1453
2019-10-25,0.1452,0.1454,0.1450,0.1453
2019-10-24,0.1453,0.1464,0.1450,0.1451
2019-10-23,0.1450,0.1461,0.1445,0.1445
2019-10-22,0.1450,0.1450,0.1434,0.1446
2019-10-21,0.1449,0.1461,0.1447,0.1459
2019-10-18,0.1454,0.1455,0.1449,0.1449
2019-10-17,0.1466,0.1467,0.1451,0.1456
2019-10-16,0.1463,0.1474,0.1463,0.1474
2019-10-15,0.1466,0.1466,0.1457,0.1457
2019-10-14,0.1461,0.1462,0.1461,0.1461
