time,SlowD,SlowK
2019-11-18,92.9314,93.0179
2019-11-15,85.8593,97.6561
2019-11-14,68.1004,88.1202
2019-11-13,46.6100,71.8014
2019-11-12,28.6679,44.3795
2019-11-11,20.0815,23.6490
2019-11-08,20.0785,17.9752
2019-11-07,26.1034,18.6202
2019-11-06,38.9063,23.6401
2019-11-05,57.8150,36.0500
2019-11-04,75.1644,57.0287
2019-11-01,86.8291,80.3662
2019-10-31,88.4269,88.0985
2019-10-30,82.4312,92.0226
2019-10-29,67.6555,85.1597
2019-10-28,50.4582,70.1113
2019-10-25,40.1126,47.6955
2019-10-24,40.4488,33.5679
2019-10-23,53.1345,39.0744
2019-10-22,67.2162,48.7042
2019-10-21,82.9439,71.6249
2019-10-18,88.5407,81.3196
2019-10-17,90.5856,95.8871
2019-10-16,84.2910,88.4154
2019-10-15,82.9559,87.4544
2019-10-14,80.5665,77.0030
2019-10-11,80.6460,84.4103
2019-10-10,75.9337,80.2861
2019-10-09,74.9723,77.2417
2019-10-08,74.1975,70.2732
2019-10-07,72.4726,77.4021
2019-10-04,60.9443,74.9172
2019-10-03,45.8703,65.0984
2019-10-02,30.6517,42.8172
2019-10-01,21.8819,29.6952
2019-09-30,17.2918,19.4429
2019-09-27,15.1624,16.5077
2019-09-26,12.6654,15.9247
2019-09-25,12.1173,13.0548
2019-09-24,12.5979,9.0166
2019-09-23,22.2437,14.2806
2019-09-20,33.0010,14.4965
2019-09-19,45.1668,37.9541
2019-09-18,43.1704,46.5525
2019-09-17,35.6066,50.9938
2019-09-16,25.5389,31.9651
2019-09-13,23.9096,23.8610
2019-09-12,32.4787,20.7906
2019-09-11,50.4801,27.0772
2019-09-10,72.5928,49.5683
2019-09-09,87.5163,74.7947
2019-09-06,93.8341,93.4155
2019-09-05,94.0916,94.3386
2019-09-04,92.5406,93.7481
2019-09-03,92.0971,94.1879
2019-08-30,89.8270,89.6857
2019-08-29,86.6202,92.4177
2019-08-28,82.0206,87.3776
2019-08-27,79.4152,80.0654
2019-08-26,79.6496,78.6188
2019-08-23,76.1785,79.5614
2019-08-22,65.7740,80.7686
2019-08-21,51.8765,68.2053
2019-08-20,42.2210,48.3481
2019-08-19,45.6309,39.0760
2019-08-16,58.3750,39.2389
2019-08-15,75.2924,58.5779
2019-08-14,86.9132,77.3081
2019-08-13,87.5033,89.9912
2019-08-12,76.1393,93.4404
2019-08-09,59.4261,79.0782
2019-08-08,43.1194,55.8992
2019-08-07,33.7437,43.3007
2019-08-06,24.5378,30.1583
2019-08-05,22.4773,27.7721
2019-08-02,22.9768,15.6828
2019-08-01,34.8798,23.9770
2019-07-31,45.4333,29.2704
2019-07-30,57.5014,51.3919
2019-07-29,54.5455,55.6376
2019-07-26,50.1691,65.4747
2019-07-25,41.4752,42.5241
2019-07-24,45.8165,42.5086
2019-07-23,52.3476,39.3929
2019-07-22,64.1728,55.5481
2019-07-19,71.3078,62.1018
2019-07-18,75.2571,74.8683
2019-07-17,75.0840,76.9532
2019-07-16,75.3480,73.9499
2019-07-15,80.3663,74.3489
2019-07-12,85.8725,77.7453
2019-07-11,91.7805,89.0047
2019-07-10,92.6165,90.8674
2019-07-09,89.7647,95.4695
2019-07-08,75.9764,91.5127
2019-07-05,54.7130,82.3118
2019-07-03,30.3992,54.1046
2019-07-02,14.5975,27.7227
2019-07-01,7.7874,9.3703
2019-06-28,7.2243,6.6995
2019-06-27,9.4384,7.2924
