time,AROONOSC
2016-05-06,0.0000

2016-05-05,0.0000

2016-05-04,100.0000

2016-05-03,80.0000

2016-05-02,80.0000

2016-04-29,100.0000

2016-04-28,80.0000

2016-04-27,100.0000

2016-04-26,60.0000

2016-04-25,80.0000

2016-04-22,100.0000

2016-04-21,80.0000

2016-04-20,60.0000

2016-04-19,100.0000

2016-04-18,80.0000

2016-04-15,60.0000

2016-04-14,40.0000

2016-04-13,100.0000

2016-04-12,0.0000

2016-04-11,40.0000

2016-04-08,60.0000

2016-04-07,60.0000

2016-04-06,60.0000

2016-04-05,80.0000

2016-04-04,100.0000

2016-04-01,80.0000

2016-03-31,100.0000

2016-03-30,80.0000

2016-03-29,-40.0000

2016-03-28,-60.0000

2016-03-24,-60.0000

2016-03-23,-60.0000

2016-03-22,40.0000

2016-03-21,-40.0000

2016-03-18,-40.0000

2016-03-17,-40.0000

2016-03-16,60.0000

2016-03-15,60.0000

2016-03-14,60.0000

2016-03-11,-60.0000

2016-03-10,-60.0000

2016-03-09,40.0000

2016-03-08,60.0000

2016-03-07,80.0000

2016-03-04,80.0000

2016-03-03,60.0000

2016-03-02,100.0000

2016-03-01,-20.0000

2016-02-29,-40.0000

2016-02-26,-40.0000

2016-02-25,-40.0000

2016-02-24,-40.0000

2016-02-23,80.0000

2016-02-22,100.0000

2016-02-19,80.0000

2016-02-18,100.0000

2016-02-17,40.0000

2016-02-16,40.0000

2016-02-12,40.0000

2016-02-11,-80.0000

2016-02-10,-80.0000

2016-02-09,-100.0000

2016-02-08,-100.0000

2016-02-05,-100.0000

2016-02-04,-80.0000

2016-02-03,-100.0000

2016-02-02,-40.0000

2016-02-01,-60.0000

2016-01-29,-60.0000

2016-01-28,40.0000

2016-01-27,60.0000

2016-01-26,-20.0000

2016-01-25,-20.0000

2016-01-22,-60.0000

2016-01-21,-80.0000

2016-01-20,-100.0000

2016-01-19,-40.0000

2016-01-15,-40.0000

2016-01-14,-80.0000

2016-01-13,-100.0000

2016-01-12,-60.0000

2016-01-11,-60.0000

2016-01-08,40.0000

2016-01-07,40.0000

2016-01-06,40.0000

2016-01-05,20.0000

2016-01-04,-60.0000

2015-12-31,-40.0000

2015-12-30,80.0000

2015-12-29,80.0000

2015-12-28,-40.0000

2015-12-24,-60.0000

2015-12-23,-60.0000

2015-12-22,-60.0000

2015-12-21,-40.0000

2015-12-18,-20.0000

2015-12-17,-60.0000

2015-12-16,-80.0000

2015-12-15,-100.0000

2015-12-14,-100.0000

2015-12-11,-100.0000

2015-12-10,-80.0000

2015-12-09,-100.0000

2015-12-08,-80.0000

2015-12-07,40.0000

2015-12-04,40.0000

2015-12-03,80.0000

2015-12-02,100.0000

2015-12-01,80.0000

2015-11-30,40.0000

2015-11-27,40.0000

2015-11-25,40.0000

2015-11-24,100.0000

2015-11-23,100.0000

2015-11-20,80.0000

2015-11-19,60.0000

2015-11-18,100.0000

2015-11-17,80.0000

2015-11-16,-40.0000

2015-11-13,20.0000

2015-11-12,40.0000

2015-11-11,-20.0000

2015-11-10,20.0000

2015-11-09,20.0000

2015-11-06,60.0000

2015-11-05,60.0000

2015-11-04,60.0000

2015-11-03,20.0000

2015-11-02,20.0000

2015-10-30,0.0000

2015-10-29,100.0000

2015-10-28,80.0000

2015-10-27,80.0000

2015-10-26,60.0000

2015-10-23,40.0000

2015-10-22,100.0000

2015-10-21,80.0000

2015-10-20,80.0000

2015-10-19,40.0000

2015-10-16,40.0000

2015-10-15,20.0000

2015-10-14,40.0000

2015-10-13,60.0000

2015-10-12,80.0000

2015-10-09,100.0000

2015-10-08,100.0000

2015-10-07,80.0000

2015-10-06,60.0000

2015-10-05,40.0000

2015-10-02,-80.0000

2015-10-01,-100.0000

2015-09-30,-80.0000

