time,PPO
2019-11-15,2.0261
2019-11-14,2.7388
2019-11-13,3.5627
2019-11-12,4.8829
2019-11-11,5.6764
2019-11-08,6.5057
2019-11-07,7.3578
2019-11-06,8.5490
2019-11-05,9.2899
2019-11-04,9.9138
2019-11-01,11.2012
2019-10-31,11.7540
2019-10-30,12.2152
2019-10-29,11.7596
2019-10-28,11.4013
2019-10-25,10.6300
2019-10-24,9.4886
2019-10-23,7.8758
2019-10-22,5.5073
2019-10-21,3.2308
2019-10-18,1.0461
2019-10-17,-1.4424
2019-10-16,-4.3324
2019-10-15,-6.8198
2019-10-14,-9.9261
2019-10-11,-12.4194
2019-10-10,-14.6612
2019-10-09,-16.8518
2019-10-08,-18.5001
2019-10-07,-19.5409
2019-10-04,-18.8263
2019-10-03,-18.2981
2019-10-02,-16.6119
2019-10-01,-14.6950
2019-09-30,-12.8053
2019-09-27,-10.9507
2019-09-26,-8.9334
2019-09-25,-7.3002
2019-09-24,-4.8249
2019-09-23,-1.6864
2019-09-20,1.1644
2019-09-19,4.0430
2019-09-18,5.3213
2019-09-17,6.4249
2019-09-16,7.0995
2019-09-13,7.6754
2019-09-12,9.0013
2019-09-11,10.1915
2019-09-10,10.9126
2019-09-09,11.9681
2019-09-06,12.5044
2019-09-05,12.4378
2019-09-04,12.4232
2019-09-03,12.1100
2019-08-30,11.8802
2019-08-29,12.0267
2019-08-28,12.5241
2019-08-27,13.1946
2019-08-26,13.0806
2019-08-23,12.9311
2019-08-22,11.3706
2019-08-21,9.5386
2019-08-20,7.8944
2019-08-19,6.5069
2019-08-16,5.1551
2019-08-15,4.0387
2019-08-14,3.1886
2019-08-13,2.2311
2019-08-12,1.4762
2019-08-09,0.6551
2019-08-08,0.4262
2019-08-07,0.1310
2019-08-06,1.1030
2019-08-05,2.0770
2019-08-02,2.9566
2019-08-01,3.9911
2019-07-31,5.1932
2019-07-30,5.4065
2019-07-29,5.2644
2019-07-26,5.2253
2019-07-25,4.8137
2019-07-24,4.6268
2019-07-23,4.4162
2019-07-22,3.9715
2019-07-19,2.8732
2019-07-18,1.8146
2019-07-17,0.6988
2019-07-16,-0.5199
2019-07-15,-1.6922
2019-07-12,-2.5410
2019-07-11,-3.2812
2019-07-10,-3.2499
2019-07-09,-2.8099
2019-07-08,-2.1896
2019-07-05,-1.5345
2019-07-03,-0.7557
2019-07-02,0.3082
2019-07-01,0.9648
2019-06-28,2.1795
2019-06-27,3.5011
2019-06-26,4.3260
2019-06-25,5.4100
2019-06-24,6.5389
2019-06-21,7.2723
2019-06-20,8.0292
2019-06-19,8.0031
2019-06-18,7.7088
2019-06-17,7.4180
2019-06-14,7.3951
2019-06-13,8.1481
2019-06-12,8.5331
2019-06-11,9.5359
2019-06-10,10.2691
2019-06-07,10.8447
2019-06-06,11.3752
2019-06-05,11.5715
2019-06-04,11.7905
2019-06-03,12.3428
2019-05-31,13.2507
2019-05-30,14.0979
2019-05-29,14.4132
2019-05-28,15.3878
2019-05-24,16.6945
2019-05-23,15.5586
2019-05-22,14.5477
2019-05-21,13.8664
2019-05-20,13.1000
2019-05-17,12.3467
2019-05-16,11.4457
2019-05-15,10.5029
2019-05-14,9.3965
2019-05-13,8.1391
2019-05-10,6.6895
2019-05-09,4.7104
2019-05-08,2.6118
2019-05-07,1.4428
2019-05-06,0.3983
2019-05-03,-0.7468
2019-05-02,-1.5115
2019-05-01,-2.5569
2019-04-30,-3.7171
2019-04-29,-4.4000
2019-04-26,-5.2479
2019-04-25,-5.8893
2019-04-24,-6.1559
2019-04-23,-5.9843
2019-04-22,-5.6626
2019-04-18,-4.4891
2019-04-17,-2.8746
2019-04-16,-2.0617
2019-04-15,-2.1657
2019-04-12,-2.0145
2019-04-11,-2.1158
2019-04-10,-2.1566
2019-04-09,-1.6899
2019-04-08,-1.5538
2019-04-05,-1.2515
2019-04-04,-1.2200
2019-04-03,-1.3301
2019-04-02,-1.7532
2019-04-01,-2.4092
2019-03-29,-3.0628
2019-03-28,-2.8020
2019-03-27,-1.3806
2019-03-26,0.6717
2019-03-25,2.3032
2019-03-22,3.7927
2019-03-21,5.7039
2019-03-20,7.1036
2019-03-19,8.5771
2019-03-18,10.2736
2019-03-15,11.8100
2019-03-14,13.4729
2019-03-13,14.9267
2019-03-12,16.5024
2019-03-11,17.5715
2019-03-08,16.5770
2019-03-07,16.1268
2019-03-06,15.7319
2019-03-05,14.9837
2019-03-04,14.2721
2019-03-01,13.5801
2019-02-28,12.7849
2019-02-27,11.8531
2019-02-26,10.9193
2019-02-25,9.8396
2019-02-22,9.1612
2019-02-21,8.3966
2019-02-20,8.7553
2019-02-19,8.5025
2019-02-15,8.1791
2019-02-14,7.6196
2019-02-13,7.0284
2019-02-12,6.5727
2019-02-11,6.9795
2019-02-08,7.8955
2019-02-07,7.8981
2019-02-06,8.1272
