time,TRIX
2019-11-15,0.9271
2019-11-14,1.2479
2019-11-13,1.5414
2019-11-12,1.7597
2019-11-11,1.7228
2019-11-08,1.4852
2019-11-07,0.9114
2019-11-06,0.3811
2019-11-05,0.2956
2019-11-04,0.1042
2019-11-01,-0.1537
2019-10-31,-0.2082
2019-10-30,-0.1474
2019-10-29,-0.1107
2019-10-28,-0.0759
2019-10-25,-0.0951
2019-10-24,-0.0551
2019-10-23,0.0197
2019-10-22,0.1185
2019-10-21,0.2698
2019-10-18,0.4180
2019-10-17,0.5458
2019-10-16,0.4656
2019-10-15,0.2948
2019-10-14,0.1074
2019-10-11,-0.0625
2019-10-10,-0.2221
2019-10-09,-0.3130
2019-10-08,-0.2218
2019-10-07,-0.1131
2019-10-04,-0.1111
2019-10-03,-0.2492
2019-10-02,-0.3915
2019-10-01,-0.4741
2019-09-30,-0.5374
2019-09-27,-0.6128
2019-09-26,-0.6407
2019-09-25,-0.7401
2019-09-24,-0.6247
2019-09-23,-0.2414
2019-09-20,0.0454
2019-09-19,0.2804
2019-09-18,0.4617
2019-09-17,0.6384
2019-09-16,0.7727
2019-09-13,0.7964
2019-09-12,0.7516
2019-09-11,0.5649
2019-09-10,0.2797
2019-09-09,0.0280
2019-09-06,-0.0179
2019-09-05,0.0301
2019-09-04,0.0522
2019-09-03,0.1563
2019-08-30,0.2618
2019-08-29,0.3005
2019-08-28,0.3441
2019-08-27,0.4482
2019-08-26,0.5569
2019-08-23,0.6723
2019-08-22,0.7733
2019-08-21,0.5729
2019-08-20,0.0812
2019-08-19,-0.5662
2019-08-16,-1.0547
2019-08-15,-1.2370
2019-08-14,-1.3063
2019-08-13,-1.3717
2019-08-12,-1.4589
2019-08-09,-1.4090
2019-08-08,-1.3761
2019-08-07,-1.3223
2019-08-06,-1.1149
2019-08-05,-0.7946
2019-08-02,-0.4314
2019-08-01,-0.2657
2019-07-31,-0.1191
2019-07-30,-0.0361
2019-07-29,0.0187
2019-07-26,0.0412
2019-07-25,0.0138
2019-07-24,-0.0684
2019-07-23,-0.2340
2019-07-22,-0.3360
2019-07-19,-0.3015
2019-07-18,-0.2534
2019-07-17,-0.1780
2019-07-16,-0.1565
2019-07-15,-0.1631
2019-07-12,-0.2079
2019-07-11,-0.2121
2019-07-10,-0.1802
2019-07-09,-0.0965
2019-07-08,0.0293
2019-07-05,0.2189
2019-07-03,0.2898
2019-07-02,0.2547
2019-07-01,0.1730
2019-06-28,0.1241
2019-06-27,0.1068
2019-06-26,0.1566
2019-06-25,0.2605
2019-06-24,0.4468
2019-06-21,0.5049
2019-06-20,0.5089
2019-06-19,0.4128
2019-06-18,0.2832
2019-06-17,0.1540
2019-06-14,0.0832
2019-06-13,0.0002
2019-06-12,-0.1793
2019-06-11,-0.4230
2019-06-10,-0.7930
2019-06-07,-1.0716
2019-06-06,-1.3030
2019-06-05,-1.5235
2019-06-04,-1.7748
2019-06-03,-2.0696
2019-05-31,-2.2427
2019-05-30,-2.4706
2019-05-29,-2.7216
2019-05-28,-2.9447
2019-05-24,-3.0918
2019-05-23,-3.0866
2019-05-22,-2.8839
2019-05-21,-2.5808
2019-05-20,-2.0607
2019-05-17,-1.3142
2019-05-16,-0.8297
2019-05-15,-0.8965
2019-05-14,-0.8750
2019-05-13,-0.7756
2019-05-10,-0.6105
2019-05-09,-0.5175
2019-05-08,-0.4246
2019-05-07,-0.3265
2019-05-06,-0.2796
2019-05-03,-0.2944
2019-05-02,-0.3618
2019-05-01,-0.3965
2019-04-30,-0.3952
2019-04-29,-0.3824
