time,ROCR
2019-11-15,1.0995
2019-11-14,1.1124
2019-11-13,1.0136
2019-11-12,1.0469
2019-11-11,1.0614
2019-11-08,1.0733
2019-11-07,1.0161
2019-11-06,1.0629
2019-11-05,1.0764
2019-11-04,0.5996
2019-11-01,0.5713
2019-10-31,0.6045
2019-10-30,0.6047
2019-10-29,0.5898
2019-10-28,1.0472
2019-10-25,1.0598
2019-10-24,0.9829
2019-10-23,1.0106
2019-10-22,1.0012
2019-10-21,1.0248
2019-10-18,1.0103
2019-10-17,1.0694
2019-10-16,1.0532
2019-10-15,1.0721
2019-10-14,0.9905
2019-10-11,0.9773
2019-10-10,0.9911
2019-10-09,0.9938
2019-10-08,0.9265
2019-10-07,0.9772
2019-10-04,1.0097
2019-10-03,0.9669
2019-10-02,0.9431
2019-10-01,0.9995
2019-09-30,0.9860
2019-09-27,0.9346
2019-09-26,0.9243
2019-09-25,0.8835
2019-09-24,0.8761
2019-09-23,0.8650
2019-09-20,0.9002
2019-09-19,0.9018
2019-09-18,0.9578
2019-09-17,1.0025
2019-09-16,1.0504
2019-09-13,1.0993
2019-09-12,1.1109
2019-09-11,1.1348
2019-09-10,1.1334
2019-09-09,1.0575
2019-09-06,1.0281
2019-09-05,1.0495
2019-09-04,1.0397
2019-09-03,0.9699
2019-08-30,1.0256
2019-08-29,0.9649
2019-08-28,0.9305
2019-08-27,0.9161
2019-08-26,0.9606
2019-08-23,0.9653
2019-08-22,1.0400
2019-08-21,1.0154
2019-08-20,0.9411
2019-08-19,0.9271
2019-08-16,0.9045
2019-08-15,0.8429
2019-08-14,0.8768
2019-08-13,0.9393
2019-08-12,0.9515
2019-08-09,0.9507
2019-08-08,1.0434
2019-08-07,1.0272
2019-08-06,0.9970
2019-08-05,0.8659
2019-08-02,0.9339
2019-08-01,0.9120
2019-07-31,0.9171
2019-07-30,0.9579
2019-07-29,1.0787
2019-07-26,0.9906
2019-07-25,0.9744
2019-07-24,0.9868
2019-07-23,0.9731
2019-07-22,0.9665
2019-07-19,0.9933
2019-07-18,1.0123
2019-07-17,0.9698
2019-07-16,0.9704
2019-07-15,1.0088
2019-07-12,0.9743
2019-07-11,0.9612
2019-07-10,1.0154
2019-07-09,1.0099
2019-07-08,0.9719
2019-07-05,1.0222
2019-07-03,1.0022
2019-07-02,0.9999
2019-07-01,1.0604
2019-06-28,1.0958
2019-06-27,1.0618
2019-06-26,1.0734
2019-06-25,1.0639
2019-06-24,1.0025
2019-06-21,1.0144
2019-06-20,0.9837
2019-06-19,1.0233
2019-06-18,1.0183
2019-06-17,1.1130
2019-06-14,1.0757
2019-06-13,1.1551
2019-06-12,1.1350
2019-06-11,1.0808
2019-06-10,1.0280
2019-06-07,1.0011
2019-06-06,0.9897
2019-06-05,0.9630
2019-06-04,1.0062
2019-06-03,0.9555
2019-05-31,0.9850
2019-05-30,0.9314
2019-05-29,0.9610
2019-05-28,1.0204
2019-05-24,1.0674
2019-05-23,1.0530
2019-05-22,1.0769
2019-05-21,1.0648
2019-05-20,1.0197
2019-05-17,0.9266
2019-05-16,0.9184
2019-05-15,0.9315
2019-05-14,0.8962
2019-05-13,0.8707
2019-05-10,0.9378
2019-05-09,0.9910
2019-05-08,0.9563
2019-05-07,1.0448
2019-05-06,1.0827
2019-05-03,1.0635
2019-05-02,0.9890
2019-05-01,1.0315
2019-04-30,0.9828
2019-04-29,0.9959
2019-04-26,1.0423
2019-04-25,1.0582
2019-04-24,1.0440
2019-04-23,1.0403
2019-04-22,1.0083
2019-04-18,0.9232
2019-04-17,0.9382
2019-04-16,0.9439
2019-04-15,0.9112
2019-04-12,0.9188
2019-04-11,0.9876
2019-04-10,0.9915
2019-04-09,0.9953
2019-04-08,1.0173
2019-04-05,1.0246
2019-04-04,1.0494
2019-04-03,1.0715
2019-04-02,1.0495
2019-04-01,1.0386
2019-03-29,1.0128
2019-03-28,0.9600
2019-03-27,0.9608
2019-03-26,0.9525
2019-03-25,0.8807
2019-03-22,0.9148
2019-03-21,0.9445
2019-03-20,0.9034
2019-03-19,0.9043
2019-03-18,1.0092
2019-03-15,1.0215
2019-03-14,1.0014
2019-03-13,0.9973
2019-03-12,0.9834
2019-03-11,0.9790
2019-03-08,0.8841
2019-03-07,0.9040
2019-03-06,0.9401
2019-03-05,0.9871
2019-03-04,0.9551
2019-03-01,1.0381
2019-02-28,1.0262
2019-02-27,0.9952
2019-02-26,0.9628
2019-02-25,0.9814
2019-02-22,0.9697
2019-02-21,0.9848
2019-02-20,1.0265
2019-02-19,1.0699
2019-02-15,0.9667
2019-02-14,1.0024
2019-02-13,0.9616
2019-02-12,0.9962
2019-02-11,0.9591
2019-02-08,1.0743
2019-02-07,1.0233
2019-02-06,1.0500
2019-02-05,1.0369
