time,ROCR
2019-11-15,1.2900
2019-11-14,1.2553
2019-11-13,1.0094
2019-11-12,0.9698
2019-11-11,0.9196
2019-11-08,0.8324
2019-11-07,0.8048
2019-11-06,0.9439
2019-11-05,0.9479
2019-11-04,0.9566
2019-11-01,1.0954
2019-10-31,1.1218
2019-10-30,1.1605
2019-10-29,1.1409
2019-10-28,1.1041
2019-10-25,1.0292
2019-10-24,0.9436
2019-10-23,0.9718
2019-10-22,0.9717
2019-10-21,1.1168
2019-10-18,1.0686
2019-10-17,1.1975
2019-10-16,1.1249
2019-10-15,1.2298
2019-10-14,1.1211
2019-10-11,1.1389
2019-10-10,1.0670
2019-10-09,1.1478
2019-10-08,1.0547
2019-10-07,1.0441
2019-10-04,1.0705
2019-10-03,1.0532
2019-10-02,0.9654
2019-10-01,0.9891
2019-09-30,0.9478
2019-09-27,0.9231
2019-09-26,0.7726
2019-09-25,0.8184
2019-09-24,0.6878
2019-09-23,0.7180
2019-09-20,0.7323
2019-09-19,0.9051
2019-09-18,0.8673
2019-09-17,1.0443
2019-09-16,0.9286
2019-09-13,0.8687
2019-09-12,0.8853
2019-09-11,0.8866
2019-09-10,0.9188
2019-09-09,1.0639
2019-09-06,1.1333
2019-09-05,1.1442
2019-09-04,1.1489
2019-09-03,1.0970
2019-08-30,1.0989
2019-08-29,1.0772
2019-08-28,1.0527
2019-08-27,1.0950
2019-08-26,1.0596
2019-08-23,1.0511
2019-08-22,1.0753
2019-08-21,1.0613
2019-08-20,0.9921
2019-08-19,1.0049
2019-08-16,1.0456
2019-08-15,1.0604
2019-08-14,1.2932
2019-08-13,1.3742
2019-08-12,1.3093
2019-08-09,1.2466
2019-08-08,1.2101
2019-08-07,0.9772
2019-08-06,0.9312
2019-08-05,0.9756
2019-08-02,0.9102
2019-08-01,0.9434
2019-07-31,0.9598
2019-07-30,1.0080
2019-07-29,0.9680
2019-07-26,1.0337
2019-07-25,0.9805
2019-07-24,0.9846
2019-07-23,0.9373
2019-07-22,1.0408
2019-07-19,1.0427
2019-07-18,1.0429
2019-07-17,1.0564
2019-07-16,1.0826
2019-07-15,1.0106
2019-07-12,1.0444
2019-07-11,1.1180
2019-07-10,1.1123
2019-07-09,1.1317
2019-07-08,1.1399
2019-07-05,1.0523
2019-07-03,1.0131
2019-07-02,0.9979
2019-07-01,0.9134
2019-06-28,0.8831
2019-06-27,0.8888
2019-06-26,0.8667
2019-06-25,0.8933
2019-06-24,0.9633
2019-06-21,1.0054
2019-06-20,0.9993
2019-06-19,1.0155
2019-06-18,1.0418
2019-06-17,1.0321
2019-06-14,1.0015
2019-06-13,1.0471
2019-06-12,1.0310
2019-06-11,1.0705
2019-06-10,1.1215
2019-06-07,1.1269
2019-06-06,1.0740
2019-06-05,1.1080
2019-06-04,1.0537
2019-06-03,0.9366
2019-05-31,1.0047
2019-05-30,1.0604
2019-05-29,1.0476
2019-05-28,1.0660
2019-05-24,1.1398
2019-05-23,1.0805
2019-05-22,1.0562
2019-05-21,1.0580
2019-05-20,1.0488
2019-05-17,1.0155
2019-05-16,1.0013
2019-05-15,1.2837
2019-05-14,1.2860
2019-05-13,1.2084
2019-05-10,1.2727
2019-05-09,1.2917
2019-05-08,1.0193
2019-05-07,1.0129
2019-05-06,1.0390
2019-05-03,1.0249
2019-05-02,1.0549
2019-05-01,1.0446
2019-04-30,1.0335
2019-04-29,1.0873
2019-04-26,1.1193
2019-04-25,1.0784
2019-04-24,1.0505
2019-04-23,1.0873
2019-04-22,1.0301
2019-04-18,0.9664
2019-04-17,0.9664
2019-04-16,0.9784
2019-04-15,0.9318
2019-04-12,0.8912
