time,TRIX
2019-11-15,0.2181
2019-11-14,0.0664
2019-11-13,-0.1714
2019-11-12,-0.4784
2019-11-11,-0.6974
2019-11-08,-0.8512
2019-11-07,-0.8356
2019-11-06,-0.5999
2019-11-05,-0.3943
2019-11-04,-0.1669
2019-11-01,-0.0881
2019-10-31,-0.1099
2019-10-30,-0.1142
2019-10-29,-0.1945
2019-10-28,-0.2575
2019-10-25,-0.4886
2019-10-24,-0.6335
2019-10-23,-0.7172
2019-10-22,-0.3811
2019-10-21,-0.0093
2019-10-18,0.2177
2019-10-17,0.5241
2019-10-16,0.6464
2019-10-15,0.7563
2019-10-14,0.5028
2019-10-11,0.2227
2019-10-10,0.1018
2019-10-09,0.0631
2019-10-08,0.1609
2019-10-07,0.2228
2019-10-04,0.0172
2019-10-03,-0.2774
2019-10-02,-0.5759
2019-10-01,-0.7309
2019-09-30,-0.9380
2019-09-27,-1.1216
2019-09-26,-1.2471
2019-09-25,-1.4308
2019-09-24,-1.5255
2019-09-23,-1.3671
2019-09-20,-1.3575
2019-09-19,-1.3635
2019-09-18,-1.3724
2019-09-17,-1.3239
2019-09-16,-1.2501
2019-09-13,-1.1996
2019-09-12,-1.1047
2019-09-11,-1.0617
2019-09-10,-0.7582
2019-09-09,-0.2552
2019-09-06,0.0778
2019-09-05,0.2127
2019-09-04,0.2717
2019-09-03,0.4485
2019-08-30,0.7005
2019-08-29,0.9558
2019-08-28,1.1279
2019-08-27,1.1907
2019-08-26,1.0714
2019-08-23,1.0197
2019-08-22,1.0139
2019-08-21,0.8448
2019-08-20,0.6134
2019-08-19,0.5441
2019-08-16,0.6432
2019-08-15,0.8278
2019-08-14,1.1112
2019-08-13,1.2996
2019-08-12,1.1899
2019-08-09,0.9479
2019-08-08,0.5461
2019-08-07,0.2234
2019-08-06,0.0714
2019-08-05,0.0301
2019-08-02,0.0777
2019-08-01,-0.0438
2019-07-31,-0.2063
2019-07-30,-0.0207
2019-07-29,0.2555
2019-07-26,0.4567
2019-07-25,0.4625
2019-07-24,0.5067
2019-07-23,0.5780
2019-07-22,0.5954
2019-07-19,0.5129
2019-07-18,0.4407
2019-07-17,0.3280
2019-07-16,0.2827
2019-07-15,0.3165
2019-07-12,0.3077
2019-07-11,0.4697
2019-07-10,0.5422
2019-07-09,0.5054
2019-07-08,0.3628
2019-07-05,0.1762
2019-07-03,0.0145
2019-07-02,-0.1954
2019-07-01,-0.3975
2019-06-28,-0.4801
2019-06-27,-0.4367
2019-06-26,-0.2504
2019-06-25,0.2378
2019-06-24,0.8156
2019-06-21,1.0052
2019-06-20,0.9303
2019-06-19,0.7729
2019-06-18,0.6530
2019-06-17,0.8379
2019-06-14,1.0159
2019-06-13,1.1875
2019-06-12,1.2798
2019-06-11,1.2525
2019-06-10,1.1526
2019-06-07,0.9127
2019-06-06,0.5752
2019-06-05,0.2647
2019-06-04,0.0385
2019-06-03,0.1258
2019-05-31,0.3529
2019-05-30,0.4546
2019-05-29,0.5414
2019-05-28,0.6581
2019-05-24,0.6350
2019-05-23,0.7023
2019-05-22,0.7890
2019-05-21,0.7512
2019-05-20,0.7830
2019-05-17,0.8235
2019-05-16,0.6832
2019-05-15,0.4732
2019-05-14,0.5331
2019-05-13,0.8355
2019-05-10,1.2126
2019-05-09,1.4870
2019-05-08,1.7243
2019-05-07,1.9037
2019-05-06,1.9948
2019-05-03,1.7968
2019-05-02,1.4491
2019-05-01,1.0977
2019-04-30,0.7943
2019-04-29,0.4969
2019-04-26,0.5096
2019-04-25,0.6066
2019-04-24,0.7665
2019-04-23,0.8800
2019-04-22,0.8795
2019-04-18,0.8211
2019-04-17,0.7882
2019-04-16,0.7660
2019-04-15,0.6805
2019-04-12,0.4558
2019-04-11,0.2149
2019-04-10,-0.0027
2019-04-09,-0.1587
2019-04-08,-0.2489
2019-04-05,-0.2172
2019-04-04,-0.0629
2019-04-03,0.1238
2019-04-02,0.1315
2019-04-01,0.1824
2019-03-29,0.1248
2019-03-28,0.0573
2019-03-27,0.0678
2019-03-26,0.1436
2019-03-25,0.1726
2019-03-22,0.3031
2019-03-21,0.5028
2019-03-20,0.6283
2019-03-19,0.8478
2019-03-18,1.0383
2019-03-15,1.1114
2019-03-14,1.0887
2019-03-13,0.9195
2019-03-12,0.7024
2019-03-11,0.4653
2019-03-08,0.2670
2019-03-07,0.3014
2019-03-06,0.4127
2019-03-05,0.5339
2019-03-04,0.6621
2019-03-01,0.7765
2019-02-28,0.7531
2019-02-27,0.7331
2019-02-26,0.6771
2019-02-25,0.6499
2019-02-22,0.5386
2019-02-21,0.5045
2019-02-20,0.5581
2019-02-19,0.5548
2019-02-15,0.4863
2019-02-14,0.4833
2019-02-13,0.5421
2019-02-12,0.6994
2019-02-11,0.7862
2019-02-08,0.9090
2019-02-07,0.9654
2019-02-06,1.0764
2019-02-05,1.0797
2019-02-04,0.9935
2019-02-01,0.8228
2019-01-31,0.6551
2019-01-30,0.5266
2019-01-29,0.5677
2019-01-28,0.7334
2019-01-25,0.8152
2019-01-24,0.8207
2019-01-23,0.9493
2019-01-22,1.1248
2019-01-18,1.2728
2019-01-17,1.3092
2019-01-16,1.2846
2019-01-15,1.1870
2019-01-14,1.1590
2019-01-11,1.2084
2019-01-10,1.1631
2019-01-09,1.0279
2019-01-08,0.7605
2019-01-07,0.4618
2019-01-04,0.1343
2019-01-03,-0.0334
2019-01-02,-0.0916
2018-12-31,-0.5077
2018-12-28,-1.0412
2018-12-27,-1.4971
