timestamp,open,high,low,close,volume
2019-07-25,207.0000,222.8900,205.4500,222.8600,10015800
2019-07-24,201.0000,205.5000,197.2100,202.9200,7168700
2019-07-23,199.6000,208.4800,191.7800,195.4800,10669200
2019-07-22,178.5000,200.8000,177.7600,194.2000,11395400
2019-07-19,172.0000,178.5500,170.7700,176.7900,4256200
2019-07-18,169.4000,172.4500,167.8100,170.3400,1692300
2019-07-17,173.0800,173.4300,168.1060,169.6400,2437300
2019-07-16,168.4500,174.6730,166.9985,172.5900,3969100
2019-07-15,168.1600,170.7000,166.0000,166.5300,2652900
2019-07-12,172.3700,172.4000,164.7500,166.8100,4659900
2019-07-11,165.0000,174.2400,163.5500,174.2000,5469500
2019-07-10,159.4800,163.8800,158.0000,163.5100,3982900
2019-07-09,158.7300,159.5900,154.5100,157.8200,2607700
2019-07-08,152.4900,158.9300,152.0000,156.6700,3615500
2019-07-05,150.0000,153.7900,148.0560,152.6300,2040300
2019-07-03,151.0040,154.0000,148.7000,151.5000,2261000
2019-07-02,152.9932,153.7000,147.0200,149.7100,3267500
2019-07-01,161.4900,162.4500,151.9865,152.5800,4438900
2019-06-28,165.3000,168.8000,159.5500,160.6800,7315300
2019-06-27,157.3100,164.7900,155.4500,162.9100,5731400
2019-06-26,160.1000,162.2500,153.0200,160.4800,6378600
2019-06-25,138.5000,150.6900,138.3309,150.6000,6632500
2019-06-24,151.8800,152.7000,138.0000,140.9900,6538500
2019-06-21,153.5400,161.7900,150.0000,154.1300,7474600
2019-06-20,173.0000,174.0000,163.3000,165.1700,6660500
2019-06-19,171.3700,174.4592,162.2500,169.2800,9452000
2019-06-18,200.0000,201.8800,160.7000,169.8900,23966900
2019-06-17,163.1800,171.1900,160.5973,169.9600,14626700
2019-06-14,142.0100,157.9000,141.8000,151.4800,14964600
2019-06-13,141.5200,146.4500,134.2500,141.3900,9474600
2019-06-12,133.9900,150.4500,131.5630,141.9700,16918600
2019-06-11,145.2500,150.0000,125.2300,126.0400,15516000
2019-06-10,155.7000,186.4300,147.0000,168.1000,24986000
2019-06-07,130.0000,149.4600,120.7600,138.6500,23916700
2019-06-06,101.9993,102.2500,98.8500,99.5000,6484000
2019-06-05,105.5000,105.5000,99.6400,102.6000,4283500
2019-06-04,101.2500,103.5000,97.8200,103.4100,5484900
2019-06-03,104.1400,108.6726,95.6620,96.1600,8027700
2019-05-31,100.0000,104.5500,97.2600,104.1200,7733900
2019-05-30,101.8970,105.2500,94.0300,98.5900,12359800
2019-05-29,90.0500,97.6500,87.3200,97.5000,8372000
2019-05-28,83.9800,88.8300,83.7000,86.0000,6604000
2019-05-24,83.9200,85.5000,79.5100,79.6700,2909500
2019-05-23,79.4000,83.8000,78.1230,82.1000,4331300
2019-05-22,77.3800,81.7400,77.0000,77.6300,3898400
2019-05-21,88.0300,88.7500,76.7600,77.5000,9065100
2019-05-20,88.9000,90.9600,83.1300,86.0900,5189700
2019-05-17,92.4600,96.6800,85.7100,89.3500,10724100
2019-05-16,90.1000,96.7840,89.5100,92.9200,13900300
2019-05-15,79.0000,93.0000,74.5500,86.9200,18356200
2019-05-14,72.4800,80.7500,71.1200,79.6800,7079600
2019-05-13,65.4600,71.9600,63.3600,69.5000,4784500
2019-05-10,69.0900,69.3320,61.6000,66.2200,4888000
2019-05-09,70.5000,73.2000,67.1000,68.2700,6284500
2019-05-08,83.6100,85.3800,70.7850,72.2500,14711800
2019-05-07,77.1400,85.4500,75.0000,79.1700,16532100
2019-05-06,62.7300,74.8400,62.5000,74.7900,8746200
2019-05-03,72.0000,74.0000,65.6600,66.7900,13139400
2019-05-02,46.0000,72.9500,45.0000,65.7500,23119000
