time,SlowD,SlowK
2019-11-18,17.2387,17.2913
2019-11-15,17.9798,18.4118
2019-11-14,23.2493,16.0131
2019-11-13,28.5934,19.5145
2019-11-12,28.8973,34.2204
2019-11-11,23.8548,32.0453
2019-11-08,24.0619,20.4262
2019-11-07,31.1913,19.0929
2019-11-06,34.9199,32.6667
2019-11-05,30.8431,41.8144
2019-11-04,23.5916,30.2785
2019-11-01,25.2377,20.4364
2019-10-31,39.4654,20.0600
2019-10-30,60.9407,35.2168
2019-10-29,81.9583,63.1195
2019-10-28,87.6092,84.4858
2019-10-25,78.4713,98.2696
2019-10-24,58.2365,80.0722
2019-10-23,45.1615,57.0720
2019-10-22,41.8288,37.5654
2019-10-21,50.7659,40.8472
2019-10-18,53.8755,47.0738
2019-10-17,52.3310,64.3766
2019-10-16,36.6757,50.1760
2019-10-15,32.2796,42.4404
2019-10-14,35.0501,17.4106
2019-10-11,53.1525,36.9879
2019-10-10,65.3330,50.7518
2019-10-09,72.3999,71.7178
2019-10-08,67.8083,73.5294
2019-10-07,56.2175,71.9525
2019-10-04,39.3454,57.9430
2019-10-03,24.5944,38.7570
2019-10-02,18.0045,21.3363
2019-10-01,18.4001,13.6900
2019-09-30,20.3837,18.9871
2019-09-27,18.8586,22.5231
2019-09-26,17.0723,19.6407
2019-09-25,15.7452,14.4120
2019-09-24,16.6026,17.1643
2019-09-23,14.3099,15.6593
2019-09-20,13.9319,16.9842
2019-09-19,14.0432,10.2861
2019-09-18,16.1445,14.5254
2019-09-17,21.1594,17.3182
2019-09-16,30.7689,16.5898
2019-09-13,47.3135,29.5701
2019-09-12,63.8712,46.1467
2019-09-11,76.4246,66.2236
2019-09-10,85.7234,79.2433
2019-09-09,90.6823,83.8070
2019-09-06,89.7424,94.1199
2019-09-05,81.8546,94.1199
2019-09-04,68.4750,80.9873
2019-09-03,54.7989,70.4565
2019-08-30,42.1110,53.9813
2019-08-29,37.4859,39.9591
2019-08-28,44.7104,32.3926
2019-08-27,59.8868,40.1059
2019-08-26,70.3798,61.6326
2019-08-23,69.2559,77.9219
2019-08-22,56.0091,71.5849
2019-08-21,41.0070,58.2608
