time,SlowD,SlowK
2019-11-18,83.4370,80.0126
2019-11-15,85.5480,83.4301
2019-11-14,80.0307,86.8684
2019-11-13,65.1950,86.3456
2019-11-12,43.0588,66.8780
2019-11-11,23.3873,42.3613
2019-11-08,15.3544,19.9371
2019-11-07,20.1129,7.8634
2019-11-06,33.9103,18.2627
2019-11-05,47.2981,34.2127
2019-11-04,55.0319,49.2555
2019-11-01,62.1919,58.4261
2019-10-31,67.0483,57.4141
2019-10-30,74.1496,70.7355
2019-10-29,68.4755,72.9953
2019-10-28,54.8527,78.7179
2019-10-25,33.5446,53.7133
2019-10-24,19.6921,32.1269
2019-10-23,15.7436,14.7937
2019-10-22,18.8395,12.1558
2019-10-21,32.2962,20.2812
2019-10-18,49.8926,24.0814
2019-10-17,70.3018,52.5259
2019-10-16,78.4029,73.0704
2019-10-15,73.0141,85.3093
2019-10-14,59.5397,76.8291
2019-10-11,50.8006,56.9040
2019-10-10,54.6766,44.8860
2019-10-09,69.5026,50.6117
2019-10-08,78.7599,68.5321
2019-10-07,81.0372,89.3640
2019-10-04,75.0483,78.3835
2019-10-03,72.6912,75.3642
2019-10-02,69.1591,71.3972
2019-10-01,64.5267,71.3123
2019-09-30,56.3702,64.7677
2019-09-27,44.8639,57.5001
2019-09-26,31.2651,46.8428
2019-09-25,21.3103,30.2487
2019-09-24,17.8402,16.7038
2019-09-23,18.0774,16.9783
2019-09-20,20.2576,19.8385
2019-09-19,20.0843,17.4153
2019-09-18,23.0625,23.5190
2019-09-17,22.1745,19.3187
2019-09-16,22.3493,26.3499
2019-09-13,18.2760,20.8550
2019-09-12,17.7791,19.8428
2019-09-11,24.6842,14.1300
2019-09-10,35.9890,19.3645
2019-09-09,45.1018,40.5581
2019-09-06,43.6986,48.0444
2019-09-05,39.3614,46.7030
2019-09-04,37.4486,36.3484
2019-09-03,45.1850,35.0328
2019-08-30,58.9911,40.9645
2019-08-29,71.5159,59.5576
2019-08-28,77.6944,76.4511
2019-08-27,79.2126,78.5391
2019-08-26,84.3859,78.0931
2019-08-23,86.5058,81.0055
2019-08-22,81.9664,94.0590
2019-08-21,64.0551,84.4530
2019-08-20,46.3634,67.3871
2019-08-19,39.6666,40.3251
2019-08-16,50.2208,31.3780
2019-08-15,70.6765,47.2967
2019-08-14,86.4301,71.9878
2019-08-13,92.4413,92.7451
2019-08-12,86.8741,94.5575
2019-08-09,72.8122,90.0213
2019-08-08,57.9671,76.0434
2019-08-07,50.1778,52.3720
2019-08-06,50.1681,45.4860
2019-08-05,47.9846,52.6754
2019-08-02,37.5671,52.3430
2019-08-01,32.5971,38.9353
2019-07-31,36.6978,21.4229
2019-07-30,48.1886,37.4332
2019-07-29,51.7865,51.2373
2019-07-26,53.2721,55.8954
2019-07-25,57.0403,48.2267
2019-07-24,66.9004,55.6941
2019-07-23,73.0033,67.2002
2019-07-22,73.9354,77.8070
2019-07-19,71.8551,74.0026
2019-07-18,66.7304,69.9966
2019-07-17,61.0776,71.5660
2019-07-16,51.7102,58.6284
2019-07-15,51.4339,53.0385
2019-07-12,55.9344,43.4637
2019-07-11,66.1952,57.7997
2019-07-10,73.0395,66.5400
2019-07-09,79.3780,74.2458
2019-07-08,83.1527,78.3327
2019-07-05,81.1748,85.5554
2019-07-03,70.8964,85.5700
2019-07-02,52.8936,72.3989
2019-07-01,34.9356,54.7201
2019-06-28,21.4301,31.5618
2019-06-27,21.6567,18.5249
2019-06-26,33.6128,14.2037
2019-06-25,54.9639,32.2415
2019-06-24,64.9426,54.3933
2019-06-21,64.9188,78.2568
2019-06-20,50.3792,62.1777
2019-06-19,44.6655,54.3219
2019-06-18,45.1814,34.6382
2019-06-17,56.5363,45.0364
2019-06-14,68.0765,55.8697
2019-06-13,77.2786,68.7027
2019-06-12,84.1589,79.6572
2019-06-11,89.1832,83.4757
2019-06-10,90.0906,89.3438
2019-06-07,79.8692,94.7300
2019-06-06,60.0163,86.1979
2019-06-05,41.3563,58.6796
2019-06-04,33.4426,35.1715
2019-06-03,39.1402,30.2178
2019-05-31,48.5047,34.9385
2019-05-30,58.1146,52.2643
2019-05-29,62.7962,58.3112
2019-05-28,66.4414,63.7683
2019-05-24,70.9984,66.3090
2019-05-23,74.2617,69.2468
2019-05-22,78.6246,77.4393
2019-05-21,83.3189,76.0989
2019-05-20,84.5517,82.3356
2019-05-17,75.7842,91.5222
2019-05-16,58.3250,79.7974
2019-05-15,45.0954,56.0330
2019-05-14,45.4191,39.1445
2019-05-13,54.5636,40.1086
2019-05-10,68.4263,57.0043
2019-05-09,78.7709,66.5778
2019-05-08,87.5635,81.6968
