time,PPO
2019-11-15,4.7793
2019-11-14,4.1867
2019-11-13,3.6855
2019-11-12,3.3399
2019-11-11,2.6961
2019-11-08,1.9562
2019-11-07,1.0936
2019-11-06,0.3548
2019-11-05,0.3134
2019-11-04,0.1643
2019-11-01,0.3184
2019-10-31,0.5949
2019-10-30,0.9892
2019-10-29,1.3924
2019-10-28,1.5541
2019-10-25,1.4615
2019-10-24,0.9956
2019-10-23,0.4857
2019-10-22,0.0894
2019-10-21,-0.1147
2019-10-18,-0.3449
2019-10-17,-0.7176
2019-10-16,-1.3164
2019-10-15,-1.8305
2019-10-14,-2.2289
2019-10-11,-2.1570
2019-10-10,-2.2854
2019-10-09,-2.7344
2019-10-08,-2.6331
2019-10-07,-2.3628
2019-10-04,-1.9839
2019-10-03,-1.6412
2019-10-02,-1.2501
2019-10-01,-0.6308
2019-09-30,0.0507
2019-09-27,0.6438
2019-09-26,1.2334
2019-09-25,1.5190
2019-09-24,1.6446
2019-09-23,2.0705
2019-09-20,2.5073
2019-09-19,2.6864
2019-09-18,2.6636
2019-09-17,2.8542
2019-09-16,2.9614
2019-09-13,2.7904
2019-09-12,2.6838
2019-09-11,2.5130
2019-09-10,2.1507
2019-09-09,1.8475
2019-09-06,1.9201
2019-09-05,2.0703
2019-09-04,1.7485
2019-09-03,0.8624
2019-08-30,-0.2351
2019-08-29,-1.3756
2019-08-28,-2.3901
2019-08-27,-3.4802
2019-08-26,-4.2714
2019-08-23,-4.8754
2019-08-22,-5.4285
2019-08-21,-6.1601
2019-08-20,-6.9818
2019-08-19,-7.2886
2019-08-16,-7.2559
2019-08-15,-6.6935
2019-08-14,-5.9437
2019-08-13,-5.1858
2019-08-12,-4.4339
2019-08-09,-3.6787
2019-08-08,-2.9618
2019-08-07,-2.4769
2019-08-06,-2.1791
2019-08-05,-1.8428
2019-08-02,-1.5190
2019-08-01,-1.3605
2019-07-31,-1.1299
2019-07-30,-1.0104
2019-07-29,-0.9924
2019-07-26,-1.0586
2019-07-25,-1.1636
2019-07-24,-1.2214
2019-07-23,-1.3835
2019-07-22,-1.2327
2019-07-19,-0.8136
2019-07-18,-0.3291
2019-07-17,0.0004
2019-07-16,0.3336
2019-07-15,0.6121
2019-07-12,0.8487
2019-07-11,0.9242
2019-07-10,1.1780
2019-07-09,1.5856
2019-07-08,2.0046
2019-07-05,2.3874
2019-07-03,2.5508
2019-07-02,2.3945
2019-07-01,2.1042
