time,ROCR
2019-11-15,0.9956
2019-11-14,0.9861
2019-11-13,0.9881
2019-11-12,0.9722
2019-11-11,0.9805
2019-11-08,0.9992
2019-11-07,1.0219
2019-11-06,1.0205
2019-11-05,1.0340
2019-11-04,1.0297
2019-11-01,1.0254
2019-10-31,0.9857
2019-10-30,0.9924
2019-10-29,1.0191
2019-10-28,1.0078
2019-10-25,1.0124
2019-10-24,1.0319
2019-10-23,1.0284
2019-10-22,1.0068
2019-10-21,1.0361
2019-10-18,1.0208
2019-10-17,1.0328
2019-10-16,1.0403
2019-10-15,1.0562
2019-10-14,1.0161
2019-10-11,1.0087
2019-10-10,1.0094
2019-10-09,1.0167
2019-10-08,0.9780
2019-10-07,0.9883
2019-10-04,1.0043
2019-10-03,0.9815
2019-10-02,0.9719
2019-10-01,1.0155
2019-09-30,1.0305
2019-09-27,1.0204
2019-09-26,1.0229
2019-09-25,1.0192
2019-09-24,0.9869
2019-09-23,0.9852
2019-09-20,0.9906
2019-09-19,1.0031
2019-09-18,1.0304
2019-09-17,1.0612
2019-09-16,1.0683
2019-09-13,1.0603
2019-09-12,1.0463
2019-09-11,1.0554
2019-09-10,1.0456
2019-09-09,1.0163
2019-09-06,1.0194
2019-09-05,1.0540
2019-09-04,1.0195
2019-09-03,1.0050
2019-08-30,1.0251
2019-08-29,0.9974
2019-08-28,0.9663
2019-08-27,0.9804
2019-08-26,0.9667
2019-08-23,0.9860
2019-08-22,1.0410
2019-08-21,1.0339
2019-08-20,0.9856
2019-08-19,1.0247
2019-08-16,0.9965
2019-08-15,0.9510
2019-08-14,0.9714
2019-08-13,1.0085
2019-08-12,0.9984
2019-08-09,0.9755
2019-08-08,0.9773
2019-08-07,0.9406
2019-08-06,0.9210
2019-08-05,0.8991
2019-08-02,0.9350
2019-08-01,0.9674
2019-07-31,1.0102
2019-07-30,0.9634
2019-07-29,0.9870
2019-07-26,0.9859
2019-07-25,0.9730
2019-07-24,0.9525
2019-07-23,1.0052
2019-07-22,0.9812
2019-07-19,0.9757
2019-07-18,0.9955
2019-07-17,0.9946
2019-07-16,1.0028
2019-07-15,1.0149
2019-07-12,1.0074
2019-07-11,0.9777
2019-07-10,0.9912
2019-07-09,0.9970
2019-07-08,1.0169
2019-07-05,1.0279
2019-07-03,1.0386
2019-07-02,1.0380
2019-07-01,1.0235
2019-06-28,1.0045
2019-06-27,0.9976
2019-06-26,1.0106
2019-06-25,1.0073
2019-06-24,1.0227
2019-06-21,1.0128
2019-06-20,0.9896
2019-06-19,0.9892
