time,SAR

2019-11-15,116.5978

2019-11-14,116.2600

2019-11-13,150.0922

2019-11-12,150.4339

2019-11-11,150.7791

2019-11-08,151.1278

2019-11-07,151.4800

2019-11-06,121.4849

2019-11-05,119.5704

2019-11-04,117.5336

2019-11-01,115.3668

2019-10-31,113.0617

2019-10-30,110.6094

2019-10-29,108.5621

2019-10-28,106.9117

2019-10-25,105.9011

2019-10-24,104.8591

2019-10-23,103.7850

2019-10-22,102.6776

2019-10-21,101.5360

2019-10-18,100.3591

2019-10-17,99.1457

2019-10-16,98.4287

2019-10-15,98.0800

2019-10-14,128.0390

2019-10-11,129.9513

2019-10-10,131.9856

2019-10-09,134.1498

2019-10-08,136.4521

2019-10-07,138.9014

2019-10-04,141.5070

2019-10-03,144.2790

2019-10-02,147.2278

2019-10-01,150.3649

2019-09-30,153.7023

2019-09-27,157.2526

2019-09-26,160.3369

2019-09-25,163.5835

2019-09-24,167.0010

2019-09-23,169.6419

2019-09-20,172.3928

2019-09-19,173.7967

2019-09-18,174.7357

2019-09-17,175.0913

2019-09-16,175.4505

2019-09-13,175.8133

2019-09-12,176.1798

2019-09-11,176.5500

2019-09-10,176.5500

2019-09-09,140.2966

2019-09-06,136.1139

2019-09-05,131.9628

2019-09-04,127.2986

2019-09-03,123.9740

2019-08-30,121.0747

2019-08-29,118.5507

2019-08-28,116.3529

2019-08-27,113.9897

2019-08-26,112.0103

2019-08-23,110.3603

2019-08-22,109.0379

2019-08-21,107.6603

2019-08-20,106.2253

2019-08-19,104.7305

2019-08-16,103.1734

2019-08-15,101.5515

2019-08-14,99.8620

2019-08-13,98.1021

2019-08-12,96.9129

2019-08-09,96.2745

2019-08-08,96.0000

2019-08-07,112.4734

2019-08-06,112.8096

2019-08-05,113.1526

2019-08-02,113.2956

2019-08-01,113.4400

2019-07-31,98.4255

2019-07-30,97.7999

2019-07-29,97.1482

2019-07-26,96.4694

2019-07-25,95.7623

2019-07-24,95.0257

2019-07-23,94.2585

2019-07-22,93.4592

2019-07-19,92.6267

2019-07-18,91.7595

2019-07-17,90.8561

2019-07-16,89.9151

2019-07-15,89.4211

2019-07-12,88.9117

2019-07-11,88.3866

2019-07-10,87.8453

2019-07-09,87.5066

2019-07-08,87.3400

2019-07-05,103.8467

2019-07-03,104.7155

2019-07-02,105.6300

2019-07-01,106.2734

2019-06-28,106.9437

2019-06-27,107.4191

2019-06-26,107.9093

2019-06-25,108.2236

2019-06-24,108.3200

2019-06-21,102.3012

2019-06-20,101.0684

2019-06-19,100.0243

2019-06-18,98.9486

2019-06-17,97.6830

2019-06-14,96.1942

2019-06-13,94.6955

2019-06-12,93.1065

2019-06-11,91.6169

2019-06-10,89.9242

2019-06-07,88.0007

2019-06-06,86.2705

2019-06-05,84.3264

2019-06-04,83.0349

2019-06-03,81.5998

2019-05-31,80.0054

2019-05-30,78.2338

2019-05-29,76.2653

2019-05-28,74.0781

2019-05-24,71.6479

2019-05-23,69.8328

