timestamp,open,high,low,close,volume
2020-01-14,134.0400,137.1300,131.1200,133.4200,11129316
2020-01-13,130.2300,135.0000,126.3000,133.9300,18365417
2020-01-10,132.6400,133.0000,128.1000,128.4000,13453463
2020-01-09,135.6700,138.7700,131.2400,133.7900,12642458
2020-01-08,137.1100,137.9299,132.8500,134.6400,11314840
2020-01-07,144.0100,144.2300,137.9100,138.1900,11779530
2020-01-06,136.2600,144.5500,135.7548,143.3700,14432742
2020-01-03,134.5100,138.8900,134.0000,137.5100,8645170
2020-01-02,135.9900,137.3300,133.5800,137.1000,9941860
2019-12-31,128.7500,134.8500,127.2200,133.9000,13780356
2019-12-30,137.5035,138.7500,130.6000,131.6000,14494280
2019-12-27,144.9400,145.1000,139.0000,139.5200,13326949
2019-12-26,146.6900,149.4900,143.8200,144.6000,14677300
2019-12-24,141.3000,146.7207,140.5000,145.5700,11084699
2019-12-23,137.0100,141.2500,136.0800,140.1400,10815806
2019-12-20,140.1420,141.8700,136.3500,136.8900,12726697
2019-12-19,134.3900,141.0000,133.8000,137.7300,13771988
2019-12-18,136.0300,137.5899,133.9300,134.4400,9450115
2019-12-17,136.4900,137.7399,132.8000,135.2800,16017918
2019-12-16,134.0000,138.5100,127.5300,138.3500,19700732
2019-12-13,138.3000,142.8400,132.1600,132.4900,17473034
2019-12-12,144.7300,144.8800,136.8100,139.5700,16739131
2019-12-11,147.9800,148.7199,144.6700,145.7000,9539369
2019-12-10,146.4000,149.2700,145.3000,147.0900,11143151
2019-12-09,143.9500,148.0300,143.6100,145.5400,12591960
2019-12-06,148.6000,149.7900,143.1300,144.2600,15788457
2019-12-05,152.4700,153.3500,147.5500,148.3400,15842541
2019-12-04,149.0000,151.9700,144.0530,150.5800,26260113
2019-12-03,138.0600,145.8900,136.5200,144.6300,27532305
2019-12-02,145.8500,146.6800,132.4000,136.0700,48174442
2019-11-29,160.8800,163.4400,159.3000,160.3700,7526777
2019-11-27,167.0500,168.8500,159.6100,161.6400,19115503
2019-11-26,158.9500,164.4200,157.6000,164.2800,16055738
2019-11-25,160.7600,162.4690,157.5100,158.0800,14386881
2019-11-22,158.6000,160.5800,154.5588,158.7500,14853064
2019-11-21,159.7000,163.3300,154.1300,155.9100,21586341
2019-11-20,152.2100,160.9899,151.1700,158.9300,26617634
2019-11-19,153.4500,158.0000,147.5100,153.9100,31464765
2019-11-18,157.3000,165.1000,153.5600,160.1200,27647305
2019-11-15,151.7000,158.2300,149.8000,157.3000,26600096
2019-11-14,142.0000,150.0400,141.1936,148.7000,26222960
2019-11-13,134.4800,142.4500,133.0600,142.3700,20654068
2019-11-12,130.0800,135.8000,130.0790,135.3500,24287753
2019-11-11,120.8000,129.5500,120.2800,129.2100,20702973
2019-11-08,119.2000,123.5600,118.7000,121.9400,19221268
2019-11-07,118.7500,128.3800,116.2600,118.4600,52683911
2019-11-06,138.6500,143.9500,136.8100,141.0500,21711916
2019-11-05,140.4700,142.6500,136.7100,139.5700,11789376
2019-11-04,147.1500,148.8499,137.4500,140.5100,20088781
2019-11-01,148.4400,148.7000,143.4100,146.5000,10946604
2019-10-31,149.4300,151.3000,143.3600,147.2000,13249348
2019-10-30,147.7400,151.4800,146.8400,149.4300,10916474
2019-10-29,146.1000,149.5100,143.6801,147.2400,16095056
2019-10-28,137.0000,148.1700,136.4000,146.8800,23959734
2019-10-25,129.1500,134.1000,127.3000,133.7400,11485718
2019-10-24,128.3300,131.8800,126.4100,131.2200,10597875
2019-10-23,129.0000,131.8700,127.0201,128.7600,10702324
2019-10-22,132.8100,136.6999,127.0201,129.0600,17122369
2019-10-21,128.7500,135.3500,128.2100,133.0300,16360485
2019-10-18,137.3900,139.0700,124.7900,129.9400,32393013
2019-10-17,131.9400,139.5900,130.1400,139.0700,20090073
2019-10-16,132.8300,134.2800,127.8100,132.5000,22426091
2019-10-15,123.1800,132.9500,122.5300,132.8200,26623532
2019-10-14,120.5800,122.1000,117.8000,119.1200,14498592
2019-10-11,123.9200,124.0210,119.5982,121.6000,23218928
2019-10-10,118.1200,121.7000,115.2800,116.1300,26167890
2019-10-09,112.0100,118.2200,110.6900,117.7900,28476593
2019-10-08,105.4300,109.5800,104.2600,108.0000,13903293
2019-10-07,107.8000,110.6200,104.7100,106.2500,21165122
2019-10-04,109.0500,109.2500,104.2700,106.7700,20940468
2019-10-03,104.0100,109.2000,101.5500,108.8400,22698275
2019-10-02,100.9100,105.0800,99.9800,102.6200,15046503
2019-10-01,101.9600,105.5500,100.4000,102.4000,16603369
2019-09-30,99.4000,103.0900,98.6900,101.7600,13667341
2019-09-27,103.3300,103.7400,98.0800,99.7400,17550647
2019-09-26,106.4900,106.9000,100.4500,103.3400,16078416
2019-09-25,104.9200,107.2600,102.3100,106.3000,21048965
2019-09-24,108.3900,110.3800,98.6510,103.5300,37250842
2019-09-23,108.5500,111.7900,105.6809,107.3700,28340143
2019-09-20,127.3900,127.4142,103.6200,108.0500,65016349
2019-09-19,127.8100,134.8800,127.0000,133.7600,25298957
2019-09-18,143.6000,145.7500,127.7900,129.8800,38239045
2019-09-17,150.2500,152.3700,146.4200,150.5200,11182327
2019-09-16,146.9700,152.8500,146.0300,149.5400,11942246
2019-09-13,146.6600,148.7000,143.0800,147.5500,9256540
2019-09-12,150.0000,152.7900,145.8200,147.7800,14002034
2019-09-11,146.5500,149.9400,141.5550,149.7600,18660055
2019-09-10,157.2200,158.8000,139.5300,144.1400,34820480
2019-09-09,173.6000,176.5500,159.8000,161.0300,23942095
2019-09-06,165.4700,170.9700,164.8500,169.8600,14892281
2019-09-05,167.6900,169.4500,160.2800,166.9300,23419327
2019-09-04,161.4900,169.7000,158.5520,168.9100,28523785
2019-09-03,150.8600,157.2200,150.1801,156.8800,12616888
2019-08-30,150.9800,153.2900,148.2850,151.3600,10530270
2019-08-29,148.0000,150.1000,146.3600,149.8800,10435053
2019-08-28,146.0800,147.4300,143.3000,145.8900,9576869
2019-08-27,144.8900,147.7500,141.2100,147.0200,19435392
2019-08-26,140.0800,145.0000,139.1400,143.0100,11156073
2019-08-23,137.7600,143.3599,136.9500,137.7400,11347155
2019-08-22,138.2500,139.4800,135.8500,139.1400,6603220
2019-08-21,135.1200,140.4500,134.3400,138.5800,8211885
2019-08-20,134.4900,137.9600,133.1500,134.2600,6655345
2019-08-19,132.3400,135.8000,128.4000,134.9600,9345713
2019-08-16,131.0100,131.9000,127.0600,131.0400,6368413
2019-08-15,133.0000,133.9400,128.2700,129.4000,9053574
2019-08-14,132.4500,134.3600,128.7600,130.5700,11600681
2019-08-13,137.2000,142.1000,133.9600,135.3300,20273219
2019-08-12,129.8600,136.5500,129.4300,134.3000,19614335
2019-08-09,121.7400,128.2000,121.5365,125.3200,14591452
2019-08-08,118.7000,123.4500,117.5600,122.0300,27655457
2019-08-07,98.7000,103.8400,98.4800,100.9700,13649070
2019-08-06,103.2300,105.1950,96.1601,98.4800,11136249
2019-08-05,97.8700,102.7500,96.0000,102.5700,7328656
2019-08-02,100.8400,102.9000,99.2900,100.5300,4444485
2019-08-01,103.6600,105.6800,99.0000,100.8450,5478407
2019-07-31,105.7600,107.5200,101.1000,103.3300,5292158
2019-07-30,104.0000,106.7400,102.3800,105.7600,4762618
2019-07-29,110.5500,111.8400,102.2200,105.1300,10855535
2019-07-26,107.3800,111.5269,107.3800,110.4500,6865401
2019-07-25,107.7200,109.5100,106.3000,106.8900,5276766
2019-07-24,104.6800,108.1760,104.1100,107.6600,6138626
2019-07-23,108.8900,110.6900,103.1600,104.9200,9726893
2019-07-22,107.1300,109.2300,105.5900,108.6000,5704450
2019-07-19,109.6000,110.3000,106.5200,106.8500,6736162
2019-07-18,107.1000,110.5700,106.5701,109.0200,9302051
2019-07-17,112.0100,112.7900,108.4400,109.3400,11183913
2019-07-16,104.3500,113.4400,103.8580,111.9400,21356595
2019-07-15,102.5000,104.3900,100.1500,104.3400,6340012
2019-07-12,104.2200,105.4549,102.1200,102.4700,7524214
2019-07-11,103.9000,104.9000,101.5601,104.5400,9091835
2019-07-10,104.2800,105.8900,102.0900,103.5000,8519337
2019-07-09,102.6700,104.4400,100.6200,103.4000,10727311
2019-07-08,97.7400,104.0000,97.3100,103.2500,12268306
