time,SlowD,SlowK
2019-11-18,31.6962,11.9457
2019-11-15,48.8944,30.8603
2019-11-14,57.4889,52.2827
2019-11-13,53.0787,63.5402
2019-11-12,45.2042,56.6439
2019-11-11,39.7894,39.0520
2019-11-08,47.9381,39.9168
2019-11-07,59.3401,40.3995
2019-11-06,75.6763,63.4980
2019-11-05,83.6399,74.1228
2019-11-04,88.8521,89.4080
2019-11-01,89.4060,87.3889
2019-10-31,91.3120,89.7594
2019-10-30,92.7707,91.0695
2019-10-29,93.3383,93.1071
2019-10-28,88.5963,94.1356
2019-10-25,82.4570,92.7722
2019-10-24,75.8335,78.8811
2019-10-23,78.5486,75.7178
2019-10-22,79.8847,72.9015
2019-10-21,83.6648,87.0264
2019-10-18,75.6775,79.7260
2019-10-17,67.2532,84.2419
2019-10-16,48.4811,63.0646
2019-10-15,34.7690,54.4532
2019-10-14,23.5645,27.9255
2019-10-11,25.6389,21.9282
2019-10-10,34.9114,20.8398
2019-10-09,45.3881,34.1488
2019-10-08,49.0517,49.7456
2019-10-07,40.6821,52.2699
2019-10-04,33.3190,45.1396
2019-10-03,25.5946,24.6369
2019-10-02,33.9068,30.1805
2019-10-01,40.0844,21.9664
2019-09-30,50.2615,49.5736
2019-09-27,45.7788,48.7131
2019-09-26,39.5418,52.4979
2019-09-25,37.5519,36.1254
2019-09-24,46.1495,30.0022
2019-09-23,63.8714,46.5282
2019-09-20,77.3173,61.9179
2019-09-19,86.9770,83.1682
2019-09-18,82.6731,86.8656
2019-09-17,72.6664,90.8973
2019-09-16,51.8154,70.2563
2019-09-13,34.8810,56.8454
2019-09-12,23.2819,28.3445
2019-09-11,27.8605,19.4531
2019-09-10,37.5737,22.0482
2019-09-09,43.3354,42.0803
2019-09-06,41.9189,48.5926
2019-09-05,45.4831,39.3334
2019-09-04,56.7534,37.8308
2019-09-03,63.9043,59.2850
2019-08-30,55.7802,73.1444
2019-08-29,37.2517,59.2837
2019-08-28,26.2944,34.9125
2019-08-27,29.4049,17.5590
2019-08-26,42.0230,26.4118
2019-08-23,53.8137,44.2440
2019-08-22,57.5477,55.4132
2019-08-21,54.2482,61.7839
2019-08-20,43.4223,55.4462
2019-08-19,36.0022,45.5145
2019-08-16,32.5444,29.3062
2019-08-15,39.9437,33.1858
2019-08-14,49.4219,35.1412
2019-08-13,62.1446,51.5042
2019-08-12,67.4080,61.6203
2019-08-09,61.8346,73.3094
2019-08-08,50.4268,67.2943
2019-08-07,41.0132,44.9001
2019-08-06,43.6573,39.0861
2019-08-05,54.7807,39.0533
2019-08-02,68.1979,52.8325
2019-08-01,77.1882,72.4564
2019-07-31,77.7318,79.3050
2019-07-30,73.7982,79.8034
2019-07-29,65.2797,74.0870
2019-07-26,52.5788,67.5042
2019-07-25,38.5703,54.2479
2019-07-24,27.7184,35.9843
2019-07-23,25.6252,25.4789
2019-07-22,30.1516,21.6920
2019-07-19,37.9766,29.7047
2019-07-18,43.2974,39.0582
2019-07-17,43.0436,45.1671
2019-07-16,40.4586,45.6669
2019-07-15,37.3416,38.2967
2019-07-12,37.4478,37.4121
2019-07-11,43.6358,36.3159
2019-07-10,55.9339,38.6155
2019-07-09,72.7068,55.9761
2019-07-08,81.2357,73.2101
2019-07-05,83.4115,88.9341
2019-07-03,80.0685,81.5630
2019-07-02,81.3896,79.7375
2019-07-01,75.2222,78.9050
2019-06-28,66.5058,85.5263
2019-06-27,53.5578,61.2354
2019-06-26,55.3019,52.7558
2019-06-25,62.1299,46.6823
2019-06-24,73.9545,66.4678
2019-06-21,75.0622,73.2398
2019-06-20,68.1231,82.1559
2019-06-19,56.2179,69.7910
2019-06-18,52.7971,52.4223
2019-06-17,60.8649,46.4403
2019-06-14,72.9297,59.5285
2019-06-13,82.8392,76.6258
2019-06-12,89.5266,82.6347
2019-06-11,94.0472,89.2571
2019-06-10,96.1436,96.6879
2019-06-07,86.6433,96.1966
2019-06-06,70.9233,95.5465
2019-06-05,47.2985,68.1869
2019-06-04,32.0464,49.0365
2019-06-03,26.5643,24.6721
2019-05-31,33.9976,22.4306
2019-05-30,42.9785,32.5901
2019-05-29,42.5525,46.9720
2019-05-28,33.4036,49.3732
2019-05-24,22.9123,31.3122
2019-05-23,17.0810,19.5255
2019-05-22,17.8242,17.8991
2019-05-21,20.6971,13.8183
2019-05-20,27.5844,21.7552
2019-05-17,25.6646,26.5177
2019-05-16,22.8763,34.4804
2019-05-15,17.1458,15.9957
2019-05-14,20.5621,18.1529
2019-05-13,22.5551,17.2887
2019-05-10,25.1532,26.2447
2019-05-09,23.3588,24.1320
2019-05-08,21.1056,25.0829
2019-05-07,15.9672,20.8614
2019-05-06,11.0994,17.3723
2019-05-03,7.1353,9.6678
2019-05-02,7.0179,6.2581
2019-05-01,11.1405,5.4800
2019-04-30,23.3322,9.3156
2019-04-29,39.8825,18.6258
2019-04-26,52.5288,42.0553
2019-04-25,54.9426,58.9664
2019-04-24,51.9994,56.5648
2019-04-23,57.6206,49.2968
2019-04-22,67.9375,50.1366
2019-04-18,81.4334,73.4283
2019-04-17,87.5074,80.2475
2019-04-16,93.0415,90.6245
2019-04-15,91.6647,91.6502
2019-04-12,89.8326,96.8498
2019-04-11,85.4791,86.4939
2019-04-10,83.3495,86.1540
2019-04-09,78.7947,83.7895
2019-04-08,75.4084,80.1049
2019-04-05,76.3225,72.4895
2019-04-04,79.5274,73.6306
2019-04-03,76.0259,82.8474
2019-04-02,62.4743,82.1041
2019-04-01,45.1081,63.1263
2019-03-29,31.5103,42.1924
2019-03-28,24.6397,30.0057
2019-03-27,28.2358,22.3327
2019-03-26,42.3908,21.5806
2019-03-25,62.9992,40.7941
2019-03-22,74.8184,64.7977
2019-03-21,76.0850,83.4059
2019-03-20,73.5166,76.2517
2019-03-19,75.3795,68.5974
2019-03-18,83.2430,75.7006
2019-03-15,88.9536,81.8404
2019-03-14,90.9128,92.1879
2019-03-13,87.1538,92.8326
2019-03-12,79.0629,87.7180
2019-03-11,71.7412,80.9109
2019-03-08,66.3302,68.5598
2019-03-07,61.2165,65.7530
2019-03-06,50.8696,64.6778
2019-03-05,38.5433,53.2188
2019-03-04,32.9052,34.7120
2019-03-01,39.9136,27.6989
2019-02-28,55.0083,36.3045
2019-02-27,69.9520,55.7372
2019-02-26,79.7840,72.9831
2019-02-25,82.0038,81.1357
2019-02-22,82.6831,85.2333
2019-02-21,81.5122,79.6425
2019-02-20,83.4874,83.1735
2019-02-19,84.4584,81.7205
2019-02-15,82.5347,85.5683
2019-02-14,71.2110,86.0864
2019-02-13,53.6483,75.9493
2019-02-12,44.0302,51.5973
2019-02-11,51.3973,33.3984
2019-02-08,71.6491,47.0948
2019-02-07,86.5936,73.6987
2019-02-06,87.8203,94.1538
2019-02-05,75.0213,91.9282
2019-02-04,54.2825,77.3789
2019-02-01,34.1068,55.7567
2019-01-31,23.7255,29.7120
2019-01-30,28.0650,16.8516
2019-01-29,40.5086,24.6128
2019-01-28,50.7546,42.7307
2019-01-25,58.5834,54.1823
2019-01-24,67.1479,55.3508
2019-01-23,79.3963,66.2170
2019-01-22,88.5799,79.8758
2019-01-18,93.4313,92.0962
2019-01-17,93.8995,93.7676
2019-01-16,93.2594,94.4301
2019-01-15,92.0257,93.5008
2019-01-14,89.6278,91.8473
2019-01-11,85.4466,90.7291
2019-01-10,77.0724,86.3071
2019-01-09,61.7465,79.3036
2019-01-08,49.9850,65.6067
2019-01-07,48.2172,40.3292
2019-01-04,63.5637,44.0191
2019-01-03,76.8288,60.3033
2019-01-02,78.6973,86.3689
2018-12-31,63.7200,83.8143
2018-12-28,41.6932,65.9087
2018-12-27,22.1458,41.4370
2018-12-26,10.3890,17.7340
2018-12-24,9.3084,7.2664
2018-12-21,10.6296,6.1664
2018-12-20,19.1275,14.4925
2018-12-19,29.6700,11.2300
2018-12-18,49.1578,31.6599
2018-12-17,58.4306,46.1200
2018-12-14,57.7574,69.6935
2018-12-13,42.1450,59.4785
2018-12-12,30.4810,44.1002
2018-12-11,22.3169,22.8562
2018-12-10,29.7479,24.4867
2018-12-07,42.5717,19.6079
2018-12-06,65.4643,45.1492
2018-12-04,80.9434,62.9581
