time,ATR

2019-11-04,2.0707

2019-11-01,2.2683

2019-10-31,2.4717

2019-10-30,2.6046

2019-10-29,2.7032

2019-10-28,2.9166

2019-10-25,2.4107

2019-10-24,2.5284

2019-10-23,2.3655

2019-10-22,2.4968

2019-10-21,2.1835

2019-10-18,2.3569

2019-10-17,2.0861

2019-10-16,2.0077

2019-10-15,1.9996

2019-10-14,1.9395

2019-10-11,2.2319

2019-10-10,2.3073

2019-10-09,2.5266

2019-10-08,2.4008

2019-10-07,2.4660

2019-10-04,2.7925

2019-10-03,2.9981

2019-10-02,2.8652

2019-10-01,2.7090

2019-09-30,2.5737

2019-09-27,2.8446

2019-09-26,2.6283

2019-09-25,2.8504

2019-09-24,2.5805

2019-09-23,2.2731

2019-09-20,2.5439

2019-09-19,2.3299

2019-09-18,1.9498

2019-09-17,1.9023

2019-09-16,2.0803

2019-09-13,2.1854

2019-09-12,2.3593

2019-09-11,2.3741

2019-09-10,2.6726

2019-09-09,2.5883

2019-09-06,2.4129

2019-09-05,2.5211

2019-09-04,2.4639

2019-09-03,2.6673

2019-08-30,2.7942

2019-08-29,2.7652

2019-08-28,2.7365

2019-08-27,2.8682

2019-08-26,3.0702

2019-08-23,3.2953

2019-08-22,2.7316

2019-08-21,2.6870

2019-08-20,2.8012

2019-08-19,3.1340

2019-08-16,3.3125

2019-08-15,3.4456

2019-08-14,3.7245

2019-08-13,3.4231

2019-08-12,3.3289

2019-08-09,3.5062

2019-08-08,3.6527

2019-08-07,3.6384

2019-08-06,3.5925

2019-08-05,3.6231

2019-08-02,2.9989

2019-08-01,2.9836

2019-07-31,2.5620

2019-07-30,1.8500

2019-07-29,1.9574

2019-07-26,1.9118

2019-07-25,2.0173

2019-07-24,2.1716

2019-07-23,2.2420

2019-07-22,2.3124

2019-07-19,2.2481

2019-07-18,1.7476

2019-07-17,1.6970

2019-07-16,1.6937

